0.999878, 1.00203, 1.03149, 1.11926, 1.12647, 1.12563, 1.12263, 1.11326, 1.09975, 1.09074, 1.08613, 1.08459, 1.08456, 1.08566, 1.08701, 1.0881, 1.08886, 1.08927, 1.08967, 1.0898, 1.08971, 1.08961, 1.08948, 1.08939, 1.08932, 1.08929, 1.08943, 1.08931, 1.08933, 1.08939, 1.08927, 1.08932, 1.0894, 1.08943, 1.0893, 1.08943, 1.08924, 1.08924, 1.08935, 1.08933, 1.0894, 1.08951, 1.08937, 1.08925, 1.08923, 1.0893, 1.08935, 1.08944, 1.08944, 1.0895, 1.08938, 1.08925, 1.08946, 1.08912, 1.08943, 1.08925, 1.08921, 1.08952, 1.0892, 1.08925, 1.08925, 1.0893, 1.08929, 1.08928, 1.0892, 1.08937, 1.08926, 1.08918, 1.08922, 1.08914, 1.08931, 1.08914, 1.08941, 1.08933, 1.08939, 1.0893, 1.08927, 1.08931, 1.08929, 1.0894, 1.08923, 1.08945, 1.08924, 1.08906, 1.08917, 1.08918, 1.08928, 1.08946, 1.08923, 1.08904, 1.08922
1.0001, 1.00246, 1.03468, 1.12121, 1.13171, 1.1284, 1.11783, 1.10387, 1.09268, 1.08545, 1.08142, 1.08013, 1.08102, 1.08299, 1.0852, 1.08695, 1.08843, 1.08899, 1.08922, 1.0894, 1.08952, 1.08916, 1.0891, 1.08907, 1.08916, 1.08911, 1.08924, 1.08916, 1.08945, 1.08933, 1.08948, 1.08952, 1.08941, 1.08966, 1.08936, 1.08949, 1.08953, 1.08963, 1.08958, 1.08946, 1.0894, 1.08971, 1.08955, 1.08953, 1.08956, 1.08954, 1.08979, 1.08945, 1.08956, 1.08971, 1.08941, 1.08968, 1.08959, 1.08959, 1.08966, 1.08958, 1.08951, 1.08952, 1.08966, 1.08968, 1.08959, 1.08976, 1.08959, 1.08969, 1.0897, 1.08953, 1.08966, 1.08972, 1.08954, 1.08963, 1.08954, 1.08968, 1.08938, 1.08959, 1.08956, 1.0896, 1.08967, 1.08971, 1.08969, 1.08965, 1.08966, 1.08956, 1.08953, 1.08974, 1.08968, 1.08963, 1.0896, 1.08972, 1.08956, 1.08972, 1.08973
0.99997, 1.00258, 1.03685, 1.11195, 1.132, 1.12764, 1.11552, 1.10305, 1.09408, 1.0884, 1.08528, 1.08432, 1.08422, 1.08529, 1.08621, 1.08736, 1.08828, 1.08906, 1.08924, 1.08962, 1.08963, 1.08996, 1.0899, 1.08953, 1.08957, 1.08965, 1.08982, 1.08972, 1.08972, 1.08956, 1.08964, 1.08969, 1.08976, 1.08985, 1.08971, 1.08988, 1.08979, 1.08999, 1.08987, 1.08983, 1.08982, 1.0898, 1.08972, 1.08971, 1.08969, 1.08987, 1.08987, 1.08983, 1.08958, 1.08984, 1.08981, 1.08987, 1.08979, 1.08979, 1.08984, 1.08966, 1.08987, 1.08998, 1.08979, 1.08981, 1.08984, 1.0899, 1.08969, 1.08997, 1.08993, 1.08985, 1.08981, 1.08986, 1.08992, 1.08971, 1.0899, 1.08986, 1.08978, 1.08983, 1.08983, 1.08998, 1.08978, 1.08985, 1.0898, 1.08977, 1.0899, 1.08992, 1.08978, 1.08986, 1.08977, 1.08976, 1.0896, 1.08974, 1.08969, 1.08976, 1.08969
1.00012, 1.00301, 1.03972, 1.11, 1.1246, 1.12161, 1.11347, 1.10333, 1.09553, 1.0908, 1.0882, 1.08742, 1.08728, 1.08792, 1.08833, 1.08911, 1.08944, 1.0898, 1.09025, 1.0904, 1.09041, 1.09026, 1.0905, 1.09026, 1.09015, 1.09015, 1.09012, 1.0902, 1.09009, 1.08997, 1.08998, 1.0899, 1.08986, 1.09001, 1.08993, 1.08987, 1.08994, 1.08979, 1.08988, 1.09, 1.08979, 1.08984, 1.08984, 1.08985, 1.08978, 1.08974, 1.08985, 1.08981, 1.08969, 1.08977, 1.08986, 1.08961, 1.08958, 1.08967, 1.08973, 1.08952, 1.08965, 1.08975, 1.08967, 1.0899, 1.08972, 1.08971, 1.08966, 1.08981, 1.08967, 1.08966, 1.08963, 1.08971, 1.08969, 1.0897, 1.08965, 1.0899, 1.08976, 1.08977, 1.08979, 1.08969, 1.0898, 1.08961, 1.0896, 1.08965, 1.08964, 1.08971, 1.08987, 1.08974, 1.08978, 1.08958, 1.0897, 1.08969, 1.08954, 1.08983, 1.08975
0.999943, 1.00415, 1.04237, 1.11567, 1.13077, 1.12653, 1.117, 1.10461, 1.09371, 1.08682, 1.08313, 1.08196, 1.08279, 1.08409, 1.08564, 1.08693, 1.08801, 1.08876, 1.08912, 1.08948, 1.08969, 1.08956, 1.08967, 1.08971, 1.08958, 1.08987, 1.08995, 1.0899, 1.08991, 1.08999, 1.08993, 1.09001, 1.09005, 1.0904, 1.09031, 1.09022, 1.09011, 1.0904, 1.09022, 1.09049, 1.09031, 1.09029, 1.09029, 1.09029, 1.09043, 1.09017, 1.09021, 1.09045, 1.0904, 1.09043, 1.09056, 1.09046, 1.09041, 1.09029, 1.09042, 1.09036, 1.09038, 1.09038, 1.09055, 1.09043, 1.09031, 1.09048, 1.09052, 1.09052, 1.09039, 1.09039, 1.09028, 1.09038, 1.09053, 1.09055, 1.09041, 1.09053, 1.09036, 1.09037, 1.09038, 1.09057, 1.09049, 1.09053, 1.09044, 1.0905, 1.09048, 1.0905, 1.09053, 1.09041, 1.09044, 1.0904, 1.09053, 1.09054, 1.09047, 1.09052, 1.09038
0.999987, 1.00286, 1.03573, 1.10903, 1.1237, 1.12106, 1.11408, 1.10475, 1.09632, 1.09012, 1.08632, 1.08481, 1.08428, 1.08486, 1.08574, 1.08656, 1.08727, 1.08766, 1.08787, 1.08784, 1.08815, 1.08806, 1.08805, 1.0881, 1.08808, 1.08803, 1.08804, 1.08802, 1.08797, 1.08816, 1.0879, 1.08815, 1.08802, 1.08817, 1.08819, 1.08818, 1.08824, 1.08826, 1.08831, 1.08834, 1.08816, 1.08815, 1.08809, 1.08827, 1.08808, 1.08797, 1.08821, 1.0883, 1.08822, 1.08807, 1.08805, 1.0883, 1.08823, 1.08838, 1.0882, 1.08818, 1.08822, 1.08806, 1.08814, 1.08825, 1.08815, 1.08822, 1.08825, 1.08821, 1.08817, 1.08819, 1.08816, 1.08819, 1.08815, 1.08804, 1.08838, 1.08821, 1.08822, 1.08822, 1.08823, 1.08818, 1.08829, 1.08816, 1.08821, 1.08812, 1.08818, 1.08827, 1.08811, 1.08814, 1.08806, 1.08824, 1.0879, 1.0882, 1.08836, 1.08824, 1.08834
0.999865, 1.00433, 1.04255, 1.11263, 1.12483, 1.12019, 1.11121, 1.10181, 1.0941, 1.08873, 1.08583, 1.08477, 1.08461, 1.08557, 1.08654, 1.08741, 1.08823, 1.08887, 1.08902, 1.08933, 1.08929, 1.08957, 1.08948, 1.0893, 1.08945, 1.0895, 1.08954, 1.08974, 1.08967, 1.08968, 1.0898, 1.08968, 1.08973, 1.0898, 1.08988, 1.08981, 1.08985, 1.08974, 1.08987, 1.08986, 1.0899, 1.08988, 1.08999, 1.08984, 1.08991, 1.08997, 1.08997, 1.08996, 1.08988, 1.08989, 1.08988, 1.08977, 1.09006, 1.08994, 1.08977, 1.08987, 1.08994, 1.08981, 1.08978, 1.08982, 1.0899, 1.08989, 1.08993, 1.08993, 1.0899, 1.08999, 1.09002, 1.09005, 1.08993, 1.08986, 1.08989, 1.08988, 1.08994, 1.08985, 1.08999, 1.08996, 1.09003, 1.09009, 1.08976, 1.09001, 1.08977, 1.08984, 1.08984, 1.08989, 1.08978, 1.0899, 1.08999, 1.08988, 1.08999, 1.08986, 1.08987
0.999846, 1.00255, 1.03183, 1.12082, 1.12506, 1.1193, 1.11191, 1.10452, 1.0981, 1.09304, 1.08987, 1.08757, 1.08694, 1.08714, 1.08756, 1.0884, 1.08897, 1.08956, 1.08991, 1.09022, 1.09025, 1.09047, 1.09065, 1.09081, 1.09073, 1.09098, 1.09091, 1.09105, 1.09117, 1.09127, 1.09132, 1.09115, 1.09157, 1.09152, 1.09142, 1.09143, 1.09157, 1.09144, 1.0915, 1.09167, 1.09158, 1.09164, 1.09154, 1.09163, 1.09168, 1.09174, 1.09173, 1.09182, 1.09174, 1.09177, 1.09183, 1.09172, 1.09179, 1.09161, 1.09176, 1.09167, 1.09168, 1.09171, 1.09189, 1.09169, 1.09182, 1.09183, 1.09171, 1.09176, 1.09193, 1.0917, 1.09176, 1.09184, 1.09166, 1.09175, 1.09166, 1.09169, 1.09176, 1.09179, 1.09178, 1.09162, 1.09161, 1.09179, 1.09176, 1.09171, 1.09173, 1.09169, 1.0918, 1.09183, 1.09171, 1.09182, 1.09178, 1.09177, 1.09165, 1.09189, 1.09177
1.00004, 1.00315, 1.03429, 1.11929, 1.13415, 1.13048, 1.12196, 1.10978, 1.09875, 1.09111, 1.08662, 1.08511, 1.08519, 1.08603, 1.08726, 1.08843, 1.08932, 1.08963, 1.08992, 1.08999, 1.09007, 1.08995, 1.09004, 1.09021, 1.09037, 1.09024, 1.09031, 1.09039, 1.09031, 1.09025, 1.09024, 1.09036, 1.0905, 1.09053, 1.09044, 1.09054, 1.09036, 1.09043, 1.09057, 1.09052, 1.0905, 1.0906, 1.09043, 1.09044, 1.09059, 1.0906, 1.09045, 1.09043, 1.09069, 1.09072, 1.0905, 1.0905, 1.09073, 1.09077, 1.09067, 1.09041, 1.09064, 1.0905, 1.09059, 1.09053, 1.09068, 1.0905, 1.09075, 1.09057, 1.09064, 1.09065, 1.09059, 1.09053, 1.09053, 1.09066, 1.09059, 1.09062, 1.09054, 1.09058, 1.09061, 1.09057, 1.09073, 1.09059, 1.09047, 1.09058, 1.09042, 1.09054, 1.09052, 1.09061, 1.0905, 1.09042, 1.09056, 1.09041, 1.09048, 1.09052, 1.09041
0.999991, 1.00363, 1.04168, 1.12097, 1.13014, 1.12351, 1.11232, 1.1013, 1.09316, 1.08784, 1.08484, 1.08364, 1.08401, 1.08493, 1.08602, 1.08741, 1.08808, 1.08895, 1.08929, 1.08974, 1.08975, 1.08987, 1.08987, 1.08988, 1.09011, 1.08998, 1.09004, 1.09029, 1.09029, 1.09034, 1.09051, 1.09053, 1.09048, 1.0904, 1.09054, 1.09044, 1.09064, 1.09066, 1.09068, 1.09071, 1.09068, 1.09075, 1.09066, 1.09067, 1.0907, 1.09084, 1.09075, 1.0908, 1.09085, 1.0908, 1.09057, 1.09094, 1.09088, 1.0909, 1.09084, 1.09094, 1.0909, 1.09083, 1.09068, 1.09078, 1.09079, 1.09069, 1.09084, 1.091, 1.09084, 1.09075, 1.09078, 1.09092, 1.09091, 1.09094, 1.09088, 1.09073, 1.09115, 1.09076, 1.09076, 1.09085, 1.09089, 1.09079, 1.09073, 1.09078, 1.09097, 1.09067, 1.09071, 1.09072, 1.09082, 1.09083, 1.09078, 1.09095, 1.09098, 1.091, 1.09095
