0.1, 0.0983238, 0.0965184, 0.0960574, 0.0975238, 0.0986566, 0.0992862, 0.09961, 0.0997727, 0.099854, 0.0998945, 0.0999147, 0.0999248, 0.0999299, 0.0999324, 0.0999338, 0.0999345, 0.0999349, 0.0999352, 0.0999354, 0.0999355, 0.0999357, 0.0999358, 0.0999359, 0.099936, 0.0999361, 0.0999362, 0.0999364, 0.0999365, 0.0999366, 0.0999367, 0.0999368, 0.0999369, 0.0999371, 0.0999372, 0.0999373, 0.0999374, 0.0999375, 0.0999376, 0.0999377, 0.0999378, 0.099938, 0.0999381, 0.0999382, 0.0999383, 0.0999384, 0.0999385, 0.0999386, 0.0999387, 0.0999388, 0.099939, 0.0999391, 0.0999392, 0.0999393, 0.0999394, 0.0999395
0, 0.00167623, 0.00348159, 0.00394263, 0.0024762, 0.00134342, 0.000713787, 0.000390031, 0.000227291, 0.000146029, 0.000105514, 8.53056e-05, 7.52033e-05, 7.01279e-05, 6.75511e-05, 6.62155e-05, 6.54957e-05, 6.50812e-05, 6.48179e-05, 6.46293e-05, 6.44777e-05, 6.43443e-05, 6.42199e-05, 6.41001e-05, 6.39825e-05, 6.38662e-05, 6.37505e-05, 6.36353e-05, 6.35204e-05, 6.34057e-05, 6.32913e-05, 6.31771e-05, 6.30631e-05, 6.29493e-05, 6.28357e-05, 6.27223e-05, 6.26092e-05, 6.24962e-05, 6.23834e-05, 6.22709e-05, 6.21585e-05, 6.20464e-05, 6.19344e-05, 6.18227e-05, 6.17112e-05, 6.15998e-05, 6.14887e-05, 6.13778e-05, 6.12671e-05, 6.11566e-05, 6.10462e-05, 6.09361e-05, 6.08262e-05, 6.07165e-05, 6.0607e-05, 6.04977e-05
0.7, 0.664573, 0.654677, 0.686979, 0.693739, 0.69498, 0.695344, 0.695787, 0.696412, 0.697031, 0.697484, 0.697743, 0.697854, 0.697873, 0.697847, 0.697804, 0.697759, 0.697718, 0.697683, 0.697654, 0.697631, 0.697612, 0.697597, 0.697585, 0.697576, 0.697569, 0.697563, 0.69756, 0.697557, 0.697556, 0.697556, 0.697556, 0.697557, 0.697559, 0.697562, 0.697565, 0.697568, 0.697572, 0.697576, 0.69758, 0.697584, 0.697589, 0.697593, 0.697597, 0.697602, 0.697606, 0.69761, 0.697615, 0.697619, 0.697623, 0.697628, 0.697632, 0.697636, 0.697641, 0.697645, 0.697649
0, 0.0354272, 0.0453234, 0.0130212, 0.00626081, 0.00501983, 0.00465627, 0.00421338, 0.00358796, 0.00296927, 0.00251572, 0.00225654, 0.00214648, 0.00212701, 0.00215273, 0.00219554, 0.00224075, 0.00228194, 0.00231703, 0.00234596, 0.00236941, 0.00238822, 0.00240319, 0.002415, 0.00242421, 0.00243126, 0.00243651, 0.00244024, 0.00244267, 0.00244398, 0.00244434, 0.00244386, 0.00244266, 0.0024408, 0.00243839, 0.00243547, 0.00243211, 0.00242837, 0.00242431, 0.00242002, 0.00241566, 0.00241129, 0.00240693, 0.00240258, 0.00239823, 0.0023939, 0.00238957, 0.00238525, 0.00238094, 0.00237663, 0.00237233, 0.00236804, 0.00236376, 0.00235949, 0.00235522, 0.00235097
0.68, 0.415699, 0.00579836, 0.0186008, 0.0420065, 0.0648989, 0.0823865, 0.0975962, 0.115717, 0.139731, 0.169427, 0.202633, 0.236813, 0.270037, 0.301217, 0.329954, 0.356268, 0.380379, 0.402574, 0.423135, 0.442314, 0.460325, 0.477345, 0.493523, 0.50898, 0.52382, 0.538128, 0.551978, 0.56543, 0.578539, 0.59135, 0.603901, 0.616224, 0.628345, 0.64028, 0.652028, 0.663543, 0.67453, 0.679387, 0.679395, 0.679403, 0.679411, 0.679418, 0.679425, 0.679432, 0.679439, 0.679446, 0.679453, 0.679459, 0.679465, 0.679472, 0.679478, 0.679484, 0.679489, 0.679495, 0.679501
0, 0.264301, 0.674202, 0.661399, 0.637994, 0.615101, 0.597614, 0.582404, 0.564283, 0.540269, 0.510573, 0.477367, 0.443187, 0.409963, 0.378783, 0.350046, 0.323732, 0.299621, 0.277426, 0.256865, 0.237686, 0.219675, 0.202655, 0.186477, 0.17102, 0.15618, 0.141872, 0.128022, 0.11457, 0.101461, 0.0886502, 0.0760993, 0.063776, 0.051655, 0.0397202, 0.0279723, 0.0164571, 0.00547011, 0.000612643, 0.000604605, 0.000596877, 0.000589308, 0.000581912, 0.000574686, 0.000567626, 0.000560724, 0.000553977, 0.000547378, 0.000540924, 0.000534609, 0.000528429, 0.00052238, 0.000516457, 0.000510657, 0.000504975, 0.000499409
0.26, 0.240231, 0.110772, 0.0687255, 0.0618757, 0.0670777, 0.074752, 0.0818736, 0.088972, 0.0974119, 0.107804, 0.11973, 0.132226, 0.144358, 0.155538, 0.165534, 0.174361, 0.182147, 0.189055, 0.195236, 0.200823, 0.205919, 0.210609, 0.214959, 0.219024, 0.222844, 0.226457, 0.229889, 0.233165, 0.236304, 0.239323, 0.242236, 0.245055, 0.247788, 0.250443, 0.253024, 0.255528, 0.257923, 0.259611, 0.259851, 0.259873, 0.259876, 0.259878, 0.259879, 0.259881, 0.259882, 0.259884, 0.259885, 0.259887, 0.259888, 0.259889, 0.25989, 0.259892, 0.259893, 0.259894, 0.259895
0, 0.0197685, 0.149228, 0.191275, 0.198124, 0.192922, 0.185248, 0.178126, 0.171028, 0.162588, 0.152196, 0.14027, 0.127774, 0.115642, 0.104462, 0.0944655, 0.0856388, 0.0778526, 0.0709453, 0.0647636, 0.0591774, 0.0540813, 0.0493913, 0.0450408, 0.0409765, 0.0371556, 0.0335433, 0.030111, 0.0268351, 0.0236959, 0.0206768, 0.0177638, 0.0149455, 0.0122123, 0.0095571, 0.00697599, 0.00447194, 0.00207695, 0.000388633, 0.000148583, 0.000127013, 0.000123751, 0.000122054, 0.00012052, 0.000119031, 0.000117577, 0.000116156, 0.000114766, 0.000113407, 0.000112077, 0.000110776, 0.000109503, 0.000108256, 0.000107035, 0.00010584, 0.000104668
1.2873, 1.2873, 1.2873, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.50957e-07, 3.60695e-06, 6.71655e-06, 6.12757e-06, 4.69742e-06, 3.4888e-06, 2.64767e-06, 2.08859e-06, 1.70791e-06, 1.43327e-06, 1.22306e-06, 1.05551e-06, 9.19322e-07, 8.07756e-07, 7.1586e-07, 6.39522e-07, 5.75295e-07, 5.20398e-07, 4.72678e-07, 4.30518e-07, 3.92718e-07, 3.58387e-07, 3.26863e-07, 2.97645e-07, 2.70346e-07, 2.44666e-07, 2.20366e-07, 1.97251e-07, 1.75164e-07, 1.53974e-07, 1.33572e-07, 1.13869e-07, 9.47902e-08, 7.62759e-08, 5.82861e-08, 4.08128e-08, 2.39498e-08, 9.18324e-09, 2.78863e-09, 1.24907e-09, 9.26954e-10, 8.5635e-10, 8.34559e-10, 8.22185e-10, 8.11701e-10, 8.01682e-10, 7.92019e-10, 7.82599e-10, 7.73367e-10, 7.64324e-10, 7.55478e-10, 7.46833e-10, 7.38372e-10, 7.30082e-10, 7.21962e-10
