0.1, 0.0983238, 0.0965184, 0.0955297, 0.0951001, 0.0949724, 0.0949949, 0.0950878, 0.095211, 0.0953447, 0.0954793, 0.0956106, 0.0957366, 0.0958567, 0.0959708, 0.0960791, 0.0961818, 0.0962794, 0.0963721, 0.0964603, 0.0965443, 0.0966243, 0.0967007, 0.0967736, 0.0968432, 0.0969098, 0.0969735, 0.0970346, 0.0970931, 0.0971492, 0.097203, 0.0979044, 0.0987293, 0.0992199, 0.0994774, 0.099608, 0.0996736, 0.0997066, 0.0997232, 0.0997318, 0.0997363, 0.0997388, 0.0997402, 0.0997412, 0.0997419, 0.0997425, 0.0997431, 0.0997436, 0.0997441, 0.0997446, 0.099745, 0.0997455, 0.099746, 0.0997465, 0.0997469, 0.0997474, 0.0997479, 0.0997484, 0.0997488, 0.0997493, 0.0997498, 0.0997502, 0.0997507, 0.0997512, 0.0997516, 0.0997521, 0.0997526, 0.099753, 0.0997535, 0.0997539, 0.0997544, 0.0997549, 0.0997553, 0.0997558, 0.0997562, 0.0997567, 0.0997571, 0.0997576, 0.099758, 0.0997585, 0.0997589, 0.0997594, 0.0997598, 0.0997603, 0.0997607, 0.0997612, 0.0997616, 0.0997621
0, 0.00167623, 0.00348159, 0.0044703, 0.00489987, 0.00502757, 0.0050051, 0.00491219, 0.00478902, 0.00465534, 0.00452066, 0.00438938, 0.00426337, 0.00414328, 0.0040292, 0.00392093, 0.00381818, 0.0037206, 0.00362787, 0.00353967, 0.00345569, 0.00337565, 0.00329931, 0.00322643, 0.00315679, 0.0030902, 0.00302647, 0.00296543, 0.00290693, 0.00285082, 0.00279698, 0.00209557, 0.0012707, 0.000780138, 0.000522614, 0.000392028, 0.000326411, 0.000293435, 0.000276762, 0.000268217, 0.000263722, 0.000261243, 0.000259768, 0.000258793, 0.000258067, 0.000257464, 0.000256924, 0.000256415, 0.000255921, 0.000255436, 0.000254956, 0.000254478, 0.000254002, 0.000253527, 0.000253053, 0.000252581, 0.000252109, 0.000251638, 0.000251168, 0.0002507, 0.000250232, 0.000249765, 0.000249298, 0.000248833, 0.000248369, 0.000247906, 0.000247443, 0.000246981, 0.000246521, 0.000246061, 0.000245602, 0.000245144, 0.000244687, 0.000244231, 0.000243775, 0.000243321, 0.000242867, 0.000242415, 0.000241963, 0.000241512, 0.000241062, 0.000240613, 0.000240164, 0.000239717, 0.00023927, 0.000238825, 0.00023838, 0.000237936
0.7, 0.664573, 0.654677, 0.687027, 0.693977, 0.695155, 0.695084, 0.694715, 0.694374, 0.694189, 0.694147, 0.694172, 0.694204, 0.694216, 0.694208, 0.694189, 0.694169, 0.69415, 0.694134, 0.694121, 0.694108, 0.694095, 0.694083, 0.69407, 0.694057, 0.694045, 0.694033, 0.694021, 0.69401, 0.693999, 0.693988, 0.693922, 0.693792, 0.693815, 0.69398, 0.694133, 0.694174, 0.694108, 0.693989, 0.693867, 0.693769, 0.693701, 0.693658, 0.693634, 0.693622, 0.693617, 0.693618, 0.693622, 0.693627, 0.693635, 0.693643, 0.693651, 0.69366, 0.69367, 0.693679, 0.693689, 0.693699, 0.693708, 0.693718, 0.693728, 0.693737, 0.693747, 0.693757, 0.693767, 0.693776, 0.693786, 0.693795, 0.693805, 0.693815, 0.693824, 0.693834, 0.693843, 0.693853, 0.693862, 0.693872, 0.693881, 0.69389, 0.6939, 0.693909, 0.693918, 0.693928, 0.693937, 0.693946, 0.693956, 0.693965, 0.693974, 0.693983, 0.693992
0, 0.0354272, 0.0453234, 0.0129725, 0.00602282, 0.00484514, 0.00491596, 0.00528535, 0.00562552, 0.00581057, 0.00585333, 0.00582778, 0.00579596, 0.00578397, 0.00579199, 0.00581067, 0.00583144, 0.00585, 0.00586563, 0.00587929, 0.0058921, 0.00590476, 0.00591746, 0.00593012, 0.00594262, 0.00595487, 0.00596684, 0.00597855, 0.00599002, 0.00600126, 0.00601229, 0.00607762, 0.00620826, 0.0061847, 0.00601964, 0.00586719, 0.00582631, 0.00589248, 0.00601144, 0.00613313, 0.0062312, 0.00629944, 0.00634209, 0.00636628, 0.00637829, 0.00638259, 0.00638201, 0.00637829, 0.00637251, 0.00636536, 0.00635728, 0.00634859, 0.0063395, 0.00633015, 0.00632064, 0.00631102, 0.00630135, 0.00629165, 0.00628194, 0.00627222, 0.00626251, 0.00625282, 0.00624314, 0.00623347, 0.00622383, 0.0062142, 0.00620459, 0.00619501, 0.00618544, 0.00617589, 0.00616637, 0.00615686, 0.00614738, 0.00613792, 0.00612847, 0.00611905, 0.00610965, 0.00610027, 0.00609091, 0.00608157, 0.00607225, 0.00606295, 0.00605367, 0.00604441, 0.00603517, 0.00602595, 0.00601675, 0.00600757
0.68, 0.415699, 0.00579836, 0.0186253, 0.0428366, 0.0672234, 0.0833584, 0.0896559, 0.0888514, 0.0852723, 0.0821073, 0.0804109, 0.079865, 0.0798125, 0.0797882, 0.0796129, 0.0792959, 0.0789121, 0.0785256, 0.0781661, 0.0778366, 0.0775283, 0.0772326, 0.0769442, 0.0766618, 0.0763858, 0.0761168, 0.0758552, 0.0756008, 0.0753533, 0.0751124, 0.0746926, 0.0732547, 0.0720032, 0.072526, 0.0745092, 0.0764935, 0.0772884, 0.076633, 0.0750004, 0.0730631, 0.0713113, 0.0699597, 0.0690254, 0.0684344, 0.0680943, 0.0679262, 0.0678726, 0.0678943, 0.0679657, 0.0680704, 0.0681973, 0.0683393, 0.0684916, 0.0686508, 0.0688149, 0.0689823, 0.0691521, 0.0693237, 0.0694966, 0.0696705, 0.0698453, 0.0700209, 0.0701971, 0.0703739, 0.0705513, 0.0707292, 0.0709077, 0.0710867, 0.0712663, 0.0714463, 0.0716269, 0.071808, 0.0719896, 0.0721718, 0.0723544, 0.0725376, 0.0727213, 0.0729056, 0.0730904, 0.0732757, 0.0734615, 0.0736479, 0.0738348, 0.0740222, 0.0742102, 0.0743988, 0.0745878
0, 0.264301, 0.674202, 0.661375, 0.637163, 0.612777, 0.596642, 0.590344, 0.591149, 0.594728, 0.597893, 0.599589, 0.600135, 0.600188, 0.600212, 0.600387, 0.600704, 0.601088, 0.601474, 0.601834, 0.602163, 0.602472, 0.602767, 0.603056, 0.603338, 0.603614, 0.603883, 0.604145, 0.604399, 0.604647, 0.604888, 0.605307, 0.606745, 0.607997, 0.607474, 0.605491, 0.603507, 0.602712, 0.603367, 0.605, 0.606937, 0.608689, 0.61004, 0.610975, 0.611566, 0.611906, 0.612074, 0.612127, 0.612106, 0.612034, 0.61193, 0.611803, 0.611661, 0.611508, 0.611349, 0.611185, 0.611018, 0.610848, 0.610676, 0.610503, 0.610329, 0.610155, 0.609979, 0.609803, 0.609626, 0.609449, 0.609271, 0.609092, 0.608913, 0.608734, 0.608554, 0.608373, 0.608192, 0.60801, 0.607828, 0.607646, 0.607462, 0.607279, 0.607094, 0.60691, 0.606724, 0.606538, 0.606352, 0.606165, 0.605978, 0.60579, 0.605601, 0.605412
0.26, 0.240231, 0.110772, 0.0687267, 0.0619965, 0.0676618, 0.0755314, 0.081031, 0.0831986, 0.083003, 0.0818951, 0.0808741, 0.0802803, 0.0800411, 0.0799659, 0.0799102, 0.0798135, 0.0796748, 0.0795156, 0.0793556, 0.0792044, 0.0790634, 0.0789301, 0.078802, 0.0786772, 0.0785553, 0.0784362, 0.0783202, 0.0782073, 0.0780975, 0.0779905, 0.0778697, 0.0775264, 0.0769674, 0.0767227, 0.0771001, 0.0778533, 0.0784854, 0.07865, 0.0783088, 0.0776416, 0.0768777, 0.0761843, 0.0756391, 0.075253, 0.0750028, 0.0748555, 0.0747811, 0.0747563, 0.0747648, 0.0747955, 0.074841, 0.0748964, 0.0749585, 0.0750252, 0.075095, 0.0751669, 0.0752402, 0.0753146, 0.0753898, 0.0754655, 0.0755417, 0.0756182, 0.0756951, 0.0757722, 0.0758496, 0.0759272, 0.076005, 0.076083, 0.0761613, 0.0762397, 0.0763184, 0.0763972, 0.0764763, 0.0765556, 0.0766351, 0.0767148, 0.0767947, 0.0768748, 0.0769551, 0.0770357, 0.0771164, 0.0771973, 0.0772785, 0.0773599, 0.0774415, 0.0775233, 0.0776053
0, 0.0197685, 0.149228, 0.191273, 0.198003, 0.192338, 0.184469, 0.178969, 0.176801, 0.176997, 0.178105, 0.179126, 0.17972, 0.179959, 0.180034, 0.18009, 0.180187, 0.180325, 0.180484, 0.180644, 0.180796, 0.180937, 0.18107, 0.181198, 0.181323, 0.181445, 0.181564, 0.18168, 0.181793, 0.181903, 0.182009, 0.18213, 0.182474, 0.183033, 0.183277, 0.1829, 0.182147, 0.181515, 0.18135, 0.181691, 0.182358, 0.183122, 0.183816, 0.184361, 0.184747, 0.184997, 0.185145, 0.185219, 0.185244, 0.185235, 0.185204, 0.185159, 0.185104, 0.185041, 0.184975, 0.184905, 0.184833, 0.18476, 0.184685, 0.18461, 0.184534, 0.184458, 0.184382, 0.184305, 0.184228, 0.18415, 0.184073, 0.183995, 0.183917, 0.183839, 0.18376, 0.183682, 0.183603, 0.183524, 0.183444, 0.183365, 0.183285, 0.183205, 0.183125, 0.183045, 0.182964, 0.182884, 0.182803, 0.182721, 0.18264, 0.182559, 0.182477, 0.182395
1.2873, 1.2873, 1.2873, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.50957e-07, 3.60695e-06, 7.19965e-06, 8.69359e-06, 8.92346e-06, 8.63239e-06, 8.25085e-06, 7.95933e-06, 7.78318e-06, 7.67904e-06, 7.59702e-06, 7.50917e-06, 7.40959e-06, 7.3034e-06, 7.19732e-06, 7.09544e-06, 6.99894e-06, 6.90733e-06, 6.81965e-06, 6.73516e-06, 6.65346e-06, 6.5744e-06, 6.49791e-06, 6.42394e-06, 6.3524e-06, 6.28317e-06, 6.21615e-06, 6.15122e-06, 6.08828e-06, 6.02725e-06, 5.18491e-06, 3.99173e-06, 3.09006e-06, 2.4733e-06, 2.05806e-06, 1.77887e-06, 1.59271e-06, 1.47101e-06, 1.39367e-06, 1.34594e-06, 1.31715e-06, 1.29995e-06, 1.28957e-06, 1.28314e-06, 1.27899e-06, 1.27619e-06, 1.27421e-06, 1.27275e-06, 1.27162e-06, 1.2707e-06, 1.26993e-06, 1.26924e-06, 1.26862e-06, 1.26803e-06, 1.26747e-06, 1.26692e-06, 1.26638e-06, 1.26585e-06, 1.26532e-06, 1.26479e-06, 1.26426e-06, 1.26373e-06, 1.2632e-06, 1.26267e-06, 1.26214e-06, 1.26161e-06, 1.26108e-06, 1.26054e-06, 1.26001e-06, 1.25947e-06, 1.25893e-06, 1.25839e-06, 1.25785e-06, 1.25731e-06, 1.25676e-06, 1.25622e-06, 1.25567e-06, 1.25512e-06, 1.25457e-06, 1.25402e-06, 1.25347e-06, 1.25292e-06, 1.25236e-06, 1.25181e-06, 1.25125e-06, 1.25069e-06, 1.25013e-06
