0.1, 0.083278, 0.0646188, 0.053725, 0.0487949, 0.0474251, 0.0612886, 0.078993, 0.0894787, 0.0947814, 0.0973738, 0.0986418, 0.0992663, 0.0995757, 0.0997295, 0.0998061, 0.0998445, 0.0998637, 0.0998733, 0.0998783, 0.0998808, 0.0998822, 0.099883, 0.0998835, 0.0998839, 0.0998841, 0.0998844, 0.0998846, 0.0998848, 0.0998851, 0.0998853, 0.0998855, 0.0998857, 0.0998859, 0.0998861, 0.0998863, 0.0998865, 0.0998867, 0.0998869, 0.0998871, 0.0998873, 0.0998875, 0.0998878, 0.099888, 0.0998882, 0.0998884, 0.0998886, 0.0998888, 0.099889, 0.0998892, 0.0998894, 0.0998896, 0.0998898, 0.09989, 0.0998902, 0.0998904, 0.0998906, 0.0998908, 0.099891, 0.0998912, 0.0998914, 0.0998916, 0.0998918, 0.099892, 0.0998922, 0.0998924, 0.0998926, 0.0998927, 0.0998929, 0.0998931, 0.0998933, 0.0998935
0, 0.016722, 0.0353812, 0.046275, 0.0512051, 0.0525749, 0.0387114, 0.021007, 0.0105213, 0.00521855, 0.00262625, 0.0013582, 0.000733669, 0.000424322, 0.000270519, 0.000193853, 0.000155549, 0.000136349, 0.00012667, 0.000121739, 0.000119174, 0.000117789, 0.000116993, 0.00011649, 0.000116134, 0.000115851, 0.000115604, 0.000115376, 0.000115157, 0.000114943, 0.000114731, 0.000114521, 0.000114312, 0.000114104, 0.000113896, 0.000113688, 0.000113481, 0.000113275, 0.000113068, 0.000112862, 0.000112657, 0.000112452, 0.000112247, 0.000112043, 0.000111839, 0.000111635, 0.000111432, 0.000111229, 0.000111027, 0.000110825, 0.000110623, 0.000110422, 0.000110221, 0.00011002, 0.00010982, 0.00010962, 0.000109421, 0.000109222, 0.000109023, 0.000108825, 0.000108627, 0.000108429, 0.000108232, 0.000108035, 0.000107839, 0.000107642, 0.000107447, 0.000107251, 0.000107056, 0.000106861, 0.000106667, 0.000106473
0.7, 0.525088, 0.666629, 0.692733, 0.696238, 0.696493, 0.695943, 0.694894, 0.693888, 0.693358, 0.693401, 0.693838, 0.694475, 0.69518, 0.695823, 0.6963, 0.696577, 0.696688, 0.696694, 0.696649, 0.696589, 0.696532, 0.696486, 0.696452, 0.696428, 0.696413, 0.696404, 0.696399, 0.696397, 0.696397, 0.696399, 0.696401, 0.696404, 0.696407, 0.696411, 0.696414, 0.696418, 0.696422, 0.696425, 0.696429, 0.696433, 0.696436, 0.69644, 0.696444, 0.696447, 0.696451, 0.696455, 0.696458, 0.696462, 0.696465, 0.696469, 0.696473, 0.696476, 0.69648, 0.696483, 0.696487, 0.69649, 0.696494, 0.696497, 0.696501, 0.696504, 0.696508, 0.696511, 0.696515, 0.696518, 0.696522, 0.696525, 0.696529, 0.696532, 0.696536, 0.696539, 0.696542
0, 0.174912, 0.0333708, 0.00726721, 0.00376153, 0.00350738, 0.00405718, 0.00510601, 0.0061116, 0.00664175, 0.00659874, 0.00616224, 0.00552471, 0.00482024, 0.00417684, 0.00369984, 0.00342288, 0.00331176, 0.00330573, 0.00335066, 0.00341087, 0.00346772, 0.00351385, 0.00354801, 0.00357163, 0.00358694, 0.0035961, 0.00360091, 0.00360272, 0.00360253, 0.00360102, 0.00359866, 0.00359576, 0.00359253, 0.0035891, 0.00358555, 0.00358193, 0.00357827, 0.0035746, 0.00357093, 0.00356726, 0.0035636, 0.00355994, 0.0035563, 0.00355266, 0.00354904, 0.00354542, 0.00354181, 0.00353821, 0.00353462, 0.00353104, 0.00352746, 0.0035239, 0.00352034, 0.00351679, 0.00351324, 0.00350971, 0.00350618, 0.00350265, 0.00349914, 0.00349563, 0.00349213, 0.00348864, 0.00348515, 0.00348167, 0.0034782, 0.00347473, 0.00347128, 0.00346782, 0.00346438, 0.00346094, 0.00345751
0.68, 0.00153226, 0.00737248, 0.0295225, 0.0652348, 0.0978764, 0.118134, 0.119675, 0.104738, 0.0856315, 0.0734341, 0.0704534, 0.0746034, 0.0842271, 0.0984441, 0.116065, 0.135182, 0.153683, 0.169972, 0.183288, 0.193583, 0.201236, 0.206784, 0.210757, 0.213605, 0.215677, 0.217229, 0.218439, 0.219431, 0.220285, 0.221056, 0.221778, 0.222471, 0.22315, 0.223823, 0.224493, 0.225165, 0.225839, 0.226516, 0.227196, 0.22788, 0.228567, 0.229258, 0.229951, 0.230649, 0.231349, 0.232052, 0.232758, 0.233467, 0.234179, 0.234893, 0.235611, 0.236331, 0.237054, 0.23778, 0.238509, 0.239241, 0.239975, 0.240713, 0.241453, 0.242196, 0.242942, 0.243691, 0.244443, 0.245198, 0.245956, 0.246717, 0.247481, 0.248248, 0.249018, 0.249791, 0.250567
0, 0.678468, 0.672628, 0.650477, 0.614765, 0.582124, 0.561866, 0.560325, 0.575262, 0.594368, 0.606566, 0.609547, 0.605397, 0.595773, 0.581556, 0.563935, 0.544818, 0.526317, 0.510028, 0.496712, 0.486417, 0.478764, 0.473216, 0.469243, 0.466395, 0.464323, 0.462771, 0.461561, 0.460569, 0.459715, 0.458944, 0.458222, 0.457529, 0.45685, 0.456177, 0.455507, 0.454835, 0.454161, 0.453484, 0.452804, 0.45212, 0.451433, 0.450742, 0.450049, 0.449351, 0.448651, 0.447948, 0.447242, 0.446533, 0.445821, 0.445107, 0.444389, 0.443669, 0.442946, 0.44222, 0.441491, 0.440759, 0.440025, 0.439287, 0.438547, 0.437804, 0.437058, 0.436309, 0.435557, 0.434802, 0.434044, 0.433283, 0.432519, 0.431752, 0.430982, 0.430209, 0.429433
0.26, 0.154061, 0.0783781, 0.0608617, 0.0650083, 0.0770711, 0.0885312, 0.0946426, 0.0937002, 0.0879383, 0.0816415, 0.0777838, 0.0770569, 0.0791066, 0.0834734, 0.0896671, 0.0969869, 0.104558, 0.111581, 0.117551, 0.122296, 0.125886, 0.128513, 0.130397, 0.131739, 0.1327, 0.1334, 0.133928, 0.134342, 0.134685, 0.134982, 0.135253, 0.135507, 0.135752, 0.135992, 0.136229, 0.136467, 0.136704, 0.136942, 0.137181, 0.137421, 0.137662, 0.137904, 0.138146, 0.13839, 0.138635, 0.13888, 0.139126, 0.139373, 0.139621, 0.13987, 0.140119, 0.140369, 0.14062, 0.140872, 0.141124, 0.141377, 0.141631, 0.141886, 0.142141, 0.142397, 0.142654, 0.142912, 0.14317, 0.143429, 0.143689, 0.14395, 0.144211, 0.144474, 0.144737, 0.145, 0.145265
0, 0.105939, 0.181622, 0.199138, 0.194992, 0.182929, 0.171469, 0.165357, 0.1663, 0.172062, 0.178359, 0.182216, 0.182943, 0.180893, 0.176527, 0.170333, 0.163013, 0.155442, 0.148419, 0.142449, 0.137704, 0.134114, 0.131487, 0.129603, 0.128261, 0.1273, 0.1266, 0.126072, 0.125658, 0.125315, 0.125018, 0.124747, 0.124493, 0.124248, 0.124008, 0.123771, 0.123533, 0.123296, 0.123058, 0.122819, 0.122579, 0.122338, 0.122096, 0.121854, 0.12161, 0.121365, 0.12112, 0.120874, 0.120627, 0.120379, 0.12013, 0.119881, 0.119631, 0.11938, 0.119128, 0.118876, 0.118623, 0.118369, 0.118114, 0.117859, 0.117603, 0.117346, 0.117088, 0.11683, 0.116571, 0.116311, 0.11605, 0.115789, 0.115526, 0.115263, 0.115, 0.114735
1.2873, 1.2873, 1.28728, 1.28727, 1.28727, 1.28727, 1.28728, 1.28728, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 4.26094e-06, 1.90238e-05, 2.78086e-05, 3.05037e-05, 2.97651e-05, 2.35041e-05, 1.59885e-05, 1.08744e-05, 7.68905e-06, 5.64226e-06, 4.24741e-06, 3.26728e-06, 2.5764e-06, 2.09011e-06, 1.74547e-06, 1.49768e-06, 1.3171e-06, 1.18481e-06, 1.08835e-06, 1.01884e-06, 9.69452e-07, 9.34817e-07, 9.1076e-07, 8.94125e-07, 8.82597e-07, 8.74527e-07, 8.68762e-07, 8.64515e-07, 8.61253e-07, 8.58623e-07, 8.56392e-07, 8.5441e-07, 8.52579e-07, 8.50839e-07, 8.49151e-07, 8.4749e-07, 8.45843e-07, 8.44201e-07, 8.42558e-07, 8.40912e-07, 8.39262e-07, 8.37606e-07, 8.35944e-07, 8.34277e-07, 8.32604e-07, 8.30925e-07, 8.2924e-07, 8.2755e-07, 8.25855e-07, 8.24155e-07, 8.22449e-07, 8.20738e-07, 8.19022e-07, 8.17301e-07, 8.15575e-07, 8.13844e-07, 8.12107e-07, 8.10366e-07, 8.08619e-07, 8.06867e-07, 8.0511e-07, 8.03348e-07, 8.01581e-07, 7.99808e-07, 7.98031e-07, 7.96247e-07, 7.94459e-07, 7.92665e-07, 7.90866e-07, 7.89062e-07, 7.87252e-07
