0.1, 0.0983166, 0.0964479, 0.0953337, 0.0947436, 0.0944425, 0.0942908, 0.0942149, 0.0941769, 0.094158, 0.0941485, 0.0941438, 0.0941414, 0.0941402, 0.0941397, 0.0941394, 0.0941392, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0941391, 0.0952863, 0.0973329, 0.0986212, 0.0993055, 0.0996527, 0.0998267, 0.0999135, 0.0999569, 0.0999785, 0.0999893, 0.0999946, 0.0999973, 0.0999987, 0.0999993, 0.0999997, 0.0999998, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.00168339, 0.00355207, 0.00466634, 0.00525639, 0.00555752, 0.00570916, 0.00578511, 0.00582308, 0.00584204, 0.0058515, 0.00585622, 0.00585858, 0.00585975, 0.00586034, 0.00586063, 0.00586078, 0.00586085, 0.00586089, 0.00586091, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00586092, 0.00471369, 0.00266709, 0.00137877, 0.000694542, 0.000347288, 0.000173322, 8.64704e-05, 4.31411e-05, 2.15253e-05, 1.07408e-05, 5.35967e-06, 2.67454e-06, 1.33465e-06, 6.66017e-07, 3.32358e-07, 1.65854e-07, 8.27654e-08, 4.13019e-08, 2.06107e-08, 1.02852e-08, 5.1326e-09, 2.56144e-09, 1.27828e-09, 6.37507e-10, 3.17351e-10, 1.58058e-10, 7.88788e-11
0.7, 0.664467, 0.646273, 0.682812, 0.69183, 0.693593, 0.693745, 0.693526, 0.69331, 0.693202, 0.693184, 0.693204, 0.693225, 0.693236, 0.693239, 0.693237, 0.693235, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693234, 0.693069, 0.692218, 0.691264, 0.691009, 0.691981, 0.693989, 0.696169, 0.697828, 0.69885, 0.699412, 0.699704, 0.699852, 0.699926, 0.699963, 0.699982, 0.699991, 0.699995, 0.699998, 0.699999, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.0355328, 0.0537267, 0.0171881, 0.00817023, 0.00640728, 0.00625527, 0.00647423, 0.00669045, 0.00679789, 0.00681561, 0.00679593, 0.00677464, 0.00676361, 0.00676127, 0.00676279, 0.00676471, 0.00676579, 0.00676607, 0.00676595, 0.00676578, 0.00676567, 0.00676564, 0.00676565, 0.00676566, 0.00676567, 0.00676568, 0.00676568, 0.00676567, 0.00676567, 0.00676567, 0.00693063, 0.00778243, 0.00873616, 0.00899113, 0.00801869, 0.00601108, 0.00383114, 0.00217205, 0.00114981, 0.000588024, 0.000296139, 0.000148233, 7.40384e-05, 3.6955e-05, 1.84421e-05, 9.20301e-06, 4.59249e-06, 2.29175e-06, 1.14364e-06, 5.70703e-07, 2.84795e-07, 1.42128e-07, 7.09286e-08, 3.53737e-08, 1.7609e-08, 8.77026e-09, 4.37679e-09
0.68, 0.415307, 0.00495932, 0.0146148, 0.0328571, 0.0505827, 0.0613443, 0.0650118, 0.064544, 0.0629833, 0.0618942, 0.0615141, 0.0615466, 0.0616905, 0.0617968, 0.0618383, 0.0618391, 0.061827, 0.0618171, 0.061813, 0.0618127, 0.0618137, 0.0618146, 0.0618151, 0.0618151, 0.061815, 0.061815, 0.0618149, 0.0618149, 0.0618149, 0.0618149, 0.0614295, 0.0567237, 0.0482878, 0.0426165, 0.0438229, 0.0541686, 0.0769307, 0.115294, 0.169454, 0.236222, 0.311357, 0.39143, 0.474226, 0.558459, 0.643385, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.264693, 0.675041, 0.665385, 0.647143, 0.629417, 0.618656, 0.614988, 0.615456, 0.617017, 0.618106, 0.618486, 0.618453, 0.61831, 0.618203, 0.618162, 0.618161, 0.618173, 0.618183, 0.618187, 0.618187, 0.618186, 0.618185, 0.618185, 0.618185, 0.618185, 0.618185, 0.618185, 0.618185, 0.618185, 0.618185, 0.61857, 0.623276, 0.631712, 0.637384, 0.636177, 0.625831, 0.603069, 0.564706, 0.510546, 0.443778, 0.368643, 0.28857, 0.205774, 0.121541, 0.0366148, 3.22013e-07, 1.60427e-07, 7.99908e-08, 3.99009e-08, 1.99074e-08, 9.9333e-09, 4.957e-09, 2.47371e-09, 1.23368e-09, 6.14121e-10, 3.05865e-10, 1.52641e-10
0.26, 0.240213, 0.110511, 0.0679002, 0.0594362, 0.0625183, 0.0677813, 0.0714017, 0.0728129, 0.0728499, 0.0724528, 0.0721306, 0.0719984, 0.0719931, 0.0720304, 0.0720624, 0.0720768, 0.0720786, 0.0720757, 0.0720728, 0.0720714, 0.0720712, 0.0720714, 0.0720717, 0.0720719, 0.0720719, 0.0720719, 0.0720718, 0.0720718, 0.0720718, 0.0720718, 0.0720431, 0.0712382, 0.06873, 0.0657032, 0.0641916, 0.0656891, 0.0715193, 0.0830266, 0.100725, 0.123487, 0.148994, 0.174919, 0.199718, 0.222689, 0.243677, 0.258054, 0.259837, 0.259986, 0.259999, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.0197873, 0.149489, 0.1921, 0.200564, 0.197482, 0.192219, 0.188598, 0.187187, 0.18715, 0.187547, 0.187869, 0.188002, 0.188007, 0.18797, 0.187938, 0.187923, 0.187921, 0.187924, 0.187927, 0.187929, 0.187929, 0.187929, 0.187928, 0.187928, 0.187928, 0.187928, 0.187928, 0.187928, 0.187928, 0.187928, 0.187957, 0.188762, 0.19127, 0.194297, 0.195808, 0.194311, 0.188481, 0.176973, 0.159275, 0.136513, 0.111006, 0.0850808, 0.0602822, 0.0373112, 0.0163226, 0.00194632, 0.000163247, 1.36541e-05, 1.14978e-06, 1.00902e-07, 1.08989e-08, 2.48432e-09, 8.25188e-10, 3.90267e-10, 1.77493e-10, 8.96313e-11, 4.32701e-11
1.2873, 1.2873, 1.2873, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.2104e-07, 3.06081e-06, 6.2914e-06, 7.81379e-06, 8.27259e-06, 8.27181e-06, 8.16105e-06, 8.08447e-06, 8.06438e-06, 8.07611e-06, 8.0938e-06, 8.10534e-06, 8.10965e-06, 8.1098e-06, 8.10871e-06, 8.10786e-06, 8.10754e-06, 8.10756e-06, 8.10768e-06, 8.10777e-06, 8.10782e-06, 8.10782e-06, 8.10781e-06, 8.1078e-06, 8.1078e-06, 8.1078e-06, 8.1078e-06, 8.1078e-06, 8.1078e-06, 8.1078e-06, 7.12084e-06, 5.05488e-06, 3.42211e-06, 2.29729e-06, 1.53402e-06, 1.01345e-06, 6.58158e-07, 4.16837e-07, 2.55116e-07, 1.497e-07, 8.3789e-08, 4.45361e-08, 2.2274e-08, 1.02273e-08, 4.01872e-09, 1.09175e-09, 2.22348e-10, 4.21393e-11, 7.82955e-12, 1.4465e-12, 2.66982e-13, 5.05607e-14, 9.45579e-15, 1.8841e-15, 2.18731e-16, 2.36642e-17, -1.69737e-17
