0.1, 0.0998313, 0.0996441, 0.0995333, 0.0994754, 0.0994466, 0.0995871, 0.0997579, 0.0998597, 0.099913, 0.09994, 0.0999535, 0.0999602, 0.0999635, 0.0999652, 0.0999661, 0.0999665, 0.0999668, 0.0999669, 0.099967, 0.0999671, 0.0999672, 0.0999672, 0.0999673, 0.0999674, 0.0999674, 0.0999675, 0.0999675, 0.0999676, 0.0999677, 0.0999677, 0.0999678, 0.0999678, 0.0999679, 0.099968, 0.099968, 0.0999681, 0.0999681, 0.0999682, 0.0999682, 0.0999683, 0.0999684, 0.0999684, 0.0999685, 0.0999685, 0.0999686, 0.0999686, 0.0999687, 0.0999687
0, 0.000168743, 0.000355876, 0.000466721, 0.000524633, 0.000553352, 0.000412944, 0.000242091, 0.000140331, 8.69738e-05, 6.00038e-05, 4.65277e-05, 3.98133e-05, 3.64627e-05, 3.47797e-05, 3.39216e-05, 3.34706e-05, 3.32201e-05, 3.3068e-05, 3.2964e-05, 3.28835e-05, 3.28144e-05, 3.27508e-05, 3.26899e-05, 3.26303e-05, 3.25713e-05, 3.25127e-05, 3.24543e-05, 3.23961e-05, 3.2338e-05, 3.22799e-05, 3.2222e-05, 3.21642e-05, 3.21065e-05, 3.20489e-05, 3.19913e-05, 3.19339e-05, 3.18766e-05, 3.18194e-05, 3.17623e-05, 3.17053e-05, 3.16484e-05, 3.15916e-05, 3.1535e-05, 3.14784e-05, 3.14219e-05, 3.13655e-05, 3.13092e-05, 3.1253e-05
0.7, 0.696471, 0.689077, 0.684369, 0.687591, 0.692917, 0.695365, 0.696602, 0.697414, 0.698001, 0.698394, 0.698623, 0.698734, 0.698774, 0.698777, 0.698766, 0.698751, 0.698738, 0.69873, 0.698725, 0.698724, 0.698726, 0.698729, 0.698731, 0.698733, 0.698736, 0.698738, 0.69874, 0.698742, 0.698745, 0.698747, 0.698749, 0.698751, 0.698754, 0.698756, 0.698758, 0.69876, 0.698763, 0.698765, 0.698767, 0.698769, 0.698771, 0.698774, 0.698776, 0.698778, 0.69878, 0.698782, 0.698785, 0.698787
0, 0.00352904, 0.0109225, 0.015631, 0.0124087, 0.00708302, 0.00463514, 0.00339807, 0.00258645, 0.00199936, 0.00160585, 0.00137701, 0.00126593, 0.00122604, 0.00122264, 0.00123414, 0.00124894, 0.00126171, 0.00127048, 0.001275, 0.00127572, 0.00127386, 0.00127143, 0.00126903, 0.0012667, 0.00126439, 0.00126211, 0.00125984, 0.00125758, 0.00125532, 0.00125306, 0.00125081, 0.00124856, 0.00124632, 0.00124408, 0.00124185, 0.00123961, 0.00123739, 0.00123516, 0.00123294, 0.00123073, 0.00122852, 0.00122631, 0.00122411, 0.00122191, 0.00121971, 0.00121752, 0.00121534, 0.00121315
0.68, 0.677437, 0.54471, 0.253334, 0.0604345, 0.045744, 0.0656143, 0.0934537, 0.127168, 0.167211, 0.21313, 0.263207, 0.315359, 0.367922, 0.419887, 0.470805, 0.520589, 0.569333, 0.617198, 0.664266, 0.679919, 0.679919, 0.679919, 0.679919, 0.67992, 0.67992, 0.67992, 0.67992, 0.679921, 0.679921, 0.679921, 0.679921, 0.679922, 0.679922, 0.679922, 0.679923, 0.679923, 0.679923, 0.679923, 0.679923, 0.679924, 0.679924, 0.679924, 0.679924, 0.679925, 0.679925, 0.679925, 0.679925, 0.679926
0, 0.00256319, 0.13529, 0.426666, 0.619566, 0.634256, 0.614386, 0.586546, 0.552832, 0.512789, 0.46687, 0.416793, 0.364641, 0.312078, 0.260113, 0.209195, 0.159411, 0.110667, 0.062802, 0.0157341, 8.13644e-05, 8.11475e-05, 8.08651e-05, 8.05874e-05, 8.03175e-05, 8.00525e-05, 7.97903e-05, 7.95302e-05, 7.92716e-05, 7.90143e-05, 7.87582e-05, 7.85034e-05, 7.82498e-05, 7.79973e-05, 7.7746e-05, 7.74958e-05, 7.72469e-05, 7.6999e-05, 7.67523e-05, 7.65068e-05, 7.62624e-05, 7.60191e-05, 7.57769e-05, 7.55358e-05, 7.52959e-05, 7.5057e-05, 7.48192e-05, 7.45825e-05, 7.43469e-05
0.26, 0.259896, 0.244985, 0.190079, 0.118036, 0.0808031, 0.0731913, 0.0784745, 0.089495, 0.103741, 0.120169, 0.137831, 0.155702, 0.172939, 0.189057, 0.203898, 0.217512, 0.230034, 0.241617, 0.252393, 0.259178, 0.259916, 0.259977, 0.259983, 0.259983, 0.259983, 0.259983, 0.259983, 0.259983, 0.259983, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984, 0.259984
0, 0.000103673, 0.0150149, 0.069921, 0.141964, 0.179197, 0.186809, 0.181525, 0.170505, 0.156259, 0.139831, 0.122169, 0.104298, 0.0870608, 0.0709434, 0.0561018, 0.0424883, 0.0299664, 0.018383, 0.00760727, 0.000822269, 8.43172e-05, 2.25194e-05, 1.73041e-05, 1.68165e-05, 1.67249e-05, 1.66673e-05, 1.66123e-05, 1.65582e-05, 1.65043e-05, 1.64508e-05, 1.63975e-05, 1.63445e-05, 1.62918e-05, 1.62392e-05, 1.61869e-05, 1.61349e-05, 1.60831e-05, 1.60315e-05, 1.59802e-05, 1.59291e-05, 1.58783e-05, 1.58277e-05, 1.57773e-05, 1.57271e-05, 1.56772e-05, 1.56275e-05, 1.5578e-05, 1.55288e-05
1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.11622e-10, 8.6626e-08, 6.49091e-07, 1.746e-06, 2.69508e-06, 2.76303e-06, 2.34335e-06, 1.91335e-06, 1.56351e-06, 1.28684e-06, 1.06258e-06, 8.75407e-07, 7.16145e-07, 5.78983e-07, 4.59573e-07, 3.54319e-07, 2.60244e-07, 1.74989e-07, 9.67766e-08, 3.16096e-08, 7.11223e-09, 1.50484e-09, 3.79919e-10, 1.64661e-10, 1.24035e-10, 1.16273e-10, 1.1448e-10, 1.1378e-10, 1.13331e-10, 1.12953e-10, 1.12578e-10, 1.1222e-10, 1.11856e-10, 1.11487e-10, 1.11129e-10, 1.1077e-10, 1.10414e-10, 1.10061e-10, 1.09709e-10, 1.09357e-10, 1.09006e-10, 1.08659e-10, 1.08312e-10, 1.07968e-10, 1.07625e-10, 1.07283e-10, 1.06943e-10, 1.06605e-10
