0.1, 0.0983238, 0.0965184, 0.0955297, 0.0951001, 0.0949724, 0.0963407, 0.0979475, 0.0989007, 0.0993995, 0.0996515, 0.0997775, 0.0998404, 0.0998718, 0.0998875, 0.0998954, 0.0998994, 0.0999015, 0.0999026, 0.0999032, 0.0999036, 0.0999039, 0.0999041, 0.0999043, 0.0999045, 0.0999047, 0.0999049, 0.0999051, 0.0999052, 0.0999054, 0.0999056, 0.0999057, 0.0999059, 0.0999061, 0.0999063, 0.0999064, 0.0999066, 0.0999068, 0.0999069, 0.0999071, 0.0999073, 0.0999074, 0.0999076, 0.0999078, 0.0999079, 0.0999081, 0.0999083, 0.0999084, 0.0999086, 0.0999088, 0.0999089, 0.0999091, 0.0999093, 0.0999094, 0.0999096, 0.0999098, 0.0999099, 0.0999101, 0.0999103, 0.0999104, 0.0999106, 0.0999107, 0.0999109, 0.0999111, 0.0999112, 0.0999114, 0.0999116, 0.0999117
0, 0.00167623, 0.00348159, 0.0044703, 0.00489987, 0.00502757, 0.00365928, 0.00205248, 0.00109926, 0.000600519, 0.000348538, 0.000222506, 0.000159619, 0.00012823, 0.000112526, 0.000104631, 0.000100621, 9.85417e-05, 9.74229e-05, 9.67809e-05, 9.63754e-05, 9.60872e-05, 9.58571e-05, 9.56559e-05, 9.5469e-05, 9.52893e-05, 9.51133e-05, 9.49392e-05, 9.47662e-05, 9.45939e-05, 9.44221e-05, 9.42507e-05, 9.40797e-05, 9.3909e-05, 9.37386e-05, 9.35685e-05, 9.33987e-05, 9.32293e-05, 9.30602e-05, 9.28914e-05, 9.27228e-05, 9.25546e-05, 9.23868e-05, 9.22192e-05, 9.20519e-05, 9.18849e-05, 9.17183e-05, 9.15519e-05, 9.13859e-05, 9.12202e-05, 9.10547e-05, 9.08896e-05, 9.07248e-05, 9.05603e-05, 9.03961e-05, 9.02322e-05, 9.00685e-05, 8.99052e-05, 8.97422e-05, 8.95795e-05, 8.94171e-05, 8.9255e-05, 8.90932e-05, 8.89317e-05, 8.87705e-05, 8.86096e-05, 8.84489e-05, 8.82886e-05
0.7, 0.664573, 0.654677, 0.687027, 0.693977, 0.695155, 0.695027, 0.694543, 0.694351, 0.694715, 0.695435, 0.696165, 0.696698, 0.697, 0.697122, 0.697135, 0.697095, 0.697037, 0.696979, 0.696929, 0.696888, 0.696857, 0.696833, 0.696816, 0.696803, 0.696793, 0.696787, 0.696782, 0.696779, 0.696777, 0.696776, 0.696775, 0.696776, 0.696776, 0.696778, 0.696779, 0.696781, 0.696783, 0.696785, 0.696787, 0.69679, 0.696792, 0.696795, 0.696798, 0.6968, 0.696803, 0.696806, 0.696809, 0.696812, 0.696814, 0.696817, 0.69682, 0.696823, 0.696826, 0.696829, 0.696832, 0.696835, 0.696838, 0.696841, 0.696844, 0.696847, 0.69685, 0.696852, 0.696855, 0.696858, 0.696861, 0.696864, 0.696867
0, 0.0354272, 0.0453234, 0.0129725, 0.00602282, 0.00484514, 0.00497308, 0.00545669, 0.00564883, 0.00528505, 0.00456486, 0.00383522, 0.00330182, 0.00299999, 0.00287761, 0.00286466, 0.002905, 0.00296333, 0.00302131, 0.00307137, 0.00311168, 0.00314289, 0.00316652, 0.00318416, 0.00319718, 0.00320668, 0.0032135, 0.00321826, 0.00322145, 0.00322342, 0.00322443, 0.00322468, 0.00322434, 0.00322352, 0.00322231, 0.00322078, 0.00321901, 0.00321702, 0.00321486, 0.00321256, 0.00321015, 0.00320764, 0.00320505, 0.00320239, 0.00319969, 0.00319693, 0.00319414, 0.00319132, 0.00318847, 0.0031856, 0.00318272, 0.00317982, 0.00317691, 0.00317399, 0.00317106, 0.00316813, 0.00316519, 0.00316225, 0.0031593, 0.00315635, 0.0031534, 0.00315045, 0.0031475, 0.00314455, 0.0031416, 0.00313865, 0.0031357, 0.00313275
0.68, 0.415699, 0.00579836, 0.0186253, 0.0428366, 0.0672234, 0.0831427, 0.0879754, 0.0863856, 0.0868078, 0.0942913, 0.109341, 0.130048, 0.153607, 0.177299, 0.199165, 0.218197, 0.234155, 0.247261, 0.257931, 0.26662, 0.273736, 0.27962, 0.284542, 0.28871, 0.292287, 0.295395, 0.298132, 0.30057, 0.302768, 0.304772, 0.306618, 0.308336, 0.309948, 0.311475, 0.312931, 0.31433, 0.315681, 0.316994, 0.318276, 0.319532, 0.320768, 0.321988, 0.323195, 0.324393, 0.325583, 0.326768, 0.327949, 0.329128, 0.330306, 0.331485, 0.332665, 0.333847, 0.335031, 0.336219, 0.33741, 0.338606, 0.339805, 0.34101, 0.34222, 0.343435, 0.344656, 0.345883, 0.347116, 0.348355, 0.3496, 0.350852, 0.35211
0, 0.264301, 0.674202, 0.661375, 0.637163, 0.612777, 0.596857, 0.592025, 0.593614, 0.593192, 0.585709, 0.570659, 0.549952, 0.526393, 0.502701, 0.480835, 0.461803, 0.445845, 0.432739, 0.422069, 0.41338, 0.406264, 0.40038, 0.395458, 0.39129, 0.387713, 0.384605, 0.381868, 0.37943, 0.377232, 0.375228, 0.373382, 0.371664, 0.370052, 0.368525, 0.367069, 0.36567, 0.364319, 0.363006, 0.361724, 0.360468, 0.359232, 0.358012, 0.356805, 0.355607, 0.354417, 0.353232, 0.352051, 0.350872, 0.349694, 0.348515, 0.347335, 0.346153, 0.344969, 0.343781, 0.34259, 0.341394, 0.340195, 0.33899, 0.33778, 0.336565, 0.335344, 0.334117, 0.332884, 0.331645, 0.3304, 0.329148, 0.32789
0.26, 0.240231, 0.110772, 0.0687267, 0.0619965, 0.0676618, 0.0755117, 0.0807231, 0.0823891, 0.0825862, 0.0839827, 0.0880153, 0.0947222, 0.103259, 0.112461, 0.121303, 0.129144, 0.135737, 0.141109, 0.145419, 0.148865, 0.151634, 0.153879, 0.155722, 0.157255, 0.15855, 0.159659, 0.160622, 0.161469, 0.162223, 0.162904, 0.163525, 0.164097, 0.16463, 0.165131, 0.165606, 0.166058, 0.166493, 0.166914, 0.167322, 0.167721, 0.168112, 0.168496, 0.168875, 0.16925, 0.169621, 0.16999, 0.170357, 0.170723, 0.171087, 0.171451, 0.171814, 0.172178, 0.172541, 0.172905, 0.17327, 0.173635, 0.174001, 0.174368, 0.174735, 0.175104, 0.175474, 0.175845, 0.176217, 0.176591, 0.176966, 0.177342, 0.17772
0, 0.0197685, 0.149228, 0.191273, 0.198003, 0.192338, 0.184488, 0.179277, 0.177611, 0.177414, 0.176017, 0.171985, 0.165278, 0.156741, 0.147539, 0.138697, 0.130856, 0.124263, 0.118891, 0.114581, 0.111135, 0.108366, 0.106121, 0.104278, 0.102745, 0.10145, 0.100341, 0.0993784, 0.0985315, 0.0977767, 0.097096, 0.0964751, 0.0959026, 0.0953695, 0.0948688, 0.0943944, 0.0939417, 0.0935067, 0.0930863, 0.0926778, 0.0922791, 0.0918884, 0.0915041, 0.0911251, 0.0907503, 0.0903788, 0.0900098, 0.0896429, 0.0892774, 0.0889129, 0.088549, 0.0881855, 0.0878221, 0.0874585, 0.0870946, 0.0867302, 0.0863651, 0.0859992, 0.0856325, 0.0852648, 0.084896, 0.0845262, 0.0841551, 0.0837828, 0.0834092, 0.0830343, 0.0826581, 0.0822804
1.2873, 1.2873, 1.2873, 1.28729, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.50957e-07, 3.60695e-06, 7.19965e-06, 8.69359e-06, 8.92346e-06, 7.37141e-06, 5.34815e-06, 3.91078e-06, 2.98049e-06, 2.36844e-06, 1.94579e-06, 1.64015e-06, 1.4116e-06, 1.23738e-06, 1.10378e-06, 1.00165e-06, 9.24066e-07, 8.65393e-07, 8.21021e-07, 7.87285e-07, 7.61372e-07, 7.4119e-07, 7.25213e-07, 7.12339e-07, 7.01777e-07, 6.92956e-07, 6.85461e-07, 6.78987e-07, 6.73309e-07, 6.68257e-07, 6.63701e-07, 6.59543e-07, 6.55704e-07, 6.52125e-07, 6.48755e-07, 6.45557e-07, 6.42499e-07, 6.39555e-07, 6.36705e-07, 6.33931e-07, 6.3122e-07, 6.2856e-07, 6.2594e-07, 6.23354e-07, 6.20795e-07, 6.18256e-07, 6.15733e-07, 6.13222e-07, 6.10721e-07, 6.08225e-07, 6.05732e-07, 6.03242e-07, 6.00751e-07, 5.98259e-07, 5.95763e-07, 5.93264e-07, 5.90761e-07, 5.88251e-07, 5.85735e-07, 5.83213e-07, 5.80683e-07, 5.78145e-07, 5.75599e-07, 5.73045e-07, 5.70481e-07, 5.67908e-07, 5.65326e-07
