0.1, 3.52969e-06, 2.08982e-06, 1.73929e-06, 1.60635e-06, 1.54794e-06, 3.60114e-06, 1.21308e-05, 0.00244923, 0.0357591, 0.0668951, 0.0840956, 0.092382, 0.0963021, 0.0981836, 0.0991011, 0.0995534, 0.0997776, 0.0998891, 0.0999447, 0.0999724, 0.0999862, 0.0999931, 0.0999966, 0.0999983, 0.0999991, 0.0999996, 0.0999998, 0.0999999, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.0999965, 0.0999979, 0.0999983, 0.0999984, 0.0999985, 0.0999964, 0.0999879, 0.0975508, 0.0642409, 0.0331049, 0.0159044, 0.00761796, 0.00369793, 0.00181643, 0.000898861, 0.000446624, 0.000222391, 0.000110857, 5.52904e-05, 2.75837e-05, 1.37631e-05, 6.86765e-06, 3.42701e-06, 1.71013e-06, 8.53392e-07, 4.25862e-07, 2.12515e-07, 1.0605e-07, 5.29216e-08, 2.64092e-08, 1.31788e-08, 6.57657e-09, 3.2819e-09, 1.6383e-09, 8.17718e-10, 4.08152e-10, 2.03766e-10, 1.0196e-10, 5.15946e-11, 2.74746e-11, 1.37292e-11, 6.99054e-12, 3.51202e-12, 1.75388e-12, 8.8038e-13, 4.39651e-13, 2.42062e-13
0.7, 0.437078, 0.665297, 0.695986, 0.699283, 0.699596, 0.69941, 0.698324, 0.69427, 0.68758, 0.687724, 0.691148, 0.692637, 0.692516, 0.69171, 0.691106, 0.691533, 0.693208, 0.695427, 0.697313, 0.698549, 0.699251, 0.699621, 0.69981, 0.699905, 0.699953, 0.699976, 0.699988, 0.699994, 0.699997, 0.699999, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.262922, 0.0347029, 0.00401354, 0.000716564, 0.000403609, 0.000589947, 0.00167633, 0.00572983, 0.0124197, 0.0122759, 0.00885198, 0.00736344, 0.00748367, 0.00828983, 0.00889439, 0.00846657, 0.00679171, 0.0045732, 0.00268713, 0.00145054, 0.000748793, 0.000378611, 0.000189803, 9.48496e-05, 4.73498e-05, 2.36304e-05, 1.17922e-05, 5.88454e-06, 2.93651e-06, 1.46539e-06, 7.31262e-07, 3.64918e-07, 1.82105e-07, 9.09054e-08, 4.53731e-08, 2.26473e-08, 1.13065e-08, 5.65751e-09, 2.86286e-09, 1.5245e-09, 7.618e-10, 3.87888e-10, 1.94873e-10, 9.73184e-11, 4.88501e-11, 2.43952e-11, 1.34314e-11
0.68, 0.00101091, 0.00693349, 0.0373921, 0.101679, 0.177905, 0.253044, 0.312961, 0.311645, 0.172913, 0.0487918, 0.0376087, 0.0465691, 0.0518587, 0.0495979, 0.044377, 0.0429641, 0.0495023, 0.0672674, 0.0997901, 0.148527, 0.211282, 0.283888, 0.362513, 0.444525, 0.528351, 0.613099, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.678989, 0.673067, 0.642608, 0.578321, 0.502095, 0.426956, 0.367039, 0.368355, 0.507087, 0.631208, 0.642391, 0.633431, 0.628141, 0.630402, 0.635623, 0.637036, 0.630498, 0.612733, 0.58021, 0.531473, 0.468718, 0.396112, 0.317487, 0.235475, 0.151649, 0.0669006, 4.12991e-07, 2.05656e-07, 1.02519e-07, 5.11324e-08, 2.55096e-08, 1.27282e-08, 6.35135e-09, 3.17045e-09, 1.58242e-09, 7.89835e-10, 3.94317e-10, 1.97307e-10, 9.98438e-11, 5.31666e-11, 2.6568e-11, 1.35277e-11, 6.79624e-12, 3.394e-12, 1.70366e-12, 8.50786e-13, 4.68422e-13
0.26, 0.123852, 0.0698833, 0.0590928, 0.0716256, 0.0975757, 0.126855, 0.152509, 0.165256, 0.145457, 0.0995703, 0.073237, 0.0666147, 0.0668389, 0.067126, 0.0657997, 0.0643258, 0.0647966, 0.0689237, 0.0782549, 0.0937675, 0.114944, 0.139759, 0.165757, 0.191076, 0.214736, 0.236427, 0.255319, 0.259605, 0.259967, 0.259997, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.136148, 0.190117, 0.200907, 0.188374, 0.162424, 0.133145, 0.107491, 0.0947442, 0.114543, 0.16043, 0.186763, 0.193385, 0.193161, 0.192874, 0.1942, 0.195674, 0.195203, 0.191076, 0.181745, 0.166233, 0.145056, 0.120241, 0.0942425, 0.0689244, 0.0452644, 0.0235725, 0.00468101, 0.000394973, 3.3031e-05, 2.7706e-06, 2.37648e-07, 2.29609e-08, 3.51645e-09, 1.69788e-09, 7.07092e-10, 3.30698e-10, 1.1792e-10, 5.67329e-11, 3.03938e-11, 1.72626e-11, 7.88724e-12, 4.30442e-12, 2.00524e-12, 9.84172e-13, 4.94993e-13, 2.23925e-13, 9.64956e-14
1.2873, 1.28727, 1.28722, 1.28719, 1.28718, 1.28719, 1.28722, 1.28725, 1.28727, 1.28728, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.62275e-05, 7.86634e-05, 0.000108775, 0.00011694, 0.000109573, 7.93117e-05, 4.66844e-05, 2.65051e-05, 1.7397e-05, 1.4624e-05, 1.21526e-05, 8.94357e-06, 6.10845e-06, 4.05678e-06, 2.68609e-06, 1.78248e-06, 1.17844e-06, 7.69646e-07, 4.92187e-07, 3.0524e-07, 1.8196e-07, 1.03625e-07, 5.61408e-08, 2.87426e-08, 1.36678e-08, 5.757e-09, 1.83424e-09, 3.97306e-10, 7.64895e-11, 1.42756e-11, 2.64078e-12, 4.87315e-13, 9.01279e-14, 1.97115e-14, 4.5396e-15, 1.27665e-15, 1.93933e-16, 4.4256e-17, 6.5725e-18, 1.26747e-18, 2.56397e-19, 1.89341e-20, 3.98691e-21, 1.06815e-21, 2.56514e-22, -7.53091e-23, -1.65952e-22
