0.1, 0.0983166, 0.0964479, 0.0953337, 0.0947436, 0.0944425, 0.0959527, 0.0977742, 0.0988583, 0.0994261, 0.0997132, 0.0998569, 0.0999286, 0.0999644, 0.0999822, 0.0999911, 0.0999956, 0.0999978, 0.0999989, 0.0999994, 0.0999997, 0.0999999, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.00168339, 0.00355207, 0.00466634, 0.00525639, 0.00555752, 0.00404734, 0.00222584, 0.00114168, 0.00057386, 0.000286792, 0.000143119, 7.14038e-05, 3.56254e-05, 1.77758e-05, 8.86993e-06, 4.42614e-06, 2.20871e-06, 1.10219e-06, 5.50017e-07, 2.74471e-07, 1.36968e-07, 6.83502e-08, 3.41084e-08, 1.70209e-08, 8.49387e-09, 4.23867e-09, 2.1155e-09, 1.05569e-09, 5.26795e-10, 2.62806e-10, 1.311e-10
0.7, 0.664467, 0.646273, 0.682812, 0.69183, 0.693593, 0.693461, 0.692327, 0.691239, 0.691151, 0.692445, 0.694605, 0.696691, 0.698167, 0.699042, 0.699513, 0.699755, 0.699878, 0.699939, 0.699969, 0.699985, 0.699992, 0.699996, 0.699998, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.0355328, 0.0537267, 0.0171881, 0.00817023, 0.00640728, 0.00653929, 0.00767296, 0.00876099, 0.00884875, 0.00755543, 0.00539464, 0.00330939, 0.00183261, 0.000958286, 0.000487325, 0.000244859, 0.000122461, 6.11491e-05, 3.05192e-05, 1.52301e-05, 7.60012e-06, 3.79262e-06, 1.8926e-06, 9.44452e-07, 4.71304e-07, 2.35193e-07, 1.17384e-07, 5.85777e-08, 2.92305e-08, 1.45825e-08, 7.27439e-09
0.68, 0.415307, 0.00495932, 0.0146148, 0.0328571, 0.0505827, 0.060502, 0.0581453, 0.048765, 0.0430157, 0.0457852, 0.0590091, 0.085806, 0.12867, 0.186715, 0.256196, 0.33298, 0.413977, 0.497267, 0.581752, 0.666734, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.264693, 0.675041, 0.665385, 0.647143, 0.629417, 0.619498, 0.621855, 0.631235, 0.636984, 0.634215, 0.620991, 0.594194, 0.55133, 0.493285, 0.423804, 0.34702, 0.266023, 0.182733, 0.0982482, 0.013266, 2.65776e-07, 1.32447e-07, 6.60494e-08, 3.29491e-08, 1.64396e-08, 8.20311e-09, 4.09397e-09, 2.04295e-09, 1.01943e-09, 5.08562e-10, 2.53673e-10
0.26, 0.240213, 0.110511, 0.0679002, 0.0594362, 0.0625183, 0.0677017, 0.0701729, 0.0686742, 0.0657735, 0.064588, 0.0669155, 0.0740964, 0.0872898, 0.106557, 0.130328, 0.156157, 0.181888, 0.206226, 0.228653, 0.249105, 0.259014, 0.259917, 0.259993, 0.259999, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.0197873, 0.149489, 0.1921, 0.200564, 0.197482, 0.192298, 0.189827, 0.191326, 0.194227, 0.195412, 0.193084, 0.185904, 0.17271, 0.153443, 0.129672, 0.103843, 0.0781117, 0.0537745, 0.0313475, 0.0108952, 0.000986087, 8.25433e-05, 6.90914e-06, 5.84914e-07, 5.28848e-08, 6.47476e-09, 2.08142e-09, 6.5593e-10, 2.96186e-10, 1.36091e-10, 6.52426e-11
1.2873, 1.2873, 1.2873, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.2104e-07, 3.06081e-06, 6.2914e-06, 7.81379e-06, 8.27259e-06, 6.74642e-06, 4.61819e-06, 3.07516e-06, 2.05218e-06, 1.36706e-06, 9.00459e-07, 5.81723e-07, 3.65455e-07, 2.21279e-07, 1.2823e-07, 7.07975e-08, 3.7055e-08, 1.81659e-08, 8.07578e-09, 2.95237e-09, 7.14818e-10, 1.41269e-10, 2.6558e-11, 4.92305e-12, 9.08956e-13, 1.67864e-13, 3.31558e-14, 6.00649e-15, 1.05942e-15, 1.51258e-16, 3.20719e-18
