0.1, 0.0998313, 0.0996441, 0.0995921, 0.0997398, 0.0998536, 0.0999168, 0.0999493, 0.0999657, 0.0999738, 0.0999778, 0.0999798, 0.0999809, 0.0999814, 0.0999816, 0.0999818, 0.0999819, 0.0999819, 0.099982, 0.099982, 0.099982, 0.0999821, 0.0999821, 0.0999821, 0.0999822, 0.0999822, 0.0999822, 0.0999823, 0.0999823, 0.0999823, 0.0999824, 0.0999824, 0.0999824, 0.0999825, 0.0999825, 0.0999825, 0.0999826, 0.0999826, 0.0999826, 0.0999826, 0.0999827, 0.0999827
0, 0.000168743, 0.000355876, 0.000407853, 0.0002602, 0.000146433, 8.31959e-05, 5.06762e-05, 3.43479e-05, 2.6213e-05, 2.21681e-05, 2.01542e-05, 1.91457e-05, 1.86341e-05, 1.83672e-05, 1.82207e-05, 1.81331e-05, 1.80742e-05, 1.80293e-05, 1.79912e-05, 1.79562e-05, 1.79229e-05, 1.78903e-05, 1.78581e-05, 1.7826e-05, 1.77941e-05, 1.77622e-05, 1.77304e-05, 1.76987e-05, 1.7667e-05, 1.76354e-05, 1.76039e-05, 1.75723e-05, 1.75409e-05, 1.75095e-05, 1.74782e-05, 1.74469e-05, 1.74156e-05, 1.73845e-05, 1.73533e-05, 1.73223e-05, 1.72913e-05
0.7, 0.696471, 0.689077, 0.684979, 0.690609, 0.69573, 0.69783, 0.698651, 0.699014, 0.699185, 0.699263, 0.699293, 0.6993, 0.699299, 0.699296, 0.699295, 0.699296, 0.699298, 0.6993, 0.699302, 0.699303, 0.699305, 0.699306, 0.699307, 0.699308, 0.69931, 0.699311, 0.699312, 0.699313, 0.699315, 0.699316, 0.699317, 0.699318, 0.699319, 0.699321, 0.699322, 0.699323, 0.699324, 0.699326, 0.699327, 0.699328, 0.699329
0, 0.00352904, 0.0109225, 0.0150208, 0.00939103, 0.00426977, 0.0021705, 0.00134931, 0.000986459, 0.00081499, 0.000737266, 0.000707321, 0.00069988, 0.000701009, 0.000703677, 0.000704887, 0.000703779, 0.000701601, 0.000699695, 0.000698109, 0.000696701, 0.000695381, 0.000694104, 0.000692847, 0.000691601, 0.00069036, 0.000689123, 0.000687889, 0.000686657, 0.000685427, 0.0006842, 0.000682974, 0.000681751, 0.00068053, 0.000679311, 0.000678094, 0.00067688, 0.000675668, 0.000674457, 0.000673249, 0.000672043, 0.00067084
0.68, 0.677437, 0.54471, 0.255497, 0.0850169, 0.0775809, 0.114486, 0.166985, 0.226962, 0.290728, 0.356203, 0.42215, 0.487912, 0.553216, 0.618003, 0.679967, 0.679967, 0.679967, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679968, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969, 0.679969
0, 0.00256319, 0.13529, 0.424503, 0.594983, 0.602419, 0.565514, 0.513015, 0.453038, 0.389272, 0.323797, 0.25785, 0.192088, 0.126784, 0.0619971, 3.278e-05, 3.27112e-05, 3.25763e-05, 3.24584e-05, 3.23605e-05, 3.22738e-05, 3.21925e-05, 3.2114e-05, 3.20368e-05, 3.19604e-05, 3.18844e-05, 3.18088e-05, 3.17334e-05, 3.16582e-05, 3.15832e-05, 3.15084e-05, 3.14339e-05, 3.13596e-05, 3.12855e-05, 3.12116e-05, 3.1138e-05, 3.10645e-05, 3.09913e-05, 3.09182e-05, 3.08454e-05, 3.07728e-05, 3.07005e-05
0.26, 0.259896, 0.244985, 0.190187, 0.122654, 0.0905447, 0.0884881, 0.101858, 0.122036, 0.144348, 0.166423, 0.187206, 0.206356, 0.223884, 0.239939, 0.254664, 0.259543, 0.259956, 0.25999, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259993, 0.259994, 0.259994, 0.259994, 0.259994, 0.259994, 0.259994
0, 0.000103673, 0.0150149, 0.069813, 0.137346, 0.169455, 0.171512, 0.158142, 0.137964, 0.115652, 0.0935769, 0.072794, 0.053644, 0.0361163, 0.0200606, 0.00533618, 0.000457139, 4.44442e-05, 9.92362e-06, 7.02112e-06, 6.76161e-06, 6.72434e-06, 6.70574e-06, 6.68934e-06, 6.67333e-06, 6.65742e-06, 6.64163e-06, 6.62588e-06, 6.61018e-06, 6.59452e-06, 6.57891e-06, 6.56334e-06, 6.54782e-06, 6.53235e-06, 6.51691e-06, 6.50153e-06, 6.48619e-06, 6.47089e-06, 6.45565e-06, 6.44044e-06, 6.42528e-06, 6.41016e-06
1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.11622e-10, 8.6626e-08, 6.06284e-07, 1.30341e-06, 1.65611e-06, 1.63646e-06, 1.44773e-06, 1.216e-06, 9.92117e-07, 7.91487e-07, 6.15823e-07, 4.62301e-07, 3.27074e-07, 2.06556e-07, 9.78677e-08, 2.60446e-08, 5.50512e-09, 1.10818e-09, 2.46744e-10, 8.36237e-11, 5.31437e-11, 4.73438e-11, 4.61623e-11, 4.58483e-11, 4.56946e-11, 4.55797e-11, 4.54683e-11, 4.53596e-11, 4.52512e-11, 4.51437e-11, 4.50365e-11, 4.49298e-11, 4.48235e-11, 4.47174e-11, 4.46117e-11, 4.45065e-11, 4.44015e-11, 4.42969e-11, 4.41925e-11, 4.40882e-11, 4.39842e-11
1.1845, 1.17962, 1.16859, 1.15575, 1.14736, 1.14237, 1.1394, 1.13765, 1.13663, 1.13605, 1.13574, 1.13558, 1.13552, 1.13552, 1.13556, 1.13561, 1.13568, 1.13576, 1.13584, 1.13592, 1.136, 1.13609, 1.13617, 1.13626, 1.13635, 1.13643, 1.13652, 1.1366, 1.13669, 1.13677, 1.13686, 1.13695, 1.13703, 1.13712, 1.1372, 1.13728, 1.13737, 1.13745, 1.13754, 1.13762, 1.13771, 1.13779
0, 9.21151e-06, 1.37407e-05, 1.064e-05, 5.3096e-06, 2.64962e-06, 1.32223e-06, 6.59823e-07, 3.29268e-07, 1.64313e-07, 8.19961e-08, 4.09181e-08, 2.04191e-08, 1.01897e-08, 5.08489e-09, 2.53748e-09, 1.26627e-09, 6.31898e-10, 3.15333e-10, 1.57359e-10, 7.8526e-11, 3.91874e-11, 1.95562e-11, 9.7594e-12, 4.87036e-12, 2.43132e-12, 1.2139e-12, 6.05976e-13, 3.02525e-13, 1.5102e-13, 7.54097e-14, 3.77655e-14, 1.90153e-14, 9.51614e-15, 4.80226e-15, 2.57257e-15, 1.31682e-15, 6.38012e-16, 7.16973e-17, 4.21337e-17, 1.2478e-18, -5.14767e-17
1.6096, 1.37729, 1.25488, 1.29258, 1.39854, 1.46248, 1.50109, 1.52441, 1.53852, 1.54707, 1.55227, 1.55544, 1.55738, 1.55859, 1.55936, 1.55985, 1.56019, 1.56042, 1.5606, 1.56074, 1.56086, 1.56097, 1.56107, 1.56116, 1.56125, 1.56134, 1.56143, 1.56152, 1.5616, 1.56169, 1.56178, 1.56186, 1.56195, 1.56203, 1.56212, 1.5622, 1.56229, 1.56237, 1.56246, 1.56254, 1.56263, 1.56271
0, 0.227443, 0.338825, 0.288281, 0.173933, 0.104994, 0.0634171, 0.0383371, 0.0232063, 0.0140773, 0.008569, 0.00524532, 0.00323973, 0.00202945, 0.00129904, 0.000858181, 0.00059204, 0.000431319, 0.00033421, 0.000275482, 0.000239914, 0.000218321, 0.00020516, 0.000197087, 0.000192084, 0.000188934, 0.000186902, 0.000185546, 0.000184596, 0.000183893, 0.000183338, 0.000182874, 0.000182464, 0.000182087, 0.00018173, 0.000181386, 0.00018105, 0.000180718, 0.000180389, 0.000180063, 0.000179739, 0.000179415
0, 0.00486953, 0.0158913, 0.0287393, 0.0371318, 0.0421288, 0.0450973, 0.0468492, 0.0478696, 0.0484498, 0.0487647, 0.0489197, 0.0489783, 0.0489788, 0.0489443, 0.0488888, 0.0488207, 0.048745, 0.0486648, 0.0485819, 0.0484975, 0.0484123, 0.0483266, 0.0482406, 0.0481546, 0.0480686, 0.0479827, 0.0478969, 0.0478112, 0.0477256, 0.0476402, 0.047555, 0.0474699, 0.0473849, 0.0473001, 0.0472154, 0.0471309, 0.0470465, 0.0469623, 0.0468783, 0.0467944, 0.0467106
