0.1, 3.52969e-06, 2.08982e-06, 1.73929e-06, 1.60635e-06, 1.54794e-06, 1.52065e-06, 1.50753e-06, 1.50113e-06, 1.49799e-06, 1.49645e-06, 1.49569e-06, 1.49531e-06, 1.49513e-06, 1.49504e-06, 1.49499e-06, 1.49497e-06, 1.49496e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 1.49495e-06, 3.43278e-06, 1.12099e-05, 0.00167851, 0.0339055, 0.0657109, 0.0835055, 0.0921033, 0.0961694, 0.0981193, 0.0990696, 0.0995378, 0.0997699, 0.0998853, 0.0999428, 0.0999715, 0.0999858, 0.0999929, 0.0999965, 0.0999982, 0.0999991, 0.0999996, 0.0999998, 0.0999999, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.0999965, 0.0999979, 0.0999983, 0.0999984, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999985, 0.0999966, 0.0999888, 0.0983215, 0.0660945, 0.0342891, 0.0164945, 0.00789674, 0.00383065, 0.00188072, 0.000930422, 0.000462238, 0.000230149, 0.00011472, 5.72158e-05, 2.8544e-05, 1.42422e-05, 7.10669e-06, 3.54629e-06, 1.76966e-06, 8.83095e-07, 4.40684e-07, 2.19912e-07, 1.09741e-07, 5.47636e-08, 2.73284e-08, 1.36375e-08, 6.80547e-09, 3.3962e-09, 1.69484e-09, 8.45788e-10, 4.22092e-10, 2.10627e-10
0.7, 0.437078, 0.665297, 0.695986, 0.699283, 0.699596, 0.699522, 0.699294, 0.698864, 0.698118, 0.697016, 0.696003, 0.695897, 0.696532, 0.697112, 0.697344, 0.697285, 0.697066, 0.696841, 0.696733, 0.696771, 0.696878, 0.696967, 0.696997, 0.696974, 0.69693, 0.696895, 0.696886, 0.696898, 0.696917, 0.69693, 0.696244, 0.693064, 0.688249, 0.688353, 0.691707, 0.693333, 0.693389, 0.692591, 0.691546, 0.690942, 0.691413, 0.693092, 0.695319, 0.697235, 0.698503, 0.699226, 0.699608, 0.699804, 0.699902, 0.699951, 0.699976, 0.699988, 0.699994, 0.699997, 0.699998, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.262922, 0.0347029, 0.00401354, 0.000716564, 0.000403609, 0.000478205, 0.000706012, 0.00113569, 0.00188224, 0.00298405, 0.00399747, 0.00410283, 0.00346767, 0.00288796, 0.00265612, 0.0027154, 0.00293362, 0.00315947, 0.00326652, 0.00322912, 0.00312185, 0.00303284, 0.00300306, 0.00302589, 0.00307044, 0.00310515, 0.00311436, 0.00310207, 0.0030829, 0.00306989, 0.00375609, 0.0069359, 0.0117513, 0.0116475, 0.00829278, 0.00666683, 0.00661092, 0.00740893, 0.00845389, 0.0090579, 0.00858737, 0.00690831, 0.0046808, 0.00276477, 0.00149712, 0.000774033, 0.000391637, 0.000196384, 9.81473e-05, 4.89974e-05, 2.44529e-05, 1.22026e-05, 6.08935e-06, 3.03872e-06, 1.51639e-06, 7.56713e-07, 3.77619e-07, 1.88447e-07, 9.40422e-08, 4.69307e-08, 2.34208e-08, 1.16871e-08
0.68, 0.00101091, 0.00693349, 0.0373921, 0.101679, 0.177905, 0.253731, 0.324677, 0.386109, 0.430602, 0.447983, 0.433427, 0.40306, 0.383475, 0.382594, 0.392726, 0.404484, 0.411639, 0.412073, 0.407753, 0.402783, 0.400243, 0.400641, 0.402658, 0.404623, 0.405502, 0.405204, 0.404313, 0.403533, 0.403253, 0.403444, 0.398731, 0.344464, 0.195575, 0.0620213, 0.0427398, 0.0518782, 0.0596471, 0.0588269, 0.051174, 0.0438026, 0.0421396, 0.0485628, 0.0658695, 0.0976706, 0.145655, 0.20782, 0.280041, 0.358443, 0.440332, 0.524094, 0.608812, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.678989, 0.673067, 0.642608, 0.578321, 0.502095, 0.426269, 0.355323, 0.293891, 0.249398, 0.232017, 0.246573, 0.27694, 0.296525, 0.297406, 0.287274, 0.275516, 0.268361, 0.267927, 0.272247, 0.277217, 0.279757, 0.279359, 0.277342, 0.275377, 0.274498, 0.274796, 0.275687, 0.276467, 0.276747, 0.276556, 0.281269, 0.335536, 0.484425, 0.617979, 0.63726, 0.628122, 0.620353, 0.621173, 0.628826, 0.636197, 0.63786, 0.631437, 0.614131, 0.582329, 0.534345, 0.47218, 0.399959, 0.321557, 0.239668, 0.155906, 0.0711883, 4.27428e-07, 2.12829e-07, 1.06091e-07, 5.2913e-08, 2.63977e-08, 1.31713e-08, 6.57257e-09, 3.27985e-09, 1.63675e-09, 8.16814e-10, 4.07597e-10
0.26, 0.123852, 0.0698833, 0.0590928, 0.0716256, 0.0975757, 0.126912, 0.154043, 0.176628, 0.193324, 0.202562, 0.20309, 0.196903, 0.19007, 0.187222, 0.188434, 0.191463, 0.194121, 0.195204, 0.194684, 0.193406, 0.192364, 0.192057, 0.192383, 0.192934, 0.193331, 0.193416, 0.193255, 0.193024, 0.192875, 0.192861, 0.192525, 0.184952, 0.155238, 0.107153, 0.0776415, 0.0694957, 0.0698147, 0.0707857, 0.0694514, 0.0665511, 0.0643239, 0.0645274, 0.0684743, 0.0775639, 0.0927973, 0.113747, 0.13845, 0.164446, 0.189832, 0.213588, 0.23538, 0.254702, 0.259552, 0.259963, 0.259997, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.136148, 0.190117, 0.200907, 0.188374, 0.162424, 0.133088, 0.105957, 0.0833715, 0.0666764, 0.0574377, 0.0569098, 0.0630974, 0.0699304, 0.0727778, 0.0715665, 0.0685373, 0.0658793, 0.0647959, 0.065316, 0.0665942, 0.0676364, 0.0679431, 0.0676168, 0.0670662, 0.0666687, 0.0665837, 0.0667454, 0.0669764, 0.0671247, 0.0671389, 0.0674748, 0.0750483, 0.104762, 0.152847, 0.182359, 0.190504, 0.190185, 0.189214, 0.190549, 0.193449, 0.195676, 0.195473, 0.191526, 0.182436, 0.167203, 0.146253, 0.12155, 0.0955537, 0.0701684, 0.0464121, 0.0246195, 0.00529764, 0.000447612, 3.74348e-05, 3.13867e-06, 2.68562e-07, 2.57511e-08, 4.21899e-09, 1.19392e-09, 4.9244e-10, 2.51711e-10, 1.04288e-10
1.2873, 1.28727, 1.28722, 1.28719, 1.28718, 1.28719, 1.28721, 1.28722, 1.28724, 1.28725, 1.28726, 1.28726, 1.28726, 1.28726, 1.28725, 1.28725, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28726, 1.28727, 1.28728, 1.28728, 1.28728, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.62275e-05, 7.86634e-05, 0.000108775, 0.00011694, 0.000109573, 9.44009e-05, 7.73781e-05, 6.17248e-05, 4.90253e-05, 4.03994e-05, 3.68754e-05, 3.83746e-05, 4.23669e-05, 4.54362e-05, 4.60728e-05, 4.48529e-05, 4.3098e-05, 4.18853e-05, 4.16499e-05, 4.21736e-05, 4.28925e-05, 4.33314e-05, 4.33488e-05, 4.30891e-05, 4.2793e-05, 4.26334e-05, 4.26476e-05, 4.27653e-05, 4.28845e-05, 4.29392e-05, 3.59164e-05, 2.64192e-05, 2.17633e-05, 2.05647e-05, 1.79393e-05, 1.34941e-05, 9.28879e-06, 6.17103e-06, 4.082e-06, 2.71753e-06, 1.8134e-06, 1.2026e-06, 7.8667e-07, 5.03736e-07, 3.12915e-07, 1.86916e-07, 1.06695e-07, 5.79528e-08, 2.97622e-08, 1.42157e-08, 6.03747e-09, 1.96541e-09, 4.3074e-10, 8.31645e-11, 1.55338e-11, 2.87417e-12, 5.30575e-13, 9.91227e-14, 1.84701e-14, 3.42218e-15, 6.80425e-16, 9.29126e-17
