0.1, 3.67231e-06, 2.25455e-06, 3.21049e-06, 1.00695e-05, 0.000857315, 0.0311724, 0.0638748, 0.0825396, 0.0916017, 0.0958866, 0.097939, 0.0989382, 0.0994303, 0.0996742, 0.0997956, 0.0998561, 0.0998863, 0.0999015, 0.0999091, 0.099913, 0.099915, 0.0999161, 0.0999167, 0.0999171, 0.0999174, 0.0999176, 0.0999178, 0.0999179, 0.0999181, 0.0999182, 0.0999184, 0.0999185, 0.0999187, 0.0999188, 0.099919, 0.0999191, 0.0999193, 0.0999194, 0.0999196, 0.0999197, 0.0999198, 0.09992, 0.0999201, 0.0999203, 0.0999204, 0.0999206, 0.0999207, 0.0999209, 0.099921, 0.0999211, 0.0999213, 0.0999214, 0.0999216, 0.0999217, 0.0999219, 0.099922, 0.0999221, 0.0999223, 0.0999224, 0.0999226, 0.0999227, 0.0999228, 0.099923, 0.0999231, 0.0999233, 0.0999234, 0.0999235, 0.0999237, 0.0999238, 0.0999239, 0.0999241, 0.0999242, 0.0999244, 0.0999245, 0.0999246
0, 0.0999963, 0.0999977, 0.0999968, 0.0999899, 0.0991427, 0.0688276, 0.0361252, 0.0174604, 0.00839827, 0.0041134, 0.00206104, 0.00106177, 0.000569697, 0.000325787, 0.000204434, 0.000143914, 0.000113667, 9.85069e-05, 9.08689e-05, 8.69831e-05, 8.49692e-05, 8.38893e-05, 8.32755e-05, 8.28943e-05, 8.26293e-05, 8.24224e-05, 8.22446e-05, 8.20814e-05, 8.19257e-05, 8.17739e-05, 8.1624e-05, 8.14754e-05, 8.13275e-05, 8.118e-05, 8.1033e-05, 8.08862e-05, 8.07398e-05, 8.05936e-05, 8.04477e-05, 8.03021e-05, 8.01568e-05, 8.00117e-05, 7.98669e-05, 7.97223e-05, 7.9578e-05, 7.9434e-05, 7.92903e-05, 7.91468e-05, 7.90035e-05, 7.88606e-05, 7.87179e-05, 7.85754e-05, 7.84333e-05, 7.82914e-05, 7.81497e-05, 7.80083e-05, 7.78672e-05, 7.77263e-05, 7.75857e-05, 7.74453e-05, 7.73052e-05, 7.71654e-05, 7.70258e-05, 7.68864e-05, 7.67474e-05, 7.66085e-05, 7.647e-05, 7.63316e-05, 7.61936e-05, 7.60558e-05, 7.59182e-05, 7.57809e-05, 7.56439e-05, 7.55071e-05, 7.53705e-05
0.7, 0.443187, 0.666216, 0.696034, 0.698951, 0.698318, 0.696163, 0.69363, 0.6922, 0.692414, 0.693232, 0.69391, 0.694455, 0.695061, 0.695764, 0.696442, 0.696957, 0.697268, 0.697409, 0.697439, 0.697412, 0.697361, 0.697307, 0.697257, 0.697215, 0.697181, 0.697153, 0.697131, 0.697113, 0.697099, 0.697088, 0.697079, 0.697072, 0.697066, 0.697061, 0.697058, 0.697055, 0.697053, 0.697052, 0.697051, 0.697051, 0.697051, 0.697051, 0.697052, 0.697053, 0.697054, 0.697056, 0.697057, 0.697059, 0.697061, 0.697063, 0.697065, 0.697067, 0.697069, 0.697072, 0.697074, 0.697077, 0.697079, 0.697082, 0.697085, 0.697087, 0.69709, 0.697093, 0.697096, 0.697099, 0.697102, 0.697105, 0.697108, 0.697111, 0.697114, 0.697117, 0.69712, 0.697123, 0.697126, 0.697129, 0.697133
0, 0.256813, 0.0337842, 0.00396554, 0.00104896, 0.00168199, 0.00383733, 0.00636978, 0.00780031, 0.00758586, 0.00676791, 0.00609044, 0.00554466, 0.00493944, 0.00423563, 0.00355829, 0.00304259, 0.00273175, 0.00259126, 0.00256096, 0.00258841, 0.00263883, 0.00269315, 0.00274275, 0.00278481, 0.00281921, 0.00284689, 0.00286902, 0.0028867, 0.00290083, 0.00291214, 0.00292119, 0.00292841, 0.00293415, 0.00293866, 0.00294215, 0.00294479, 0.00294671, 0.00294801, 0.00294879, 0.00294912, 0.00294906, 0.00294865, 0.00294795, 0.002947, 0.00294581, 0.00294442, 0.00294285, 0.00294113, 0.00293926, 0.00293727, 0.00293517, 0.00293296, 0.00293066, 0.00292828, 0.00292583, 0.0029233, 0.00292072, 0.00291808, 0.00291538, 0.00291264, 0.00290985, 0.00290703, 0.00290416, 0.00290126, 0.00289832, 0.00289536, 0.00289236, 0.00288933, 0.00288628, 0.0028832, 0.0028801, 0.00287697, 0.00287382, 0.00287064, 0.00286744
0.68, 0.00103459, 0.00710333, 0.0379057, 0.100197, 0.162469, 0.189321, 0.16282, 0.10839, 0.0724297, 0.0630957, 0.0658479, 0.0726402, 0.0821689, 0.0958145, 0.114779, 0.138698, 0.16572, 0.193469, 0.219969, 0.244047, 0.265272, 0.283696, 0.29961, 0.313381, 0.325366, 0.335874, 0.345163, 0.353442, 0.360878, 0.367605, 0.373733, 0.37935, 0.384531, 0.389335, 0.393813, 0.398009, 0.401959, 0.405694, 0.409241, 0.412624, 0.415862, 0.418973, 0.421973, 0.424874, 0.42769, 0.430431, 0.433105, 0.435722, 0.438289, 0.440813, 0.443298, 0.445752, 0.448177, 0.45058, 0.452964, 0.455332, 0.457687, 0.460033, 0.462372, 0.464707, 0.467039, 0.469371, 0.471706, 0.474043, 0.476386, 0.478736, 0.481094, 0.483461, 0.485838, 0.488228, 0.49063, 0.493047, 0.495478, 0.497926, 0.50039
0, 0.678965, 0.672897, 0.642094, 0.579803, 0.517531, 0.490679, 0.51718, 0.57161, 0.60757, 0.616904, 0.614152, 0.60736, 0.597831, 0.584186, 0.565221, 0.541302, 0.51428, 0.486531, 0.460031, 0.435953, 0.414728, 0.396304, 0.38039, 0.366619, 0.354634, 0.344126, 0.334837, 0.326558, 0.319122, 0.312395, 0.306267, 0.30065, 0.295469, 0.290665, 0.286187, 0.281991, 0.278041, 0.274306, 0.270759, 0.267376, 0.264138, 0.261027, 0.258027, 0.255126, 0.25231, 0.249569, 0.246895, 0.244278, 0.241711, 0.239187, 0.236702, 0.234248, 0.231823, 0.22942, 0.227036, 0.224668, 0.222313, 0.219967, 0.217628, 0.215293, 0.212961, 0.210629, 0.208294, 0.205957, 0.203614, 0.201264, 0.198906, 0.196539, 0.194162, 0.191772, 0.18937, 0.186953, 0.184522, 0.182074, 0.17961
0.26, 0.123877, 0.0699176, 0.0592241, 0.0716022, 0.0951549, 0.114545, 0.117956, 0.10537, 0.0886464, 0.0781747, 0.0746861, 0.075277, 0.0779957, 0.0823974, 0.0887368, 0.0971024, 0.107021, 0.117594, 0.127898, 0.137288, 0.145475, 0.152439, 0.158306, 0.163251, 0.167446, 0.171037, 0.174144, 0.17686, 0.179258, 0.181395, 0.183315, 0.185053, 0.186638, 0.188093, 0.189437, 0.190684, 0.191849, 0.192942, 0.193973, 0.19495, 0.195878, 0.196765, 0.197615, 0.198433, 0.199222, 0.199987, 0.200729, 0.201453, 0.202159, 0.20285, 0.203529, 0.204195, 0.204852, 0.2055, 0.206141, 0.206775, 0.207404, 0.208028, 0.208648, 0.209265, 0.209879, 0.210492, 0.211103, 0.211713, 0.212323, 0.212932, 0.213542, 0.214153, 0.214764, 0.215377, 0.215992, 0.216608, 0.217226, 0.217846, 0.218469
0, 0.136123, 0.190082, 0.200776, 0.188398, 0.164845, 0.145455, 0.142044, 0.15463, 0.171354, 0.181825, 0.185314, 0.184723, 0.182004, 0.177603, 0.171263, 0.162898, 0.152979, 0.142406, 0.132102, 0.122712, 0.114525, 0.107561, 0.101694, 0.0967486, 0.0925541, 0.0889629, 0.0858559, 0.0831398, 0.0807417, 0.078605, 0.0766851, 0.0749468, 0.0733617, 0.0719069, 0.0705634, 0.0693157, 0.0681507, 0.0670575, 0.0660268, 0.0650505, 0.0641219, 0.0632351, 0.062385, 0.0615671, 0.0607776, 0.0600131, 0.0592705, 0.0585473, 0.057841, 0.0571497, 0.0564715, 0.0558047, 0.0551479, 0.0544998, 0.0538592, 0.0532251, 0.0525964, 0.0519724, 0.0513522, 0.0507352, 0.0501207, 0.0495082, 0.0488971, 0.0482869, 0.0476772, 0.0470676, 0.0464576, 0.0458471, 0.0452355, 0.0446228, 0.0440085, 0.0433924, 0.0427742, 0.0421539, 0.0415311
1.2873, 1.28727, 1.28722, 1.2872, 1.28722, 1.28725, 1.28727, 1.28728, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.63485e-05, 7.75861e-05, 9.77743e-05, 7.50807e-05, 4.82331e-05, 2.90953e-05, 1.81055e-05, 1.24494e-05, 9.28059e-06, 7.02961e-06, 5.27131e-06, 3.95513e-06, 3.02265e-06, 2.3791e-06, 1.93266e-06, 1.61406e-06, 1.37801e-06, 1.19747e-06, 1.05677e-06, 9.4635e-07, 8.59537e-07, 7.91096e-07, 7.36775e-07, 6.93176e-07, 6.57671e-07, 6.28284e-07, 6.03558e-07, 5.82426e-07, 5.64107e-07, 5.48022e-07, 5.33739e-07, 5.2093e-07, 5.09342e-07, 4.98775e-07, 4.89071e-07, 4.80102e-07, 4.71762e-07, 4.63966e-07, 4.56639e-07, 4.49721e-07, 4.43159e-07, 4.36909e-07, 4.30932e-07, 4.25195e-07, 4.19668e-07, 4.14326e-07, 4.09148e-07, 4.04112e-07, 3.99203e-07, 3.94405e-07, 3.89704e-07, 3.85088e-07, 3.80546e-07, 3.7607e-07, 3.71649e-07, 3.67277e-07, 3.62947e-07, 3.58652e-07, 3.54387e-07, 3.50146e-07, 3.45925e-07, 3.4172e-07, 3.37526e-07, 3.33341e-07, 3.29161e-07, 3.24983e-07, 3.20805e-07, 3.16624e-07, 3.12437e-07, 3.08243e-07, 3.0404e-07, 2.99826e-07, 2.95599e-07, 2.91357e-07, 2.87099e-07
