0.1, 3.67231e-06, 2.25455e-06, 1.95666e-06, 1.89114e-06, 1.91167e-06, 4.66178e-06, 1.962e-05, 0.0085647, 0.0448884, 0.0723358, 0.0867032, 0.0935496, 0.0967968, 0.0983624, 0.0991285, 0.0995068, 0.0996947, 0.0997883, 0.0998351, 0.0998585, 0.0998703, 0.0998762, 0.0998793, 0.099881, 0.0998819, 0.0998825, 0.0998829, 0.0998832, 0.0998834, 0.0998837, 0.0998839, 0.0998841, 0.0998843, 0.0998845, 0.0998848, 0.099885, 0.0998852, 0.0998854, 0.0998856, 0.0998858, 0.099886, 0.0998862, 0.0998864, 0.0998866, 0.0998868, 0.099887, 0.0998873, 0.0998875, 0.0998877, 0.0998879, 0.0998881, 0.0998883, 0.0998885, 0.0998887, 0.0998889, 0.0998891, 0.0998893, 0.0998895, 0.0998897, 0.0998899, 0.0998901, 0.0998903, 0.0998905, 0.0998907, 0.0998909, 0.0998911, 0.0998913, 0.0998915, 0.0998917
0, 0.0999963, 0.0999977, 0.099998, 0.0999981, 0.0999981, 0.0999953, 0.0999804, 0.0914353, 0.0551116, 0.0276642, 0.0132968, 0.00645036, 0.00320315, 0.00163757, 0.000871539, 0.000493186, 0.000305301, 0.000211697, 0.000164947, 0.000141528, 0.000129739, 0.00012375, 0.000120655, 0.000119004, 0.000118073, 0.000117501, 0.00011711, 0.000116808, 0.000116551, 0.000116316, 0.000116093, 0.000115876, 0.000115663, 0.000115451, 0.00011524, 0.000115029, 0.00011482, 0.000114611, 0.000114402, 0.000114193, 0.000113985, 0.000113778, 0.000113571, 0.000113364, 0.000113158, 0.000112952, 0.000112746, 0.000112541, 0.000112336, 0.000112131, 0.000111927, 0.000111723, 0.00011152, 0.000111317, 0.000111115, 0.000110912, 0.00011071, 0.000110509, 0.000110308, 0.000110107, 0.000109907, 0.000109707, 0.000109507, 0.000109308, 0.000109109, 0.000108911, 0.000108712, 0.000108515, 0.000108317
0.7, 0.443187, 0.666216, 0.696059, 0.699257, 0.69954, 0.699296, 0.698008, 0.693633, 0.68838, 0.689417, 0.692502, 0.694, 0.69437, 0.694384, 0.694531, 0.694976, 0.695581, 0.696121, 0.696474, 0.696639, 0.696676, 0.696644, 0.696587, 0.696529, 0.69648, 0.696442, 0.696416, 0.696399, 0.696389, 0.696383, 0.696381, 0.696381, 0.696382, 0.696385, 0.696388, 0.696391, 0.696394, 0.696398, 0.696402, 0.696405, 0.696409, 0.696413, 0.696416, 0.69642, 0.696424, 0.696428, 0.696431, 0.696435, 0.696439, 0.696442, 0.696446, 0.696449, 0.696453, 0.696457, 0.69646, 0.696464, 0.696467, 0.696471, 0.696475, 0.696478, 0.696482, 0.696485, 0.696489, 0.696492, 0.696496, 0.696499, 0.696503, 0.696506, 0.69651
0, 0.256813, 0.0337842, 0.00394132, 0.000743204, 0.000459944, 0.000703736, 0.00199201, 0.00636745, 0.0116198, 0.0105832, 0.00749799, 0.00600001, 0.00562971, 0.00561611, 0.00546938, 0.0050243, 0.00441899, 0.00387913, 0.00352648, 0.0033605, 0.00332383, 0.00335563, 0.00341275, 0.00347114, 0.00352032, 0.00355753, 0.00358363, 0.00360076, 0.00361115, 0.00361675, 0.00361903, 0.00361909, 0.0036177, 0.00361538, 0.00361246, 0.00360919, 0.00360571, 0.0036021, 0.00359842, 0.00359472, 0.003591, 0.00358728, 0.00358356, 0.00357986, 0.00357616, 0.00357248, 0.0035688, 0.00356514, 0.00356149, 0.00355785, 0.00355421, 0.00355059, 0.00354697, 0.00354336, 0.00353976, 0.00353617, 0.00353258, 0.00352901, 0.00352544, 0.00352188, 0.00351832, 0.00351477, 0.00351123, 0.0035077, 0.00350418, 0.00350066, 0.00349715, 0.00349364, 0.00349015
0.68, 0.00103459, 0.00710333, 0.0379311, 0.102115, 0.177504, 0.250802, 0.305847, 0.291972, 0.157823, 0.055991, 0.0464822, 0.0579425, 0.0692484, 0.0760328, 0.0802739, 0.086199, 0.0965991, 0.111613, 0.129468, 0.147741, 0.164411, 0.178352, 0.189281, 0.197461, 0.203397, 0.207632, 0.210642, 0.212804, 0.214397, 0.215619, 0.216605, 0.217445, 0.218196, 0.218897, 0.21957, 0.220229, 0.220883, 0.221537, 0.222192, 0.222851, 0.223514, 0.224181, 0.224852, 0.225527, 0.226205, 0.226887, 0.227572, 0.22826, 0.228951, 0.229645, 0.230342, 0.231042, 0.231744, 0.23245, 0.233158, 0.233869, 0.234583, 0.235299, 0.236018, 0.23674, 0.237465, 0.238193, 0.238923, 0.239657, 0.240393, 0.241132, 0.241874, 0.242619, 0.243367
0, 0.678965, 0.672897, 0.642069, 0.577885, 0.502496, 0.429198, 0.374153, 0.388028, 0.522177, 0.624009, 0.633518, 0.622058, 0.610752, 0.603967, 0.599726, 0.593801, 0.583401, 0.568387, 0.550532, 0.532259, 0.515589, 0.501648, 0.490719, 0.482539, 0.476603, 0.472368, 0.469358, 0.467196, 0.465603, 0.464381, 0.463395, 0.462555, 0.461804, 0.461103, 0.46043, 0.459771, 0.459117, 0.458463, 0.457808, 0.457149, 0.456486, 0.455819, 0.455148, 0.454473, 0.453795, 0.453113, 0.452428, 0.45174, 0.451049, 0.450355, 0.449658, 0.448958, 0.448256, 0.44755, 0.446842, 0.446131, 0.445417, 0.444701, 0.443982, 0.44326, 0.442535, 0.441807, 0.441077, 0.440343, 0.439607, 0.438868, 0.438126, 0.437381, 0.436633
0.26, 0.123877, 0.0699176, 0.0592253, 0.0718344, 0.0976356, 0.126476, 0.151133, 0.16128, 0.139296, 0.0982031, 0.0754123, 0.0703886, 0.0725187, 0.0758119, 0.0783199, 0.080567, 0.0837946, 0.0887123, 0.0951504, 0.10233, 0.109337, 0.115498, 0.120502, 0.124338, 0.127161, 0.129186, 0.130622, 0.131639, 0.132372, 0.132915, 0.133334, 0.133676, 0.133969, 0.134234, 0.134481, 0.13472, 0.134954, 0.135187, 0.135419, 0.135652, 0.135886, 0.13612, 0.136357, 0.136594, 0.136832, 0.137072, 0.137312, 0.137553, 0.137796, 0.138039, 0.138283, 0.138527, 0.138773, 0.139019, 0.139266, 0.139513, 0.139762, 0.140011, 0.140261, 0.140511, 0.140763, 0.141015, 0.141268, 0.141521, 0.141775, 0.142031, 0.142286, 0.142543, 0.1428
0, 0.136123, 0.190082, 0.200775, 0.188166, 0.162364, 0.133524, 0.108867, 0.0987197, 0.120704, 0.161797, 0.184588, 0.189611, 0.187481, 0.184188, 0.18168, 0.179433, 0.176205, 0.171288, 0.16485, 0.15767, 0.150663, 0.144502, 0.139498, 0.135662, 0.132839, 0.130814, 0.129378, 0.128361, 0.127628, 0.127085, 0.126666, 0.126324, 0.126031, 0.125766, 0.125519, 0.12528, 0.125046, 0.124813, 0.124581, 0.124348, 0.124114, 0.12388, 0.123643, 0.123406, 0.123168, 0.122928, 0.122688, 0.122447, 0.122204, 0.121961, 0.121717, 0.121473, 0.121227, 0.120981, 0.120734, 0.120487, 0.120238, 0.119989, 0.119739, 0.119489, 0.119237, 0.118985, 0.118732, 0.118479, 0.118225, 0.117969, 0.117714, 0.117457, 0.1172
1.2873, 1.28727, 1.28722, 1.28719, 1.28719, 1.2872, 1.28723, 1.28726, 1.28727, 1.28728, 1.28729, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.63485e-05, 7.75861e-05, 0.000105246, 0.000110822, 0.00010166, 7.30206e-05, 4.32607e-05, 2.51154e-05, 1.71321e-05, 1.45115e-05, 1.21257e-05, 9.21771e-06, 6.6619e-06, 4.79758e-06, 3.54818e-06, 2.73101e-06, 2.18906e-06, 1.81755e-06, 1.55372e-06, 1.36143e-06, 1.21971e-06, 1.11558e-06, 1.04e-06, 9.86013e-07, 9.48048e-07, 9.21673e-07, 9.03486e-07, 8.90958e-07, 8.82267e-07, 8.76135e-07, 8.71684e-07, 8.68322e-07, 8.65653e-07, 8.6342e-07, 8.61455e-07, 8.59651e-07, 8.57942e-07, 8.56286e-07, 8.54657e-07, 8.5304e-07, 8.51426e-07, 8.49811e-07, 8.48191e-07, 8.46565e-07, 8.44933e-07, 8.43295e-07, 8.4165e-07, 8.39999e-07, 8.38343e-07, 8.3668e-07, 8.35012e-07, 8.33339e-07, 8.31661e-07, 8.29977e-07, 8.28288e-07, 8.26594e-07, 8.24895e-07, 8.23191e-07, 8.21482e-07, 8.19767e-07, 8.18048e-07, 8.16324e-07, 8.14595e-07, 8.1286e-07, 8.11121e-07, 8.09376e-07, 8.07627e-07, 8.05872e-07, 8.04112e-07
