0.1, 0.0829836, 0.0629969, 0.0499214, 0.0423587, 0.0382251, 0.0534368, 0.0747151, 0.0874619, 0.0938837, 0.0970028, 0.098521, 0.0992665, 0.0996352, 0.0998183, 0.0999094, 0.0999548, 0.0999775, 0.0999887, 0.0999944, 0.0999972, 0.0999986, 0.0999993, 0.0999997, 0.0999998, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.0170164, 0.0370031, 0.0500786, 0.0576413, 0.0617749, 0.0465632, 0.0252849, 0.0125381, 0.00611633, 0.00299724, 0.001479, 0.000733459, 0.000364805, 0.000181736, 9.06123e-05, 4.5198e-05, 2.25499e-05, 1.12517e-05, 5.61458e-06, 2.80174e-06, 1.39812e-06, 6.9769e-07, 3.48163e-07, 1.73742e-07, 8.67014e-08, 4.32661e-08, 2.15908e-08, 1.07744e-08, 5.3767e-09, 2.68315e-09, 1.33836e-09, 6.66737e-10, 3.32218e-10, 1.6508e-10, 8.15778e-11
0.7, 0.515863, 0.663786, 0.692087, 0.695956, 0.696288, 0.695718, 0.694472, 0.693083, 0.691968, 0.69124, 0.690826, 0.690897, 0.691894, 0.693851, 0.696038, 0.697738, 0.698799, 0.699385, 0.69969, 0.699845, 0.699922, 0.699961, 0.699981, 0.69999, 0.699995, 0.699998, 0.699999, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.184137, 0.0362142, 0.00791254, 0.00404444, 0.00371155, 0.00428176, 0.00552781, 0.00691681, 0.00803177, 0.00875996, 0.00917389, 0.00910307, 0.00810579, 0.00614851, 0.00396213, 0.0022616, 0.00120138, 0.000615371, 0.000310114, 0.000155266, 7.75571e-05, 3.87123e-05, 1.93191e-05, 9.64068e-06, 4.8109e-06, 2.40074e-06, 1.19803e-06, 5.97843e-07, 2.9834e-07, 1.48881e-07, 7.42622e-08, 3.69956e-08, 1.84339e-08, 9.15987e-09, 4.52655e-09
0.68, 0.00145765, 0.0068444, 0.0276085, 0.061527, 0.0924919, 0.111226, 0.110092, 0.0906519, 0.0667215, 0.0505326, 0.0428213, 0.0403531, 0.0428755, 0.0530508, 0.0749679, 0.112249, 0.165424, 0.231482, 0.306178, 0.386002, 0.468664, 0.552829, 0.637728, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.678542, 0.673156, 0.652392, 0.618473, 0.587508, 0.568774, 0.569908, 0.589348, 0.613278, 0.629467, 0.637179, 0.639647, 0.637125, 0.626949, 0.605032, 0.567751, 0.514576, 0.448518, 0.373822, 0.293998, 0.211336, 0.127171, 0.0422721, 3.3738e-07, 1.68069e-07, 8.37981e-08, 4.17992e-08, 2.08544e-08, 1.04058e-08, 5.19254e-09, 2.58998e-09, 1.29024e-09, 6.42892e-10, 3.19452e-10, 1.57862e-10
0.26, 0.153958, 0.0782655, 0.0604304, 0.0639467, 0.0752979, 0.0861245, 0.0914792, 0.0892017, 0.0815511, 0.0732945, 0.067434, 0.0642229, 0.06331, 0.0651078, 0.0708495, 0.0820353, 0.0993637, 0.121861, 0.147263, 0.173218, 0.198121, 0.221223, 0.242342, 0.257706, 0.259807, 0.259984, 0.259999, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.106042, 0.181735, 0.19957, 0.196053, 0.184702, 0.173876, 0.168521, 0.170798, 0.178449, 0.186706, 0.192566, 0.195777, 0.19669, 0.194892, 0.189151, 0.177965, 0.160636, 0.138139, 0.112737, 0.0867815, 0.0618786, 0.0387773, 0.017658, 0.00229386, 0.000192541, 1.61029e-05, 1.35485e-06, 1.18358e-07, 1.27378e-08, 2.38116e-09, 8.40233e-10, 3.61664e-10, 1.86226e-10, 8.90536e-11, 4.60107e-11
1.2873, 1.2873, 1.28728, 1.28727, 1.28727, 1.28727, 1.28728, 1.28728, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 4.05206e-06, 1.85835e-05, 2.78124e-05, 3.12679e-05, 3.1321e-05, 2.48928e-05, 1.66817e-05, 1.10274e-05, 7.46164e-06, 5.1262e-06, 3.50993e-06, 2.3744e-06, 1.58618e-06, 1.04631e-06, 6.79103e-07, 4.30489e-07, 2.6402e-07, 1.55359e-07, 8.72351e-08, 4.65354e-08, 2.33801e-08, 1.08112e-08, 4.31104e-09, 1.2066e-09, 2.4801e-10, 4.71165e-11, 8.76043e-12, 1.61889e-12, 2.99213e-13, 5.54387e-14, 9.91363e-15, 1.25158e-15, 1.78883e-16, -6.79855e-17, -5.53317e-17
1.1845, 1.18358, 1.18312, 1.18289, 1.18277, 1.18272, 1.18358, 1.18404, 1.18427, 1.18439, 1.18444, 1.18447, 1.18449, 1.18449, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845
0, 0.000922278, 0.00138202, 0.0016112, 0.00172544, 0.00178238, 0.000919893, 0.000459049, 0.000229077, 0.000114315, 5.7046e-05, 2.84673e-05, 1.42059e-05, 7.08909e-06, 3.53763e-06, 1.76536e-06, 8.8096e-07, 4.39621e-07, 2.19382e-07, 1.09477e-07, 5.46316e-08, 2.72625e-08, 1.36047e-08, 6.78907e-09, 3.38791e-09, 1.69065e-09, 8.43677e-10, 4.21016e-10, 2.10097e-10, 1.04844e-10, 5.23207e-11, 2.60977e-11, 1.30012e-11, 6.47817e-12, 3.21902e-12, 1.59075e-12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
