0.1, 3.52969e-06, 2.08982e-06, 2.8354e-06, 8.34672e-06, 0.000187683, 0.0261294, 0.0604204, 0.0808244, 0.0908342, 0.0955665, 0.0978278, 0.0989267, 0.0994671, 0.0997348, 0.0998678, 0.0999341, 0.0999671, 0.0999836, 0.0999918, 0.0999959, 0.099998, 0.099999, 0.0999995, 0.0999997, 0.0999999, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.0999965, 0.0999979, 0.0999972, 0.0999917, 0.0998123, 0.0738706, 0.0395796, 0.0191756, 0.00916576, 0.00443349, 0.00217215, 0.00107328, 0.000532863, 0.000265223, 0.000132181, 6.59185e-05, 3.28843e-05, 1.64074e-05, 8.18703e-06, 4.08537e-06, 2.03866e-06, 1.01733e-06, 5.07671e-07, 2.5334e-07, 1.26422e-07, 6.30879e-08, 3.14824e-08, 1.57105e-08, 7.83992e-09, 3.91235e-09, 1.95257e-09, 9.7445e-10, 4.86228e-10, 2.41725e-10, 1.19412e-10
0.7, 0.437078, 0.665297, 0.695964, 0.698992, 0.698423, 0.696121, 0.693111, 0.691145, 0.690998, 0.691363, 0.691314, 0.691053, 0.691334, 0.692726, 0.69488, 0.696897, 0.698296, 0.699113, 0.69955, 0.699774, 0.699887, 0.699944, 0.699972, 0.699986, 0.699993, 0.699996, 0.699998, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.262922, 0.0347029, 0.00403558, 0.00100777, 0.00157684, 0.00387935, 0.00688858, 0.00885479, 0.00900169, 0.00863697, 0.00868611, 0.00894682, 0.00866625, 0.00727356, 0.00512023, 0.0031028, 0.00170435, 0.000887361, 0.000450357, 0.000226101, 0.000113047, 5.64429e-05, 2.81696e-05, 1.40575e-05, 7.01497e-06, 3.50062e-06, 1.74689e-06, 8.71737e-07, 4.35018e-07, 2.17087e-07, 1.08344e-07, 5.40698e-08, 2.69795e-08, 1.34127e-08, 6.62587e-09
0.68, 0.00101091, 0.00693349, 0.0373699, 0.0998686, 0.163522, 0.191523, 0.159444, 0.0947712, 0.0554522, 0.0455657, 0.0438267, 0.0422104, 0.041882, 0.0469402, 0.0616563, 0.0901722, 0.134867, 0.194436, 0.264951, 0.342351, 0.423691, 0.507163, 0.591739, 0.676645, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.678989, 0.673067, 0.64263, 0.580131, 0.516478, 0.488477, 0.520556, 0.585229, 0.624548, 0.634434, 0.636173, 0.63779, 0.638118, 0.63306, 0.618344, 0.589828, 0.545133, 0.485564, 0.415049, 0.337649, 0.256309, 0.172837, 0.0882614, 0.00335456, 2.45262e-07, 1.22237e-07, 6.0961e-08, 3.04115e-08, 1.51737e-08, 7.57153e-09, 3.77865e-09, 1.88573e-09, 9.40927e-10, 4.67772e-10, 2.31078e-10
0.26, 0.123852, 0.0698833, 0.0590918, 0.0714079, 0.0952108, 0.115146, 0.117966, 0.102568, 0.0830299, 0.0713016, 0.0664965, 0.0645092, 0.0635214, 0.0639821, 0.0673508, 0.0753455, 0.0893033, 0.109197, 0.133326, 0.159232, 0.184844, 0.208969, 0.23116, 0.251382, 0.259263, 0.259938, 0.259995, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.136148, 0.190117, 0.200908, 0.188592, 0.164789, 0.144854, 0.142034, 0.157432, 0.17697, 0.188698, 0.193504, 0.195491, 0.196479, 0.196018, 0.192649, 0.184655, 0.170697, 0.150803, 0.126674, 0.100768, 0.0751562, 0.0510312, 0.0288395, 0.00861759, 0.000736738, 6.16422e-05, 5.16229e-06, 4.38576e-07, 4.03722e-08, 5.32698e-09, 1.66336e-09, 6.28868e-10, 2.23884e-10, 2.34612e-11, 4.30098e-11
1.2873, 1.28727, 1.28722, 1.2872, 1.28722, 1.28725, 1.28727, 1.28728, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 2.62275e-05, 7.86634e-05, 0.000101037, 7.77475e-05, 4.96421e-05, 2.95485e-05, 1.80385e-05, 1.21673e-05, 8.83034e-06, 6.36102e-06, 4.41414e-06, 2.98134e-06, 1.98746e-06, 1.31446e-06, 8.60108e-07, 5.5279e-07, 3.45616e-07, 2.08198e-07, 1.19985e-07, 6.58536e-08, 3.42335e-08, 1.66295e-08, 7.27789e-09, 2.5611e-09, 5.94435e-10, 1.16334e-10, 2.18116e-11, 4.04016e-12, 7.45845e-13, 1.37905e-13, 2.68367e-14, 5.09476e-15, 7.84743e-16, -4.63632e-16, -2.78431e-16
1.1845, 1.17532, 1.17078, 1.17371, 1.17911, 1.18181, 1.18316, 1.18383, 1.18417, 1.18433, 1.18442, 1.18446, 1.18448, 1.18449, 1.18449, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845
0, 0.00918321, 0.0137166, 0.0107937, 0.00538631, 0.0026879, 0.00134133, 0.000669356, 0.000334025, 0.000166687, 8.31808e-05, 4.15093e-05, 2.07141e-05, 1.03369e-05, 5.15835e-06, 2.57414e-06, 1.28456e-06, 6.41027e-07, 3.19888e-07, 1.59632e-07, 7.96604e-08, 3.97525e-08, 1.98375e-08, 9.8994e-09, 4.94004e-09, 2.4652e-09, 1.2302e-09, 6.13898e-10, 3.0635e-10, 1.52876e-10, 7.62898e-11, 3.80747e-11, 1.90015e-11, 9.48131e-12, 4.71357e-12, 2.3285e-12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
