0.1, 0.0983166, 0.0964479, 0.0959253, 0.0974613, 0.0986524, 0.0993154, 0.0996567, 0.0998285, 0.0999144, 0.0999573, 0.0999787, 0.0999894, 0.0999947, 0.0999974, 0.0999987, 0.0999993, 0.0999997, 0.0999998, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.00168339, 0.00355207, 0.00407474, 0.0025387, 0.00134755, 0.000684558, 0.000343253, 0.000171469, 8.55727e-05, 4.26978e-05, 2.13049e-05, 1.06309e-05, 5.30487e-06, 2.6472e-06, 1.321e-06, 6.59209e-07, 3.28961e-07, 1.64159e-07, 8.19194e-08, 4.08798e-08, 2.04e-08, 1.01801e-08, 5.08014e-09, 2.53516e-09, 1.26426e-09, 6.30325e-10, 3.14099e-10, 1.56693e-10
0.7, 0.664467, 0.646273, 0.682657, 0.690757, 0.691665, 0.691521, 0.692219, 0.694069, 0.696204, 0.697848, 0.698861, 0.699418, 0.699707, 0.699853, 0.699927, 0.699963, 0.699982, 0.699991, 0.699995, 0.699998, 0.699999, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.0355328, 0.0537267, 0.0173429, 0.00924261, 0.00833515, 0.00847858, 0.00778071, 0.00593066, 0.00379609, 0.00215228, 0.00113872, 0.000582156, 0.000293138, 0.000146722, 7.32822e-05, 3.65774e-05, 1.82536e-05, 9.10894e-06, 4.54555e-06, 2.26833e-06, 1.13195e-06, 5.64869e-07, 2.81885e-07, 1.4067e-07, 7.01508e-08, 3.49752e-08, 1.74286e-08, 8.69448e-09
0.68, 0.415307, 0.00495932, 0.0145587, 0.0306012, 0.0412059, 0.0437648, 0.0459948, 0.0558149, 0.0783174, 0.116723, 0.171028, 0.237926, 0.313148, 0.393272, 0.476096, 0.560343, 0.645274, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.264693, 0.675041, 0.665441, 0.649399, 0.638794, 0.636235, 0.634005, 0.624185, 0.601683, 0.563277, 0.508972, 0.442074, 0.366852, 0.286728, 0.203904, 0.119657, 0.0347261, 3.18711e-07, 1.58784e-07, 7.91725e-08, 3.94929e-08, 1.97039e-08, 9.83178e-09, 4.90613e-09, 2.44659e-09, 1.21978e-09, 6.07829e-10, 3.03223e-10
0.26, 0.240213, 0.110511, 0.0678973, 0.0591254, 0.0605158, 0.0626635, 0.0638514, 0.0661553, 0.0721134, 0.0836288, 0.101342, 0.124116, 0.149612, 0.175503, 0.200256, 0.223179, 0.244122, 0.258158, 0.259846, 0.259987, 0.259999, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.0197873, 0.149489, 0.192103, 0.200875, 0.199484, 0.197336, 0.196149, 0.193845, 0.187887, 0.176371, 0.158658, 0.135884, 0.110388, 0.0844968, 0.0597441, 0.0368213, 0.0158781, 0.00184235, 0.000154493, 1.29227e-05, 1.08868e-06, 9.57383e-08, 1.05039e-08, 2.0745e-09, 5.6062e-10, 3.4833e-10, 1.61044e-10, 8.51633e-11
1.2873, 1.2873, 1.2873, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.2104e-07, 3.06081e-06, 5.75938e-06, 4.98854e-06, 3.52696e-06, 2.34876e-06, 1.54347e-06, 1.0098e-06, 6.53198e-07, 4.13136e-07, 2.52687e-07, 1.48182e-07, 8.28757e-08, 4.40071e-08, 2.19787e-08, 1.00682e-08, 3.93624e-09, 1.05888e-09, 2.15034e-10, 4.07223e-11, 7.56465e-12, 1.39747e-12, 2.58062e-13, 4.78559e-14, 7.52453e-15, 1.22876e-15, 1.31036e-16, 1.36062e-17
1.1845, 1.18441, 1.18436, 1.18439, 1.18445, 1.18447, 1.18449, 1.18449, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845, 1.1845
0, 9.22675e-05, 0.000138306, 0.00010801, 5.38997e-05, 2.68973e-05, 1.34224e-05, 6.6981e-06, 3.34252e-06, 1.668e-06, 8.32372e-07, 4.15374e-07, 2.07282e-07, 1.03439e-07, 5.16185e-08, 2.57589e-08, 1.28543e-08, 6.41463e-09, 3.20106e-09, 1.59741e-09, 7.97144e-10, 3.97795e-10, 1.98509e-10, 9.90615e-11, 4.94349e-11, 2.46528e-11, 1.22912e-11, 6.12485e-12, 3.05547e-12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
