0.999968, 0.999993, 1.00268, 1.01676, 1.05347, 1.09609, 1.11637, 1.11883, 1.1165, 1.11449, 1.11369, 1.11335, 1.11347, 1.11359, 1.11349, 1.11357, 1.11351, 1.11371, 1.11368, 1.11371, 1.1136, 1.11363, 1.11362, 1.11374, 1.11365, 1.11362, 1.11366, 1.11364, 1.11372, 1.11376, 1.11365, 1.11372, 1.11361, 1.11353, 1.11358, 1.11357, 1.1136, 1.11361, 1.11354, 1.11357, 1.11364, 1.11369, 1.11343, 1.11352, 1.11363, 1.1136, 1.11373, 1.11354, 1.11349, 1.11359, 1.11346, 1.11363, 1.11377, 1.11358, 1.1138, 1.11367, 1.11365, 1.11379, 1.1136, 1.11385, 1.11348, 1.11359, 1.11363, 1.11352, 1.11368, 1.11379, 1.11356, 1.11362, 1.11381, 1.11369, 1.11369, 1.11376, 1.1138, 1.11377, 1.11376, 1.11342, 1.11369, 1.1137, 1.11373, 1.11359, 1.11353, 1.1137, 1.11377, 1.11364, 1.11373, 1.1136, 1.11359, 1.11375, 1.11362, 1.11354
1.00004, 1.00011, 1.00161, 1.00963, 1.02476, 1.04482, 1.0656, 1.08365, 1.09718, 1.10599, 1.11161, 1.11499, 1.1169, 1.11798, 1.11848, 1.11893, 1.11895, 1.11914, 1.11914, 1.11916, 1.11918, 1.11919, 1.11924, 1.11941, 1.11919, 1.11923, 1.11934, 1.11929, 1.11925, 1.11916, 1.11931, 1.1192, 1.11909, 1.11941, 1.11931, 1.1193, 1.11947, 1.11941, 1.11941, 1.11933, 1.11925, 1.1195, 1.11936, 1.11906, 1.11941, 1.11922, 1.11933, 1.11917, 1.11916, 1.11939, 1.11926, 1.11936, 1.11931, 1.11926, 1.11931, 1.11934, 1.11925, 1.11929, 1.11922, 1.11921, 1.11931, 1.1194, 1.1192, 1.11914, 1.11943, 1.11902, 1.11946, 1.11938, 1.11938, 1.1195, 1.11923, 1.11935, 1.11904, 1.11938, 1.11915, 1.11937, 1.11929, 1.1194, 1.11937, 1.11923, 1.11929, 1.1195, 1.11913, 1.11919, 1.11919, 1.11923, 1.11933, 1.11946, 1.11915, 1.11916
0.999929, 1.00002, 1.00276, 1.01583, 1.05425, 1.0991, 1.11891, 1.12123, 1.11932, 1.11761, 1.11676, 1.1166, 1.1168, 1.11676, 1.11687, 1.11682, 1.11684, 1.117, 1.11682, 1.11689, 1.11663, 1.11697, 1.11693, 1.11681, 1.11701, 1.1169, 1.11696, 1.11687, 1.11681, 1.11671, 1.11676, 1.11678, 1.11688, 1.11688, 1.11707, 1.11674, 1.11683, 1.11667, 1.11683, 1.11677, 1.11675, 1.11682, 1.11667, 1.11677, 1.11684, 1.11661, 1.11677, 1.11687, 1.117, 1.11675, 1.11692, 1.11689, 1.11696, 1.11685, 1.11681, 1.11687, 1.11687, 1.11679, 1.11692, 1.11701, 1.11689, 1.11691, 1.11689, 1.11685, 1.11688, 1.11667, 1.11667, 1.11677, 1.11691, 1.11691, 1.11688, 1.11689, 1.11664, 1.11703, 1.11686, 1.11679, 1.11702, 1.11699, 1.11694, 1.11696, 1.11674, 1.11693, 1.11683, 1.11672, 1.11699, 1.11688, 1.11691, 1.11685, 1.11683, 1.11702
0.99988, 1.00008, 1.00304, 1.01712, 1.054, 1.09511, 1.11401, 1.11469, 1.11058, 1.10733, 1.10608, 1.10582, 1.1059, 1.10585, 1.10606, 1.10621, 1.10615, 1.10603, 1.10624, 1.10613, 1.10598, 1.10598, 1.10609, 1.10626, 1.10613, 1.1062, 1.10612, 1.1062, 1.10622, 1.1061, 1.10608, 1.10635, 1.1061, 1.10599, 1.10609, 1.10629, 1.10598, 1.10613, 1.10608, 1.10601, 1.10597, 1.10619, 1.10611, 1.10616, 1.10606, 1.10612, 1.10619, 1.10608, 1.10609, 1.10596, 1.10609, 1.10609, 1.10603, 1.10612, 1.10604, 1.10621, 1.10616, 1.10617, 1.10603, 1.10603, 1.10608, 1.10627, 1.10615, 1.10595, 1.10616, 1.10626, 1.10597, 1.10603, 1.10596, 1.10608, 1.10601, 1.10613, 1.10609, 1.10614, 1.10619, 1.10607, 1.10616, 1.10607, 1.10626, 1.10602, 1.10612, 1.10609, 1.10619, 1.10605, 1.10589, 1.10613, 1.10609, 1.10604, 1.1061, 1.10602
0.999852, 0.99997, 1.0017, 1.01181, 1.02952, 1.0514, 1.07289, 1.09031, 1.10296, 1.11122, 1.11634, 1.11959, 1.12124, 1.12235, 1.12285, 1.12336, 1.12339, 1.12358, 1.12371, 1.12376, 1.12359, 1.12354, 1.12373, 1.12379, 1.12361, 1.12379, 1.1239, 1.12367, 1.12376, 1.12386, 1.12353, 1.12382, 1.1237, 1.12381, 1.12405, 1.1237, 1.12377, 1.12379, 1.1237, 1.12364, 1.12378, 1.12381, 1.1238, 1.12373, 1.12374, 1.12365, 1.12395, 1.12377, 1.12376, 1.12377, 1.12393, 1.12381, 1.12384, 1.12375, 1.1237, 1.12392, 1.12376, 1.12375, 1.12372, 1.12369, 1.1239, 1.12379, 1.12362, 1.12378, 1.12387, 1.12376, 1.12383, 1.12379, 1.12361, 1.12387, 1.12378, 1.12381, 1.12361, 1.12376, 1.1239, 1.12387, 1.12375, 1.12375, 1.12389, 1.12386, 1.12388, 1.12368, 1.12391, 1.12386, 1.12396, 1.12374, 1.12382, 1.12376, 1.12373, 1.12381
1.00001, 1.00019, 1.00181, 1.00999, 1.02516, 1.0466, 1.0706, 1.09128, 1.10576, 1.11478, 1.12023, 1.12346, 1.1255, 1.12648, 1.12708, 1.12753, 1.12803, 1.128, 1.12804, 1.12801, 1.12811, 1.12803, 1.12818, 1.12824, 1.12834, 1.12826, 1.12806, 1.12806, 1.1282, 1.12821, 1.128, 1.12809, 1.12821, 1.12812, 1.12819, 1.12822, 1.12828, 1.12825, 1.1282, 1.12815, 1.12798, 1.12829, 1.12822, 1.12821, 1.12799, 1.12823, 1.12836, 1.12812, 1.12805, 1.1282, 1.12818, 1.12833, 1.12826, 1.12819, 1.12805, 1.12824, 1.12819, 1.1283, 1.12833, 1.12812, 1.12804, 1.1281, 1.12826, 1.1283, 1.128, 1.12802, 1.12806, 1.12813, 1.1282, 1.1281, 1.1283, 1.12808, 1.12812, 1.12829, 1.12819, 1.12823, 1.12828, 1.12819, 1.12821, 1.12819, 1.12803, 1.12822, 1.12807, 1.12813, 1.12794, 1.1282, 1.12809, 1.12824, 1.12804, 1.12823
0.999783, 1.00027, 1.00427, 1.01467, 1.0334, 1.0602, 1.08802, 1.10948, 1.12287, 1.13023, 1.1342, 1.13604, 1.13702, 1.13769, 1.13771, 1.13772, 1.13809, 1.13803, 1.13801, 1.13806, 1.13794, 1.13809, 1.13799, 1.13796, 1.13797, 1.13809, 1.1381, 1.13809, 1.13797, 1.13817, 1.1382, 1.13814, 1.13822, 1.13795, 1.13799, 1.13807, 1.13786, 1.13807, 1.13797, 1.13809, 1.13789, 1.13818, 1.13812, 1.13808, 1.13815, 1.13809, 1.13807, 1.13822, 1.13798, 1.1381, 1.13788, 1.13802, 1.13832, 1.13794, 1.13823, 1.13804, 1.13802, 1.13809, 1.13804, 1.13808, 1.13783, 1.13802, 1.13802, 1.13813, 1.13791, 1.13793, 1.13788, 1.13813, 1.13802, 1.13834, 1.13802, 1.13823, 1.13807, 1.13816, 1.13809, 1.13803, 1.13807, 1.13808, 1.1379, 1.1381, 1.13819, 1.13803, 1.1381, 1.13791, 1.1382, 1.13794, 1.1379, 1.13793, 1.13804, 1.13819
1.00003, 0.999948, 1.00196, 1.00999, 1.0244, 1.04489, 1.06839, 1.09008, 1.10703, 1.11817, 1.12481, 1.12839, 1.13067, 1.13189, 1.1327, 1.13316, 1.13321, 1.1332, 1.13339, 1.13342, 1.13348, 1.13331, 1.13349, 1.13349, 1.13335, 1.13338, 1.13356, 1.13344, 1.13342, 1.13332, 1.13345, 1.13345, 1.13344, 1.13344, 1.13338, 1.13355, 1.13344, 1.13331, 1.13342, 1.13353, 1.13335, 1.13346, 1.13338, 1.13336, 1.13346, 1.13345, 1.13343, 1.1333, 1.13355, 1.13345, 1.13329, 1.13339, 1.13344, 1.1335, 1.13336, 1.1334, 1.13345, 1.13342, 1.13329, 1.13322, 1.13332, 1.13352, 1.13337, 1.13348, 1.13337, 1.13336, 1.13361, 1.13363, 1.13329, 1.13337, 1.1335, 1.13321, 1.13349, 1.13345, 1.13335, 1.13347, 1.13341, 1.13343, 1.1334, 1.13332, 1.13337, 1.13356, 1.13343, 1.13343, 1.13354, 1.13358, 1.13337, 1.1333, 1.13349, 1.13328
1.0001, 0.999878, 1.00208, 1.01231, 1.0416, 1.08816, 1.11843, 1.12642, 1.12497, 1.12224, 1.12051, 1.12009, 1.1201, 1.12037, 1.12019, 1.12042, 1.12031, 1.12042, 1.12035, 1.12033, 1.12038, 1.12025, 1.12034, 1.12035, 1.12025, 1.12054, 1.12019, 1.12045, 1.12029, 1.12041, 1.12021, 1.12037, 1.12051, 1.12039, 1.12033, 1.12039, 1.12045, 1.12038, 1.12044, 1.12049, 1.12035, 1.12045, 1.12059, 1.12051, 1.12029, 1.12034, 1.12057, 1.12047, 1.12037, 1.12032, 1.12036, 1.12046, 1.12029, 1.12033, 1.12031, 1.12054, 1.12041, 1.12038, 1.12039, 1.12051, 1.12032, 1.12027, 1.12041, 1.12029, 1.12039, 1.12038, 1.12046, 1.1203, 1.12042, 1.12051, 1.12057, 1.12042, 1.12049, 1.12031, 1.1204, 1.12046, 1.12038, 1.12041, 1.12031, 1.12019, 1.1204, 1.12033, 1.12045, 1.12035, 1.12038, 1.12036, 1.12037, 1.12057, 1.12035, 1.1205
1.00004, 1.00001, 1.00258, 1.0136, 1.04385, 1.0881, 1.11594, 1.12189, 1.11836, 1.11404, 1.11157, 1.11054, 1.11049, 1.11069, 1.11075, 1.11098, 1.111, 1.11102, 1.11093, 1.111, 1.11102, 1.11093, 1.11118, 1.11112, 1.11108, 1.11102, 1.11118, 1.11097, 1.1109, 1.11092, 1.11079, 1.11086, 1.1111, 1.11082, 1.11105, 1.11091, 1.11083, 1.11097, 1.11089, 1.11105, 1.11103, 1.11103, 1.11098, 1.11082, 1.11092, 1.11096, 1.11102, 1.111, 1.11079, 1.11081, 1.11095, 1.11107, 1.11085, 1.11111, 1.11093, 1.11108, 1.11088, 1.11109, 1.11103, 1.11103, 1.11095, 1.11108, 1.11098, 1.11101, 1.11096, 1.11093, 1.11095, 1.11115, 1.11092, 1.11082, 1.11107, 1.11085, 1.11099, 1.11092, 1.11104, 1.11105, 1.11094, 1.11095, 1.11096, 1.11112, 1.11103, 1.11082, 1.11111, 1.11078, 1.11108, 1.11095, 1.11096, 1.11098, 1.11101, 1.11105
