0.1, 0.0939276, 0.0721918, 0.0732842, 0.0846074, 0.0921165, 0.09608, 0.0980587, 0.0990368, 0.099521, 0.0997615, 0.0998811, 0.0999407, 0.0829529, 0.0629798, 0.049912, 0.0423535, 0.0382224, 0.0360398, 0.0349114, 0.0343363, 0.0340457, 0.0338997, 0.0338266, 0.03379, 0.0337718, 0.0337627, 0.0337581, 0.0508558, 0.0734544, 0.0868841, 0.0936167, 0.0968761, 0.0984595, 0.0992363, 0.0996202, 0.0998108, 0.0999057, 0.099953, 0.0999765, 0.0999883, 0.0999942, 0.0999971, 0.0999985, 0.0999993, 0.0999996, 0.0999998, 0.0999999, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1
0, 0.00607239, 0.0278082, 0.0267158, 0.0153926, 0.0078835, 0.00392005, 0.00194131, 0.000963171, 0.000478951, 0.000238538, 0.000118911, 5.93074e-05, 0.0170471, 0.0370202, 0.050088, 0.0576465, 0.0617776, 0.0639602, 0.0650886, 0.0656637, 0.0659543, 0.0661003, 0.0661734, 0.06621, 0.0662282, 0.0662373, 0.0662419, 0.0491442, 0.0265456, 0.0131159, 0.00638327, 0.00312394, 0.00154047, 0.000763686, 0.000379777, 0.00018918, 9.43199e-05, 4.70465e-05, 2.3472e-05, 1.17117e-05, 5.84411e-06, 2.91627e-06, 1.45527e-06, 7.2621e-07, 3.62396e-07, 1.80844e-07, 9.02455e-08, 4.50347e-08, 2.24734e-08, 1.12148e-08, 5.59646e-09, 2.79293e-09, 1.39377e-09, 6.95584e-10, 3.47228e-10, 1.73189e-10
0.7, 0.623854, 0.611905, 0.683727, 0.693554, 0.6942, 0.693155, 0.691768, 0.690926, 0.691306, 0.692963, 0.695202, 0.697151, 0.69065, 0.694524, 0.695719, 0.695834, 0.695576, 0.695251, 0.695021, 0.694934, 0.694953, 0.695009, 0.695057, 0.695081, 0.695085, 0.695077, 0.695069, 0.694797, 0.693993, 0.693095, 0.692274, 0.691545, 0.690983, 0.690908, 0.691806, 0.69372, 0.69592, 0.697658, 0.698752, 0.69936, 0.699677, 0.699838, 0.699919, 0.69996, 0.69998, 0.69999, 0.699995, 0.699998, 0.699999, 0.699999, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7
0, 0.0761456, 0.0880951, 0.0162734, 0.00644649, 0.00579963, 0.00684506, 0.00823244, 0.00907449, 0.00869444, 0.0070373, 0.00479821, 0.00284875, 0.00934985, 0.00547568, 0.00428097, 0.00416633, 0.00442376, 0.00474897, 0.00497939, 0.00506583, 0.00504745, 0.00499085, 0.00494253, 0.00491863, 0.00491547, 0.00492267, 0.00493131, 0.00520262, 0.00600661, 0.00690451, 0.00772636, 0.00845479, 0.00901676, 0.009092, 0.00819414, 0.00627986, 0.00408025, 0.00234164, 0.00124757, 0.000639935, 0.000322685, 0.000161596, 8.07253e-05, 4.02945e-05, 2.01088e-05, 1.00348e-05, 5.00755e-06, 2.49888e-06, 1.247e-06, 6.22282e-07, 3.10534e-07, 1.54973e-07, 7.73367e-08, 3.85962e-08, 1.92668e-08, 9.60983e-09
0.68, 0.399915, 0.00295412, 0.0144327, 0.0391488, 0.0601018, 0.0648153, 0.0558649, 0.0453802, 0.0420793, 0.0478143, 0.0644931, 0.0955077, 0.0561708, 0.0591895, 0.0806457, 0.0999356, 0.111449, 0.114867, 0.112974, 0.109427, 0.106707, 0.105541, 0.105548, 0.106055, 0.106563, 0.106853, 0.106925, 0.105676, 0.0967504, 0.0807605, 0.0643467, 0.0520344, 0.0443987, 0.0409983, 0.0427414, 0.0522221, 0.0733111, 0.109647, 0.161961, 0.227392, 0.301697, 0.381299, 0.463842, 0.547944, 0.632817, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68
0, 0.280085, 0.677046, 0.665567, 0.640851, 0.619898, 0.615185, 0.624135, 0.63462, 0.637921, 0.632186, 0.615507, 0.584492, 0.623829, 0.620811, 0.599354, 0.580064, 0.568551, 0.565133, 0.567026, 0.570573, 0.573293, 0.574459, 0.574452, 0.573945, 0.573437, 0.573147, 0.573075, 0.574324, 0.58325, 0.59924, 0.615653, 0.627966, 0.635601, 0.639002, 0.637259, 0.627778, 0.606689, 0.570353, 0.518039, 0.452608, 0.378303, 0.298701, 0.216158, 0.132056, 0.0471826, 3.51221e-07, 1.74952e-07, 8.72266e-08, 4.35087e-08, 2.1707e-08, 1.08311e-08, 5.405e-09, 2.69721e-09, 1.34607e-09, 6.71939e-10, 3.35078e-10
0.26, 0.247896, 0.103675, 0.0654789, 0.059739, 0.0653591, 0.070741, 0.0711477, 0.0679361, 0.0649122, 0.064562, 0.068144, 0.076903, 0.0778505, 0.0716886, 0.0749737, 0.0823196, 0.0889528, 0.0928136, 0.0938937, 0.0932703, 0.0921571, 0.091312, 0.0909489, 0.0909508, 0.09111, 0.0912694, 0.0913604, 0.0912735, 0.0896327, 0.0851075, 0.0787462, 0.0725437, 0.0677283, 0.0646338, 0.0634929, 0.0649992, 0.0704143, 0.0812309, 0.098207, 0.120458, 0.145762, 0.171737, 0.196729, 0.219943, 0.241176, 0.257355, 0.259778, 0.259981, 0.259998, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26, 0.26
0, 0.0121035, 0.156325, 0.194521, 0.200261, 0.194641, 0.189259, 0.188852, 0.192064, 0.195088, 0.195438, 0.191856, 0.183097, 0.18215, 0.188311, 0.185026, 0.17768, 0.171047, 0.167186, 0.166106, 0.16673, 0.167843, 0.168688, 0.169051, 0.169049, 0.16889, 0.168731, 0.16864, 0.168726, 0.170367, 0.174893, 0.181254, 0.187456, 0.192272, 0.195366, 0.196507, 0.195001, 0.189586, 0.178769, 0.161793, 0.139542, 0.114238, 0.0882626, 0.0632712, 0.0400571, 0.0188241, 0.00264514, 0.000222196, 1.8582e-05, 1.56226e-06, 1.3592e-07, 1.40006e-08, 2.71645e-09, 9.20119e-10, 1.76926e-10, 1.46035e-10, 1.18461e-10
1.2873, 1.2873, 1.28729, 1.28728, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.28729, 1.28728, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28727, 1.28728, 1.28728, 1.28729, 1.28729, 1.28729, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873, 1.2873
0, 1.14629e-07, 1.1524e-05, 1.74577e-05, 1.42396e-05, 9.81514e-06, 6.40367e-06, 4.16955e-06, 2.75973e-06, 1.84363e-06, 1.22605e-06, 8.03892e-07, 5.15776e-07, 1.30705e-05, 2.28878e-05, 2.75118e-05, 2.88479e-05, 2.87453e-05, 2.83424e-05, 2.81282e-05, 2.81719e-05, 2.83548e-05, 2.85412e-05, 2.86587e-05, 2.87006e-05, 2.86943e-05, 2.86709e-05, 2.86507e-05, 2.38412e-05, 1.67402e-05, 1.14027e-05, 7.7735e-06, 5.30667e-06, 3.60594e-06, 2.4304e-06, 1.62277e-06, 1.07139e-06, 6.96359e-07, 4.42233e-07, 2.71837e-07, 1.60377e-07, 9.03079e-08, 4.83255e-08, 2.43738e-08, 1.13376e-08, 4.57571e-09, 1.31453e-09, 2.72565e-10, 5.18991e-11, 9.65592e-12, 1.78472e-12, 3.2929e-13, 6.1938e-14, 1.15851e-14, 1.4354e-15, 1.68879e-16, -3.83139e-19
