1.0072,1.0179,1.0045,0.99441,0.99495,0.99937,1.0057,1.0027,0.99351,0.98995,1.0117,1.0168,0.99599,0.98328,0.99999,1.0007,0.99895,0.99527,0.99456,0.99983,0.99997,0.99608,1.0107,1.0062,1.0629,1.1102,1.0917,1.0403,1.0223,1.0088,1.0121,1.0158,1.0371,1.0251,1.0219,1.0178,1.0275,1.037,1.003,1.0155,1.0124,1.0243,1.0232,1.0376,1.0244,1.0173,1.0183,1.0133,1.0304,1.0265,1.0366,1.0349,1.0289,1.0229,1.0282,1.0165,1.0201,1.0313,1.0413,1.0282,1.0294,1.0202,1.0142,1.023,1.0479,1.0256,1.026,1.0252,1.0284,1.0235,1.0207,1.0324,1.0404,1.0402,1.037,1.0527,1.0282,1.0398,1.0314,1.0223,1.0368,1.0031,1.011,1.0323,1.0154,1.015,1.0039,1.0193,1.0097,1.0168,1.0374,1.0456,1.0394,1.0268,1.03,1.0299,1.0362,1.0615,1.0277,1.0212,1.0427
1.007,1.0053,1.006,0.99462,0.99725,0.99757,1.001,0.99665,0.99366,0.99329,0.99245,0.99255,0.99254,1.0008,1.002,1.0065,1.0005,1.0155,1.0092,1.0027,1.0041,0.99269,1.0113,1.0121,1.1851,1.1829,1.1218,1.0643,1.0354,1.0081,1.0029,1.0078,1.0067,1.0024,1.0091,1.0093,1.0155,1.0163,1.0128,1.0078,1.0132,1.0155,1.0281,1.0259,1.0176,1.0238,1.0178,1.019,1.0443,1.0278,1.0393,1.0428,1.0356,1.0323,1.045,1.0315,1.0337,1.0305,1.0289,1.0378,1.0484,1.0571,1.0531,1.0303,1.0416,1.024,1.0596,1.051,1.063,1.0655,1.0574,1.0513,1.0807,1.0672,1.0635,1.0759,1.0653,1.0677,1.0395,1.0452,1.0562,1.035,1.033,1.0507,1.0627,1.0419,1.0572,1.0542,1.0533,1.0432,1.0605,1.0752,1.0685,1.0607,1.0682,1.0704,1.0674,1.0733,1.0784,1.0916,1.0816
1.0378,1.0204,1.0138,1.0026,0.99428,1.0166,1.0039,0.99601,1.0066,1.0065,0.99818,0.99294,0.98558,0.99061,0.98876,1.001,0.98693,0.99252,1.0045,0.99822,0.9922,0.99824,1.0036,1.0305,1.1596,1.1537,1.1327,1.0761,1.0363,1.0175,0.99321,1.011,0.99489,1.012,1.0098,1.0176,1.0032,1.0171,1.0093,1.0086,1.0216,1.0146,1.0333,1.0364,1.0095,1.0148,1.0165,1.0295,1.0261,1.0156,1.031,1.0323,1.0235,1.0448,1.038,1.054,1.0566,1.0392,1.0552,1.0388,1.038,1.0321,1.063,1.0651,1.0772,1.0603,1.0598,1.0731,1.0794,1.066,1.0574,1.0414,1.0503,1.0437,1.063,1.0624,1.0484,1.0671,1.0411,1.0527,1.0414,1.0411,1.033,1.0535,1.0693,1.0529,1.0497,1.0335,1.0509,1.0763,1.098,1.0918,1.0665,1.0735,1.0531,1.0408,1.0541,1.0671,1.0657,1.0657,1.0457
1.0588,1.0387,1.0139,1.0003,1.0017,0.99707,1.0045,0.99639,0.99689,1.0001,0.98953,0.99426,0.98999,0.99189,1.0007,0.99459,0.99179,1.0021,0.99817,0.99743,0.99077,0.98906,0.99619,1.1612,1.1755,1.1668,1.1547,1.1231,1.0913,1.0703,1.0517,1.0558,1.0684,1.0633,1.0867,1.065,1.0644,1.0844,1.0978,1.0901,1.0759,1.0729,1.057,1.0803,1.0845,1.0792,1.0819,1.098,1.1141,1.102,1.1054,1.1048,1.1047,1.12,1.1244,1.1248,1.1217,1.1043,1.1101,1.116,1.1276,1.1186,1.1251,1.1059,1.1136,1.0795,1.0778,1.1,1.1108,1.1095,1.0943,1.106,1.1317,1.12,1.1186,1.1225,1.1006,1.1023,1.0847,1.109,1.1247,1.1056,1.1035,1.1228,1.1003,1.1103,1.1295,1.1113,1.1046,1.1065,1.111,1.1144,1.1125,1.1161,1.1245,1.1343,1.1483,1.1361,1.1213,1.1219,1.1296
1.0409,1.0283,1.0072,1.0029,1.0017,0.99374,0.99168,0.99813,0.99757,1.001,0.99878,0.99183,1.0019,0.99454,0.99499,1.0012,0.99053,0.99857,0.9995,1.006,0.99397,0.99217,1.0323,1.112,1.1911,1.1924,1.1726,1.1363,1.0834,1.0532,1.0347,1.0406,1.0434,1.0575,1.06,1.0594,1.0718,1.0643,1.0787,1.0763,1.0637,1.0629,1.0516,1.077,1.083,1.0984,1.0936,1.0922,1.0791,1.0665,1.0699,1.0918,1.0937,1.0903,1.0943,1.0915,1.0991,1.1058,1.0932,1.0888,1.0782,1.0715,1.0769,1.0956,1.1108,1.0938,1.0891,1.0932,1.1026,1.1014,1.0769,1.0783,1.1042,1.1031,1.1034,1.1018,1.0928,1.1037,1.0781,1.0725,1.1068,1.0957,1.0711,1.0882,1.0951,1.0715,1.0957,1.1052,1.1104,1.0855,1.0772,1.0808,1.0806,1.1112,1.118,1.1144,1.1148,1.0953,1.0935,1.0895,1.0963
1.0304,1.0303,1.0171,1.0095,0.99059,0.98085,0.98649,0.9867,1.0089,0.98216,0.99538,0.98552,0.9926,1.0001,1.0089,1.0018,0.98803,1.0073,1.019,1.0089,1.02,1.0085,1.0961,1.1618,1.1742,1.1527,1.1384,1.1124,1.0907,1.0582,1.047,1.0422,1.0414,1.027,1.0502,1.0538,1.0378,1.0211,1.0446,1.0849,1.0947,1.099,1.117,1.0781,1.0933,1.0889,1.0921,1.0941,1.11,1.1033,1.1086,1.1099,1.0994,1.0806,1.0963,1.0892,1.1102,1.0969,1.1039,1.0937,1.1073,1.0996,1.117,1.1008,1.1152,1.0942,1.1042,1.11,1.1163,1.1172,1.1094,1.1142,1.1192,1.1195,1.1166,1.1251,1.1273,1.1375,1.1117,1.1253,1.1249,1.1123,1.1103,1.1206,1.1196,1.1025,1.1165,1.1194,1.1053,1.0925,1.1106,1.1122,1.1017,1.0979,1.1033,1.0947,1.1218,1.1199,1.1103,1.1116,1.1192
0.99108,0.99732,0.9934,1.0045,1.0031,1.0002,0.9957,0.99858,1.0041,1.0066,1.0003,1.0035,1.0012,0.99306,0.9938,0.99781,1.009,0.99485,0.99749,1.0055,0.99001,0.99305,1.0597,1.0824,1.0957,1.0773,1.0444,1.0302,1.0237,1.0148,0.99568,1.0091,1.0043,0.99948,0.99767,0.99306,1.0055,1.0038,1.0039,1.0035,0.99874,1.0031,1.0035,0.99518,1.0105,0.99989,1.0036,1.0158,1.0273,1.0179,1.0198,1.0222,1.0359,1.035,1.0259,1.0248,1.0145,1.0234,1.0325,1.0242,1.0179,1.0074,1.0234,1.0131,1.0165,1.0007,1.0087,1.0268,1.0225,1.0152,1.0143,1.0168,1.0283,1.0159,1.015,1.025,1.0302,1.0391,1.0258,1.0186,1.0256,1.0244,1.0143,1.0279,1.0323,1.0213,1.0195,1.0297,1.0265,1.0139,1.0179,1.026,1.0287,1.0355,1.0457,1.0433,1.0262,1.0275,1.0287,1.0399,1.0341
1.0112,0.99863,0.99157,1.009,1.0035,1.0089,0.99461,0.99864,0.99839,0.98893,0.98131,1.0024,1.0052,0.99652,0.99167,0.99062,0.99947,1.0079,1.0185,1.0144,0.99984,1.0313,1.1219,1.0856,1.0959,1.105,1.1146,1.0885,1.0461,1.0175,0.99497,0.99895,0.99459,0.99668,1.0101,1.027,1.0437,1.0391,1.0438,1.0329,1.0272,1.0404,1.0344,1.0346,1.0415,1.0129,1.0326,1.03,1.0381,1.0079,1.0095,1.0243,1.0264,1.0191,1.0485,1.0371,1.0493,1.0427,1.0705,1.0492,1.0869,1.0796,1.0782,1.0517,1.0645,1.0133,1.0438,1.0491,1.0656,1.0743,1.0678,1.0777,1.0727,1.0508,1.0411,1.0454,1.0364,1.0478,1.0394,1.0392,1.0549,1.0382,1.0269,1.0263,1.0386,1.0183,1.0247,1.0215,1.0143,1.0198,1.0421,1.0098,0.99219,1.0195,1.0017,1.0264,1.0104,1.0129,1.0275,1.0165,1.0383
1.0501,1.0228,1.0068,1.0073,0.99763,0.98249,0.99511,1.0093,1.0001,1.0024,0.99931,0.98977,1.0024,1.0004,1.0017,1.0022,0.98799,0.98679,1.0037,1.0019,0.99278,0.99528,1.0967,1.0851,1.0847,1.0486,1.0107,1.015,1.0212,1.0116,1.0201,1.008,1.0052,1.0151,1.0037,0.99147,1.0027,1.0017,0.99335,0.99845,0.99973,1.003,0.98405,0.99753,0.99355,1.0029,0.99562,1.0162,0.99808,0.99467,1.0211,0.99972,1.0104,1.0061,1.0146,1.008,1.0156,1.0094,1.0166,1.0282,1.0261,1.0214,1.0298,1.0171,1.029,1.0202,1.0381,1.0397,1.0307,1.0619,1.0456,1.0437,1.0413,1.0577,1.0599,1.0539,1.0407,1.0552,1.0396,1.0268,1.0343,1.0372,1.0313,1.0349,1.0429,1.031,1.0404,1.0368,1.0413,1.0332,1.0317,1.0554,1.0667,1.0535,1.0548,1.0604,1.0669,1.0532,1.0714,1.081,1.0759
0.98904,0.99958,1.0113,1.0084,1.0018,0.99902,1.0092,0.99547,1.001,1.0013,1.0036,0.99508,0.99912,0.99999,0.99322,0.9969,1.0022,0.98893,0.99918,0.99474,0.99308,1.0029,1.0137,0.99482,1.0894,1.1544,1.1614,1.1155,1.0929,1.06,1.0271,1.0215,1.0101,0.99913,1.0059,1.0218,0.99859,1.0064,0.99839,1.0115,1.0237,1.0295,1.0299,1.0216,1.0245,1.031,1.0262,1.0301,1.0218,1.0284,1.0301,1.0339,1.0314,1.0449,1.043,1.0387,1.046,1.0513,1.0507,1.0452,1.0499,1.0465,1.0538,1.0577,1.0727,1.0902,1.0878,1.0939,1.1161,1.136,1.1437,1.158,1.1407,1.105,1.0967,1.0929,1.0953,1.0953,1.0828,1.0797,1.0846,1.0885,1.0864,1.0814,1.111,1.1185,1.0881,1.0897,1.1124,1.0921,1.0912,1.0958,1.1077,1.1046,1.1267,1.1216,1.1164,1.0874,1.1004,1.1036,1.1432
