0.1, 0.0946735, 0.0886377, 0.0843392, 0.0815851, 0.0799945, 0.0847716, 0.0909023, 0.0946179, 0.0966944, 0.097885, 0.098587, 0.0990081, 0.0992631, 0.0994184, 0.0995133, 0.0995714, 0.099607, 0.0996289, 0.0996423, 0.0996505, 0.0996556, 0.0996587, 0.0996606, 0.0996618, 0.0996625, 0.099663, 0.0996633, 0.0996635, 0.0996636, 0.0996637, 0.0996637, 0.0996637, 0.0996638, 0.0996638, 0.0996638, 0.0996638, 0.0996638, 0.0996639, 0.0996639, 0.0996639, 0.0996639, 0.0996639, 0.0996639, 0.0996639, 0.099664, 0.099664, 0.099664, 0.099664, 0.099664, 0.099664, 0.099664, 0.0996641, 0.0996641, 0.0996641, 0.0996641, 0.0996641, 0.0996641, 0.0996641, 0.0996641, 0.0996642, 0.0996642, 0.0996642, 0.0996642, 0.0996642, 0.0996642, 0.0996642, 0.0996643, 0.0996643, 0.0996643, 0.0996643, 0.0996643, 0.0996643, 0.0996643, 0.0996643, 0.0996644, 0.0996644, 0.0996644, 0.0996644, 0.0996644
0, 0.00532648, 0.0113623, 0.0156608, 0.0184149, 0.0200055, 0.0152284, 0.00909771, 0.00538209, 0.00330562, 0.00211503, 0.00141299, 0.000991925, 0.000736918, 0.000581613, 0.000486714, 0.000428609, 0.000392986, 0.000371129, 0.000357711, 0.000349468, 0.000344403, 0.000341287, 0.000339368, 0.000338185, 0.000337453, 0.000336999, 0.000336714, 0.000336534, 0.000336419, 0.000336343, 0.000336291, 0.000336254, 0.000336226, 0.000336204, 0.000336185, 0.000336168, 0.000336152, 0.000336138, 0.000336124, 0.00033611, 0.000336096, 0.000336082, 0.000336069, 0.000336056, 0.000336042, 0.000336029, 0.000336015, 0.000336002, 0.000335989, 0.000335975, 0.000335962, 0.000335948, 0.000335935, 0.000335922, 0.000335908, 0.000335895, 0.000335881, 0.000335868, 0.000335855, 0.000335841, 0.000335828, 0.000335815, 0.000335801, 0.000335788, 0.000335775, 0.000335761, 0.000335748, 0.000335734, 0.000335721, 0.000335708, 0.000335694, 0.000335681, 0.000335668, 0.000335654, 0.000335641, 0.000335627, 0.000335614, 0.000335601, 0.000335587
0.7, 0.676323, 0.695563, 0.699173, 0.699783, 0.699837, 0.699414, 0.697895, 0.697068, 0.697703, 0.698164, 0.69827, 0.698227, 0.698189, 0.698203, 0.698243, 0.698275, 0.698284, 0.698277, 0.698265, 0.698255, 0.698251, 0.69825, 0.69825, 0.698251, 0.69825, 0.69825, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.698249, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825, 0.69825
0, 0.0236774, 0.00443686, 0.00082709, 0.000217209, 0.000163263, 0.000585757, 0.00210482, 0.0029318, 0.00229699, 0.00183608, 0.00173036, 0.00177324, 0.00181134, 0.00179703, 0.00175664, 0.00172548, 0.00171635, 0.00172341, 0.00173543, 0.00174464, 0.00174896, 0.00174988, 0.00174961, 0.00174948, 0.00174982, 0.00175039, 0.0017509, 0.0017512, 0.00175133, 0.00175135, 0.00175135, 0.00175134, 0.00175135, 0.00175135, 0.00175135, 0.00175133, 0.00175131, 0.00175129, 0.00175126, 0.00175124, 0.00175121, 0.00175119, 0.00175116, 0.00175113, 0.0017511, 0.00175108, 0.00175105, 0.00175102, 0.00175099, 0.00175097, 0.00175094, 0.00175091, 0.00175088, 0.00175086, 0.00175083, 0.0017508, 0.00175077, 0.00175074, 0.00175072, 0.00175069, 0.00175066, 0.00175063, 0.00175061, 0.00175058, 0.00175055, 0.00175052, 0.0017505, 0.00175047, 0.00175044, 0.00175041, 0.00175038, 0.00175036, 0.00175033, 0.0017503, 0.00175027, 0.00175025, 0.00175022, 0.00175019, 0.00175016
0.68, 0.0157231, 0.0218582, 0.0600487, 0.11514, 0.174727, 0.22266, 0.20581, 0.1274, 0.0925937, 0.0913396, 0.0972953, 0.10098, 0.101726, 0.101887, 0.102915, 0.104629, 0.106231, 0.107174, 0.107412, 0.10722, 0.106904, 0.106647, 0.10649, 0.106405, 0.10635, 0.106303, 0.106258, 0.106219, 0.106189, 0.10617, 0.106159, 0.106152, 0.106148, 0.106145, 0.106144, 0.106143, 0.106143, 0.106144, 0.106145, 0.106147, 0.106149, 0.10615, 0.106152, 0.106154, 0.106156, 0.106158, 0.10616, 0.106162, 0.106164, 0.106166, 0.106168, 0.10617, 0.106173, 0.106175, 0.106177, 0.106179, 0.106181, 0.106183, 0.106185, 0.106187, 0.106189, 0.106191, 0.106193, 0.106195, 0.106197, 0.1062, 0.106202, 0.106204, 0.106206, 0.106208, 0.10621, 0.106212, 0.106214, 0.106216, 0.106218, 0.10622, 0.106222, 0.106224, 0.106226
0, 0.664277, 0.658142, 0.619951, 0.56486, 0.505273, 0.45734, 0.47419, 0.5526, 0.587406, 0.58866, 0.582705, 0.57902, 0.578274, 0.578113, 0.577085, 0.575371, 0.573769, 0.572826, 0.572588, 0.57278, 0.573096, 0.573353, 0.57351, 0.573595, 0.57365, 0.573697, 0.573742, 0.573781, 0.573811, 0.57383, 0.573841, 0.573848, 0.573852, 0.573855, 0.573856, 0.573857, 0.573857, 0.573856, 0.573855, 0.573853, 0.573851, 0.57385, 0.573848, 0.573846, 0.573844, 0.573842, 0.57384, 0.573838, 0.573836, 0.573834, 0.573832, 0.57383, 0.573827, 0.573825, 0.573823, 0.573821, 0.573819, 0.573817, 0.573815, 0.573813, 0.573811, 0.573809, 0.573807, 0.573805, 0.573803, 0.5738, 0.573798, 0.573796, 0.573794, 0.573792, 0.57379, 0.573788, 0.573786, 0.573784, 0.573782, 0.57378, 0.573778, 0.573776, 0.573774
0.26, 0.18309, 0.0995544, 0.0767775, 0.0843027, 0.10895, 0.137468, 0.151493, 0.136469, 0.113424, 0.100391, 0.0964605, 0.0965592, 0.0972659, 0.0976472, 0.098029, 0.0987181, 0.0996193, 0.100442, 0.100973, 0.101183, 0.10117, 0.101062, 0.100946, 0.100858, 0.100798, 0.100755, 0.100721, 0.100692, 0.100668, 0.10065, 0.100637, 0.100628, 0.100623, 0.10062, 0.100618, 0.100616, 0.100616, 0.100616, 0.100616, 0.100617, 0.100618, 0.100619, 0.10062, 0.100621, 0.100622, 0.100623, 0.100624, 0.100626, 0.100627, 0.100628, 0.100629, 0.100631, 0.100632, 0.100633, 0.100634, 0.100636, 0.100637, 0.100638, 0.100639, 0.100641, 0.100642, 0.100643, 0.100644, 0.100646, 0.100647, 0.100648, 0.10065, 0.100651, 0.100652, 0.100653, 0.100655, 0.100656, 0.100657, 0.100658, 0.10066, 0.100661, 0.100662, 0.100663, 0.100665
0, 0.07691, 0.160446, 0.183222, 0.175697, 0.15105, 0.122532, 0.108507, 0.123531, 0.146576, 0.159609, 0.163539, 0.163441, 0.162734, 0.162353, 0.161971, 0.161282, 0.160381, 0.159558, 0.159027, 0.158817, 0.15883, 0.158938, 0.159054, 0.159142, 0.159202, 0.159245, 0.159279, 0.159308, 0.159332, 0.15935, 0.159363, 0.159372, 0.159377, 0.15938, 0.159382, 0.159384, 0.159384, 0.159384, 0.159384, 0.159383, 0.159382, 0.159381, 0.15938, 0.159379, 0.159378, 0.159377, 0.159376, 0.159374, 0.159373, 0.159372, 0.159371, 0.159369, 0.159368, 0.159367, 0.159366, 0.159364, 0.159363, 0.159362, 0.159361, 0.159359, 0.159358, 0.159357, 0.159356, 0.159354, 0.159353, 0.159352, 0.15935, 0.159349, 0.159348, 0.159347, 0.159345, 0.159344, 0.159343, 0.159342, 0.15934, 0.159339, 0.159338, 0.159337, 0.159335
0.12625, 0.126239, 0.126219, 0.126211, 0.12621, 0.126215, 0.126229, 0.126236, 0.126237, 0.126237, 0.126238, 0.12624, 0.126241, 0.126241, 0.126242, 0.126242, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243, 0.126243
0, 1.11722e-05, 3.06497e-05, 3.93687e-05, 3.98619e-05, 3.50404e-05, 2.12525e-05, 1.44013e-05, 1.29542e-05, 1.25688e-05, 1.1576e-05, 1.03643e-05, 9.32373e-06, 8.57192e-06, 8.0617e-06, 7.70509e-06, 7.44008e-06, 7.2389e-06, 7.09202e-06, 6.99282e-06, 6.93148e-06, 6.89605e-06, 6.8759e-06, 6.86373e-06, 6.85566e-06, 6.85004e-06, 6.84621e-06, 6.84376e-06, 6.84231e-06, 6.84147e-06, 6.84097e-06, 6.84063e-06, 6.84038e-06, 6.84018e-06, 6.84003e-06, 6.83992e-06, 6.83983e-06, 6.83976e-06, 6.83969e-06, 6.83963e-06, 6.83957e-06, 6.83951e-06, 6.83945e-06, 6.8394e-06, 6.83934e-06, 6.83929e-06, 6.83923e-06, 6.83918e-06, 6.83912e-06, 6.83907e-06, 6.83901e-06, 6.83896e-06, 6.83891e-06, 6.83885e-06, 6.8388e-06, 6.83874e-06, 6.83869e-06, 6.83863e-06, 6.83858e-06, 6.83852e-06, 6.83847e-06, 6.83842e-06, 6.83836e-06, 6.83831e-06, 6.83825e-06, 6.8382e-06, 6.83814e-06, 6.83809e-06, 6.83804e-06, 6.83798e-06, 6.83793e-06, 6.83787e-06, 6.83782e-06, 6.83776e-06, 6.83771e-06, 6.83765e-06, 6.8376e-06, 6.83755e-06, 6.83749e-06, 6.83744e-06
