0.1, 0.0999471, 0.0998922, 0.0998749, 0.0999153, 0.099946, 0.0999652, 0.099977, 0.0999842, 0.0999887, 0.0999914, 0.0999931, 0.0999941, 0.0999948, 0.0999952, 0.0999954, 0.0999955, 0.0999956, 0.0999957, 0.0999957, 0.0999957, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958, 0.0999958
0, 5.29426e-05, 0.000107779, 0.000125076, 8.46835e-05, 5.4004e-05, 3.48091e-05, 2.30048e-05, 1.57566e-05, 1.13061e-05, 8.5732e-06, 6.89492e-06, 5.86423e-06, 5.2312e-06, 4.84238e-06, 4.60353e-06, 4.45678e-06, 4.36659e-06, 4.31113e-06, 4.27701e-06, 4.256e-06, 4.24302e-06, 4.23499e-06, 4.22999e-06, 4.22686e-06, 4.22487e-06, 4.22358e-06, 4.22273e-06, 4.22214e-06, 4.22171e-06, 4.22139e-06, 4.22112e-06, 4.2209e-06, 4.22069e-06, 4.2205e-06, 4.22032e-06, 4.22014e-06, 4.21997e-06, 4.2198e-06, 4.21963e-06, 4.21946e-06, 4.21929e-06, 4.21913e-06, 4.21896e-06, 4.21879e-06, 4.21862e-06, 4.21846e-06, 4.21829e-06, 4.21812e-06, 4.21796e-06, 4.21779e-06, 4.21762e-06, 4.21745e-06
0.7, 0.699472, 0.698349, 0.697534, 0.697953, 0.698767, 0.699302, 0.699561, 0.699685, 0.699757, 0.699807, 0.699843, 0.699868, 0.699884, 0.699895, 0.699901, 0.699905, 0.699908, 0.699909, 0.69991, 0.699911, 0.699911, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912, 0.699912
0, 0.000528068, 0.001651, 0.002466, 0.00204689, 0.00123295, 0.000697812, 0.000439314, 0.000314974, 0.00024286, 0.000193023, 0.000157256, 0.00013248, 0.000116038, 0.000105464, 9.87999e-05, 9.46507e-05, 9.20853e-05, 9.05045e-05, 8.95316e-05, 8.89326e-05, 8.85634e-05, 8.83353e-05, 8.81938e-05, 8.81056e-05, 8.80501e-05, 8.80147e-05, 8.79916e-05, 8.7976e-05, 8.79651e-05, 8.79571e-05, 8.79508e-05, 8.79456e-05, 8.79411e-05, 8.79369e-05, 8.79331e-05, 8.79293e-05, 8.79257e-05, 8.79221e-05, 8.79186e-05, 8.7915e-05, 8.79115e-05, 8.7908e-05, 8.79045e-05, 8.79011e-05, 8.78976e-05, 8.78941e-05, 8.78906e-05, 8.78871e-05, 8.78836e-05, 8.78801e-05, 8.78766e-05, 8.78732e-05
0.68, 0.664836, 0.57538, 0.413155, 0.276902, 0.226961, 0.230714, 0.258393, 0.296124, 0.338441, 0.383254, 0.429358, 0.475547, 0.520435, 0.562401, 0.599479, 0.629385, 0.650236, 0.662154, 0.667732, 0.67001, 0.670885, 0.671219, 0.671349, 0.671403, 0.671427, 0.671439, 0.671445, 0.671448, 0.67145, 0.671452, 0.671453, 0.671453, 0.671454, 0.671454, 0.671455, 0.671455, 0.671456, 0.671456, 0.671457, 0.671457, 0.671457, 0.671458, 0.671458, 0.671459, 0.671459, 0.671459, 0.67146, 0.67146, 0.671461, 0.671461, 0.671461, 0.671462
0, 0.0151644, 0.10462, 0.266845, 0.403098, 0.453039, 0.449286, 0.421607, 0.383876, 0.341559, 0.296746, 0.250642, 0.204453, 0.159565, 0.117599, 0.0805212, 0.0506153, 0.0297644, 0.0178465, 0.0122679, 0.00999006, 0.00911478, 0.00878108, 0.00865052, 0.00859675, 0.00857296, 0.00856149, 0.00855545, 0.00855199, 0.00854986, 0.00854845, 0.00854745, 0.00854669, 0.00854608, 0.00854555, 0.00854508, 0.00854463, 0.00854421, 0.0085438, 0.0085434, 0.008543, 0.0085426, 0.00854221, 0.00854182, 0.00854142, 0.00854103, 0.00854064, 0.00854025, 0.00853986, 0.00853947, 0.00853908, 0.00853869, 0.0085383
0.26, 0.258962, 0.249754, 0.226754, 0.194833, 0.17091, 0.162137, 0.165715, 0.176136, 0.18897, 0.201799, 0.213645, 0.224192, 0.233349, 0.24109, 0.247391, 0.252198, 0.255478, 0.257374, 0.258287, 0.258667, 0.258815, 0.258871, 0.258893, 0.258901, 0.258905, 0.258907, 0.258908, 0.258908, 0.258909, 0.258909, 0.258909, 0.258909, 0.258909, 0.258909, 0.258909, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891, 0.25891
0, 0.00103839, 0.0102459, 0.0332461, 0.0651671, 0.0890902, 0.0978625, 0.0942846, 0.0838642, 0.0710296, 0.0582014, 0.046355, 0.035808, 0.0266515, 0.0189101, 0.0126091, 0.00780231, 0.00452234, 0.00262559, 0.00171324, 0.0013326, 0.0011851, 0.00112901, 0.0011073, 0.00109852, 0.00109472, 0.00109293, 0.00109202, 0.00109151, 0.0010912, 0.001091, 0.00109086, 0.00109075, 0.00109067, 0.0010906, 0.00109054, 0.00109048, 0.00109042, 0.00109037, 0.00109032, 0.00109027, 0.00109022, 0.00109017, 0.00109012, 0.00109007, 0.00109001, 0.00108996, 0.00108991, 0.00108986, 0.00108981, 0.00108976, 0.00108971, 0.00108966
0.12625, 0.12625, 0.12625, 0.126248, 0.126247, 0.126246, 0.126246, 0.126246, 0.126246, 0.126247, 0.126247, 0.126248, 0.126248, 0.126249, 0.126249, 0.126249, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625
0, 4.65809e-08, 4.81589e-07, 1.5576e-06, 2.97487e-06, 3.99251e-06, 4.32787e-06, 4.13021e-06, 3.64886e-06, 3.07554e-06, 2.51151e-06, 1.99556e-06, 1.539e-06, 1.14422e-06, 8.11313e-07, 5.40789e-07, 3.34585e-07, 1.93906e-07, 1.12529e-07, 7.33686e-08, 5.70246e-08, 5.06897e-08, 4.82799e-08, 4.73469e-08, 4.69691e-08, 4.68056e-08, 4.67287e-08, 4.66891e-08, 4.6667e-08, 4.66536e-08, 4.66449e-08, 4.66389e-08, 4.66344e-08, 4.66308e-08, 4.66277e-08, 4.66251e-08, 4.66226e-08, 4.66202e-08, 4.66179e-08, 4.66157e-08, 4.66135e-08, 4.66113e-08, 4.66091e-08, 4.6607e-08, 4.66048e-08, 4.66026e-08, 4.66005e-08, 4.65983e-08, 4.65962e-08, 4.6594e-08, 4.65918e-08, 4.65897e-08, 4.65875e-08
0.37889, 0.378632, 0.378374, 0.378239, 0.378243, 0.378245, 0.378246, 0.378247, 0.378247, 0.378247, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378248, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249, 0.378249
