0.1, 0.0999471, 0.0998922, 0.0998565, 0.0998339, 0.0998194, 0.0998615, 0.0999102, 0.0999416, 0.0999609, 0.0999728, 0.09998, 0.0999845, 0.0999873, 0.0999889, 0.09999, 0.0999906, 0.099991, 0.0999912, 0.0999914, 0.0999915, 0.0999915, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916, 0.0999916
0, 5.29426e-05, 0.000107779, 0.000143463, 0.000166082, 0.000180583, 0.000138519, 8.97767e-05, 5.8434e-05, 3.9113e-05, 2.72488e-05, 1.99649e-05, 1.54926e-05, 1.27462e-05, 1.10596e-05, 1.00237e-05, 9.3874e-06, 8.99651e-06, 8.75633e-06, 8.6087e-06, 8.51791e-06, 8.46203e-06, 8.42758e-06, 8.40629e-06, 8.39309e-06, 8.38486e-06, 8.37967e-06, 8.37636e-06, 8.3742e-06, 8.37274e-06, 8.37172e-06, 8.37096e-06, 8.37037e-06, 8.36988e-06, 8.36945e-06, 8.36905e-06, 8.36869e-06, 8.36833e-06, 8.36799e-06, 8.36764e-06, 8.36731e-06, 8.36697e-06, 8.36664e-06, 8.36631e-06, 8.36597e-06, 8.36564e-06, 8.36531e-06, 8.36498e-06, 8.36465e-06, 8.36431e-06, 8.36398e-06, 8.36365e-06, 8.36332e-06, 8.36299e-06, 8.36266e-06, 8.36232e-06, 8.36199e-06, 8.36166e-06, 8.36133e-06, 8.361e-06, 8.36067e-06, 8.36033e-06, 8.36e-06, 8.35967e-06
0.7, 0.699472, 0.698349, 0.697437, 0.697027, 0.697635, 0.69859, 0.699201, 0.699459, 0.699558, 0.699606, 0.699649, 0.699692, 0.699731, 0.699762, 0.699784, 0.699799, 0.699809, 0.699815, 0.699819, 0.699821, 0.699823, 0.699824, 0.699825, 0.699825, 0.699825, 0.699825, 0.699825, 0.699825, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826, 0.699826
0, 0.000528068, 0.001651, 0.00256337, 0.00297343, 0.0023647, 0.00140954, 0.000799314, 0.000541109, 0.000442182, 0.00039364, 0.000351099, 0.000307563, 0.000268644, 0.000238162, 0.000216254, 0.00020132, 0.000191474, 0.000185128, 0.000181099, 0.000178571, 0.000176996, 0.00017602, 0.000175416, 0.000175042, 0.000174809, 0.000174664, 0.000174572, 0.000174512, 0.000174473, 0.000174447, 0.000174428, 0.000174413, 0.000174402, 0.000174392, 0.000174383, 0.000174375, 0.000174368, 0.000174361, 0.000174353, 0.000174346, 0.000174339, 0.000174332, 0.000174325, 0.000174318, 0.000174312, 0.000174305, 0.000174298, 0.000174291, 0.000174284, 0.000174277, 0.00017427, 0.000174263, 0.000174256, 0.000174249, 0.000174242, 0.000174236, 0.000174229, 0.000174222, 0.000174215, 0.000174208, 0.000174201, 0.000174194, 0.000174187
0.68, 0.664836, 0.57538, 0.411943, 0.241921, 0.146134, 0.127013, 0.145385, 0.178493, 0.21602, 0.253986, 0.291824, 0.330187, 0.369422, 0.40922, 0.448867, 0.487481, 0.524121, 0.557784, 0.587402, 0.611926, 0.630597, 0.64339, 0.651224, 0.655577, 0.657836, 0.658963, 0.659515, 0.659783, 0.659914, 0.659978, 0.66001, 0.660026, 0.660035, 0.66004, 0.660043, 0.660045, 0.660047, 0.660048, 0.660049, 0.660051, 0.660052, 0.660053, 0.660054, 0.660055, 0.660056, 0.660057, 0.660058, 0.660059, 0.66006, 0.660061, 0.660062, 0.660064, 0.660065, 0.660066, 0.660067, 0.660068, 0.660069, 0.66007, 0.660071, 0.660072, 0.660073, 0.660074, 0.660075
0, 0.0151644, 0.10462, 0.268057, 0.438079, 0.533866, 0.552987, 0.534615, 0.501507, 0.46398, 0.426014, 0.388176, 0.349813, 0.310578, 0.27078, 0.231133, 0.192519, 0.155879, 0.122216, 0.0925977, 0.0680741, 0.0494032, 0.0366104, 0.0287764, 0.0244234, 0.022164, 0.0210369, 0.0204853, 0.020217, 0.0200864, 0.0200222, 0.0199902, 0.0199738, 0.0199651, 0.0199601, 0.019957, 0.0199549, 0.0199533, 0.0199519, 0.0199506, 0.0199495, 0.0199484, 0.0199473, 0.0199462, 0.0199451, 0.019944, 0.0199429, 0.0199419, 0.0199408, 0.0199397, 0.0199386, 0.0199376, 0.0199365, 0.0199354, 0.0199344, 0.0199333, 0.0199322, 0.0199311, 0.0199301, 0.019929, 0.0199279, 0.0199269, 0.0199258, 0.0199247
0.26, 0.258962, 0.249754, 0.2267, 0.19026, 0.151964, 0.127768, 0.121373, 0.128428, 0.142537, 0.158453, 0.173417, 0.18677, 0.198695, 0.209397, 0.218942, 0.227341, 0.234608, 0.240768, 0.245839, 0.249836, 0.252791, 0.254793, 0.256023, 0.256711, 0.257072, 0.257252, 0.25734, 0.257384, 0.257404, 0.257415, 0.25742, 0.257422, 0.257424, 0.257424, 0.257425, 0.257425, 0.257425, 0.257426, 0.257426, 0.257426, 0.257426, 0.257426, 0.257426, 0.257427, 0.257427, 0.257427, 0.257427, 0.257427, 0.257427, 0.257427, 0.257428, 0.257428, 0.257428, 0.257428, 0.257428, 0.257428, 0.257428, 0.257428, 0.257429, 0.257429, 0.257429, 0.257429, 0.257429
0, 0.00103839, 0.0102459, 0.0332999, 0.0697401, 0.108036, 0.132232, 0.138627, 0.131572, 0.117463, 0.101547, 0.0865826, 0.0732304, 0.0613053, 0.050603, 0.0410577, 0.0326588, 0.0253915, 0.0192325, 0.0141614, 0.0101639, 0.00720932, 0.00520677, 0.00397725, 0.00328856, 0.00292845, 0.00274799, 0.00265951, 0.0026165, 0.00259558, 0.00258534, 0.00258025, 0.00257767, 0.00257632, 0.00257556, 0.0025751, 0.0025748, 0.00257457, 0.00257438, 0.00257422, 0.00257406, 0.00257391, 0.00257376, 0.00257362, 0.00257348, 0.00257334, 0.0025732, 0.00257305, 0.00257291, 0.00257277, 0.00257263, 0.00257249, 0.00257235, 0.00257221, 0.00257207, 0.00257193, 0.00257179, 0.00257165, 0.0025715, 0.00257136, 0.00257122, 0.00257108, 0.00257094, 0.0025708
0.12625, 0.12625, 0.12625, 0.126248, 0.126247, 0.126245, 0.126244, 0.126244, 0.126244, 0.126245, 0.126246, 0.126246, 0.126247, 0.126247, 0.126248, 0.126248, 0.126249, 0.126249, 0.126249, 0.126249, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625, 0.12625
0, 4.65809e-08, 4.81589e-07, 1.59756e-06, 3.38604e-06, 5.28587e-06, 6.23298e-06, 6.35527e-06, 5.91284e-06, 5.20432e-06, 4.45405e-06, 3.7708e-06, 3.17346e-06, 2.64747e-06, 2.18002e-06, 1.76583e-06, 1.40298e-06, 1.08993e-06, 8.25123e-07, 6.07357e-07, 4.35809e-07, 3.09053e-07, 2.23138e-07, 1.7038e-07, 1.40822e-07, 1.25363e-07, 1.17615e-07, 1.13816e-07, 1.11968e-07, 1.11069e-07, 1.10629e-07, 1.1041e-07, 1.10299e-07, 1.10241e-07, 1.10208e-07, 1.10189e-07, 1.10176e-07, 1.10166e-07, 1.10158e-07, 1.1015e-07, 1.10144e-07, 1.10137e-07, 1.10131e-07, 1.10125e-07, 1.10119e-07, 1.10113e-07, 1.10107e-07, 1.10101e-07, 1.10095e-07, 1.10089e-07, 1.10083e-07, 1.10077e-07, 1.1007e-07, 1.10064e-07, 1.10058e-07, 1.10052e-07, 1.10046e-07, 1.1004e-07, 1.10034e-07, 1.10028e-07, 1.10022e-07, 1.10016e-07, 1.1001e-07, 1.10004e-07
