0.1, 0.0994714, 0.098921, 0.0985622, 0.0983373, 0.0981969, 0.0986241, 0.0991165, 0.0994309, 0.0996231, 0.0997405, 0.0998124, 0.0998564, 0.0998834, 0.0998999, 0.0999101, 0.0999163, 0.0999202, 0.0999225, 0.099924, 0.0999249, 0.0999254, 0.0999257, 0.099926, 0.0999261, 0.0999262, 0.0999262, 0.0999262, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999263, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264, 0.0999264
0, 0.000528614, 0.00107905, 0.0014378, 0.00166273, 0.00180313, 0.00137593, 0.000883452, 0.000569088, 0.000376856, 0.000259463, 0.000187638, 0.00014363, 0.00011664, 0.000100078, 8.99113e-05, 8.36684e-05, 7.98341e-05, 7.74785e-05, 7.60308e-05, 7.51406e-05, 7.45928e-05, 7.42553e-05, 7.40468e-05, 7.39177e-05, 7.38373e-05, 7.37867e-05, 7.37546e-05, 7.37337e-05, 7.37198e-05, 7.37101e-05, 7.3703e-05, 7.36975e-05, 7.3693e-05, 7.36891e-05, 7.36856e-05, 7.36823e-05, 7.36792e-05, 7.36761e-05, 7.36731e-05, 7.36701e-05, 7.36672e-05, 7.36642e-05, 7.36613e-05, 7.36584e-05, 7.36554e-05, 7.36525e-05, 7.36496e-05, 7.36467e-05, 7.36437e-05, 7.36408e-05, 7.36379e-05, 7.3635e-05, 7.3632e-05, 7.36291e-05, 7.36262e-05, 7.36233e-05, 7.36203e-05, 7.36174e-05, 7.36145e-05, 7.36116e-05, 7.36087e-05, 7.36057e-05, 7.36028e-05, 7.35999e-05, 7.3597e-05, 7.35941e-05
0.7, 0.694726, 0.689937, 0.696937, 0.698888, 0.699223, 0.69884, 0.69829, 0.698181, 0.698455, 0.698755, 0.698944, 0.699032, 0.699058, 0.699055, 0.699044, 0.699033, 0.699023, 0.699015, 0.699008, 0.699002, 0.698998, 0.698995, 0.698993, 0.698992, 0.698991, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899, 0.69899
0, 0.00527397, 0.0100633, 0.00306283, 0.0011118, 0.000776824, 0.00116006, 0.00170996, 0.00181943, 0.00154497, 0.00124476, 0.00105587, 0.000968285, 0.000942403, 0.000945006, 0.000956137, 0.000967496, 0.000977215, 0.000985416, 0.000992304, 0.000997881, 0.00100214, 0.00100517, 0.00100719, 0.00100845, 0.00100919, 0.00100961, 0.00100983, 0.00100994, 0.00101, 0.00101002, 0.00101003, 0.00101004, 0.00101003, 0.00101002, 0.00101001, 0.00101, 0.00100998, 0.00100997, 0.00100995, 0.00100994, 0.00100992, 0.00100991, 0.00100989, 0.00100988, 0.00100986, 0.00100985, 0.00100983, 0.00100982, 0.0010098, 0.00100979, 0.00100977, 0.00100976, 0.00100974, 0.00100973, 0.00100971, 0.0010097, 0.00100968, 0.00100967, 0.00100965, 0.00100964, 0.00100962, 0.00100961, 0.00100959, 0.00100958, 0.00100956, 0.00100955
0.68, 0.515529, 0.039454, 0.0336949, 0.0670564, 0.106745, 0.134529, 0.133778, 0.120659, 0.117029, 0.125493, 0.140696, 0.157717, 0.173417, 0.186337, 0.196265, 0.203622, 0.208964, 0.212768, 0.215405, 0.217172, 0.218312, 0.219019, 0.219443, 0.219689, 0.219831, 0.219912, 0.219959, 0.219988, 0.220007, 0.220019, 0.220028, 0.220035, 0.220041, 0.220046, 0.220051, 0.220056, 0.22006, 0.220065, 0.220069, 0.220074, 0.220079, 0.220083, 0.220088, 0.220092, 0.220097, 0.220102, 0.220106, 0.220111, 0.220116, 0.22012, 0.220125, 0.22013, 0.220134, 0.220139, 0.220144, 0.220148, 0.220153, 0.220158, 0.220162, 0.220167, 0.220172, 0.220176, 0.220181, 0.220186, 0.22019, 0.220195
0, 0.164471, 0.640546, 0.646305, 0.612944, 0.573255, 0.545471, 0.546222, 0.559341, 0.562971, 0.554507, 0.539304, 0.522283, 0.506583, 0.493663, 0.483735, 0.476378, 0.471036, 0.467232, 0.464595, 0.462828, 0.461688, 0.460981, 0.460557, 0.460311, 0.460169, 0.460088, 0.460041, 0.460012, 0.459993, 0.459981, 0.459972, 0.459965, 0.459959, 0.459954, 0.459949, 0.459944, 0.45994, 0.459935, 0.459931, 0.459926, 0.459921, 0.459917, 0.459912, 0.459908, 0.459903, 0.459898, 0.459894, 0.459889, 0.459884, 0.45988, 0.459875, 0.45987, 0.459866, 0.459861, 0.459856, 0.459852, 0.459847, 0.459842, 0.459838, 0.459833, 0.459828, 0.459824, 0.459819, 0.459814, 0.45981, 0.459805
0.26, 0.248608, 0.157846, 0.0957991, 0.078704, 0.0849476, 0.100504, 0.111108, 0.111801, 0.109116, 0.109326, 0.113829, 0.121196, 0.129348, 0.136724, 0.142623, 0.147013, 0.15016, 0.152372, 0.153902, 0.154938, 0.155621, 0.156058, 0.156329, 0.156491, 0.156587, 0.156642, 0.156674, 0.156693, 0.156704, 0.156711, 0.156716, 0.15672, 0.156723, 0.156725, 0.156727, 0.156729, 0.156731, 0.156732, 0.156734, 0.156736, 0.156738, 0.15674, 0.156742, 0.156743, 0.156745, 0.156747, 0.156749, 0.156751, 0.156753, 0.156755, 0.156756, 0.156758, 0.15676, 0.156762, 0.156764, 0.156766, 0.156768, 0.156769, 0.156771, 0.156773, 0.156775, 0.156777, 0.156779, 0.156781, 0.156782, 0.156784
0, 0.0113923, 0.102154, 0.164201, 0.181296, 0.175052, 0.159496, 0.148892, 0.148199, 0.150884, 0.150674, 0.146171, 0.138804, 0.130652, 0.123276, 0.117377, 0.112987, 0.10984, 0.107628, 0.106098, 0.105062, 0.104379, 0.103942, 0.103671, 0.103509, 0.103413, 0.103358, 0.103326, 0.103307, 0.103296, 0.103289, 0.103284, 0.10328, 0.103277, 0.103275, 0.103273, 0.103271, 0.103269, 0.103268, 0.103266, 0.103264, 0.103262, 0.10326, 0.103258, 0.103257, 0.103255, 0.103253, 0.103251, 0.103249, 0.103247, 0.103245, 0.103244, 0.103242, 0.10324, 0.103238, 0.103236, 0.103234, 0.103232, 0.103231, 0.103229, 0.103227, 0.103225, 0.103223, 0.103221, 0.103219, 0.103218, 0.103216
0.12625, 0.126249, 0.126243, 0.126238, 0.126236, 0.126236, 0.126239, 0.126241, 0.126242, 0.126242, 0.126243, 0.126243, 0.126244, 0.126244, 0.126245, 0.126245, 0.126245, 0.126245, 0.126245, 0.126245, 0.126245, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246, 0.126246
0, 6.83939e-07, 7.02549e-06, 1.20772e-05, 1.38179e-05, 1.36039e-05, 1.07029e-05, 8.87303e-06, 8.06506e-06, 7.67416e-06, 7.29352e-06, 6.82724e-06, 6.3197e-06, 5.8418e-06, 5.44215e-06, 5.13556e-06, 4.91271e-06, 4.75519e-06, 4.64543e-06, 4.56985e-06, 4.51867e-06, 4.48478e-06, 4.46292e-06, 4.44919e-06, 4.44075e-06, 4.43566e-06, 4.4326e-06, 4.43076e-06, 4.42962e-06, 4.42891e-06, 4.42844e-06, 4.42812e-06, 4.42789e-06, 4.42772e-06, 4.42759e-06, 4.42747e-06, 4.42738e-06, 4.42728e-06, 4.4272e-06, 4.42711e-06, 4.42703e-06, 4.42695e-06, 4.42687e-06, 4.42679e-06, 4.42671e-06, 4.42663e-06, 4.42655e-06, 4.42647e-06, 4.42639e-06, 4.42631e-06, 4.42623e-06, 4.42615e-06, 4.42607e-06, 4.42599e-06, 4.42591e-06, 4.42583e-06, 4.42575e-06, 4.42567e-06, 4.42559e-06, 4.42551e-06, 4.42543e-06, 4.42535e-06, 4.42527e-06, 4.42519e-06, 4.42511e-06, 4.42503e-06, 4.42495e-06
