0.1, 0.0946735, 0.0886377, 0.0861151, 0.0906938, 0.0944496, 0.0966559, 0.0979273, 0.0986758, 0.0991242, 0.0993955, 0.0995606, 0.0996614, 0.0997232, 0.099761, 0.0997842, 0.0997985, 0.0998072, 0.0998126, 0.0998159, 0.099818, 0.0998192, 0.09982, 0.0998205, 0.0998207, 0.0998209, 0.099821, 0.0998211, 0.0998212, 0.0998212, 0.0998212, 0.0998212, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998213, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998214, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998215, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216, 0.0998216
0, 0.00532648, 0.0113623, 0.0138849, 0.00930625, 0.00555043, 0.00334411, 0.00207274, 0.00132416, 0.000875815, 0.000604539, 0.000439417, 0.000338555, 0.000276813, 0.000238969, 0.000215753, 0.000201503, 0.000192753, 0.000187379, 0.000184076, 0.000182045, 0.000180795, 0.000180024, 0.000179548, 0.000179253, 0.000179069, 0.000178954, 0.00017888, 0.000178832, 0.0001788, 0.000178777, 0.000178761, 0.000178748, 0.000178737, 0.000178728, 0.000178719, 0.000178711, 0.000178704, 0.000178696, 0.000178689, 0.000178682, 0.000178675, 0.000178667, 0.00017866, 0.000178653, 0.000178646, 0.000178639, 0.000178632, 0.000178625, 0.000178618, 0.000178611, 0.000178603, 0.000178596, 0.000178589, 0.000178582, 0.000178575, 0.000178568, 0.000178561, 0.000178554, 0.000178547, 0.00017854, 0.000178532, 0.000178525, 0.000178518, 0.000178511, 0.000178504, 0.000178497, 0.00017849, 0.000178483, 0.000178476, 0.000178469, 0.000178462, 0.000178454, 0.000178447, 0.00017844, 0.000178433, 0.000178426, 0.000178419, 0.000178412, 0.000178405, 0.000178398, 0.000178391, 0.000178384, 0.000178376, 0.000178369
0.7, 0.676323, 0.695563, 0.699149, 0.699615, 0.699309, 0.698365, 0.69749, 0.697665, 0.698158, 0.698472, 0.698607, 0.698644, 0.698643, 0.698635, 0.698631, 0.69863, 0.698628, 0.698626, 0.698623, 0.69862, 0.698619, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698618, 0.698619, 0.698619, 0.698619, 0.698619, 0.698619, 0.698619, 0.698619, 0.698619
0, 0.0236774, 0.00443686, 0.000850811, 0.000385116, 0.000690544, 0.00163509, 0.00250964, 0.00233524, 0.00184204, 0.0015277, 0.00139303, 0.00135632, 0.00135739, 0.00136479, 0.00136879, 0.00137028, 0.00137181, 0.00137429, 0.00137717, 0.00137961, 0.00138119, 0.00138196, 0.00138222, 0.00138227, 0.00138227, 0.0013823, 0.00138235, 0.00138238, 0.0013824, 0.0013824, 0.00138238, 0.00138236, 0.00138234, 0.00138232, 0.0013823, 0.00138229, 0.00138227, 0.00138225, 0.00138223, 0.00138221, 0.00138219, 0.00138217, 0.00138215, 0.00138213, 0.00138211, 0.00138209, 0.00138207, 0.00138205, 0.00138203, 0.00138201, 0.00138199, 0.00138197, 0.00138195, 0.00138194, 0.00138192, 0.0013819, 0.00138188, 0.00138186, 0.00138184, 0.00138182, 0.0013818, 0.00138178, 0.00138176, 0.00138174, 0.00138172, 0.0013817, 0.00138168, 0.00138166, 0.00138164, 0.00138162, 0.0013816, 0.00138158, 0.00138156, 0.00138154, 0.00138152, 0.0013815, 0.00138149, 0.00138147, 0.00138145, 0.00138143, 0.00138141, 0.00138139, 0.00138137, 0.00138135
0.68, 0.0157231, 0.0218582, 0.0599658, 0.112156, 0.156816, 0.163832, 0.125379, 0.0952306, 0.0914548, 0.100311, 0.112129, 0.122478, 0.129979, 0.134911, 0.138095, 0.140206, 0.141619, 0.142519, 0.143033, 0.143279, 0.143368, 0.143384, 0.143375, 0.143363, 0.143355, 0.143348, 0.143342, 0.143336, 0.143331, 0.143327, 0.143324, 0.143323, 0.143324, 0.143325, 0.143326, 0.143328, 0.14333, 0.143332, 0.143334, 0.143337, 0.143339, 0.143342, 0.143344, 0.143347, 0.14335, 0.143352, 0.143355, 0.143358, 0.14336, 0.143363, 0.143365, 0.143368, 0.143371, 0.143373, 0.143376, 0.143379, 0.143381, 0.143384, 0.143387, 0.143389, 0.143392, 0.143395, 0.143397, 0.1434, 0.143403, 0.143405, 0.143408, 0.143411, 0.143413, 0.143416, 0.143419, 0.143421, 0.143424, 0.143427, 0.143429, 0.143432, 0.143435, 0.143437, 0.14344, 0.143443, 0.143445, 0.143448, 0.14345, 0.143453
0, 0.664277, 0.658142, 0.620034, 0.567844, 0.523184, 0.516168, 0.554621, 0.584769, 0.588545, 0.579689, 0.567871, 0.557522, 0.550021, 0.545089, 0.541905, 0.539794, 0.538381, 0.537481, 0.536967, 0.536721, 0.536632, 0.536616, 0.536625, 0.536637, 0.536645, 0.536652, 0.536658, 0.536664, 0.536669, 0.536673, 0.536676, 0.536677, 0.536676, 0.536675, 0.536674, 0.536672, 0.53667, 0.536668, 0.536666, 0.536663, 0.536661, 0.536658, 0.536656, 0.536653, 0.53665, 0.536648, 0.536645, 0.536642, 0.53664, 0.536637, 0.536635, 0.536632, 0.536629, 0.536627, 0.536624, 0.536621, 0.536619, 0.536616, 0.536613, 0.536611, 0.536608, 0.536605, 0.536603, 0.5366, 0.536597, 0.536595, 0.536592, 0.536589, 0.536587, 0.536584, 0.536581, 0.536579, 0.536576, 0.536573, 0.536571, 0.536568, 0.536565, 0.536563, 0.53656, 0.536557, 0.536555, 0.536552, 0.53655, 0.536547
0.26, 0.18309, 0.0995544, 0.0767729, 0.0838499, 0.105265, 0.122916, 0.122051, 0.108979, 0.0988951, 0.0962692, 0.0991039, 0.104266, 0.109438, 0.113548, 0.116452, 0.118405, 0.119701, 0.12055, 0.121085, 0.121397, 0.12156, 0.121633, 0.121659, 0.121665, 0.121663, 0.12166, 0.121657, 0.121654, 0.121651, 0.121648, 0.121647, 0.121645, 0.121645, 0.121645, 0.121645, 0.121646, 0.121647, 0.121648, 0.121649, 0.12165, 0.121652, 0.121653, 0.121654, 0.121655, 0.121657, 0.121658, 0.12166, 0.121661, 0.121662, 0.121664, 0.121665, 0.121667, 0.121668, 0.121669, 0.121671, 0.121672, 0.121673, 0.121675, 0.121676, 0.121678, 0.121679, 0.12168, 0.121682, 0.121683, 0.121685, 0.121686, 0.121687, 0.121689, 0.12169, 0.121692, 0.121693, 0.121694, 0.121696, 0.121697, 0.121699, 0.1217, 0.121701, 0.121703, 0.121704, 0.121706, 0.121707, 0.121708, 0.12171, 0.121711
0, 0.07691, 0.160446, 0.183227, 0.17615, 0.154735, 0.137084, 0.137949, 0.151021, 0.161105, 0.163731, 0.160896, 0.155734, 0.150562, 0.146452, 0.143548, 0.141595, 0.140299, 0.13945, 0.138915, 0.138603, 0.13844, 0.138367, 0.138341, 0.138335, 0.138337, 0.13834, 0.138343, 0.138346, 0.138349, 0.138352, 0.138353, 0.138355, 0.138355, 0.138355, 0.138355, 0.138354, 0.138353, 0.138352, 0.138351, 0.13835, 0.138348, 0.138347, 0.138346, 0.138345, 0.138343, 0.138342, 0.13834, 0.138339, 0.138338, 0.138336, 0.138335, 0.138333, 0.138332, 0.138331, 0.138329, 0.138328, 0.138327, 0.138325, 0.138324, 0.138322, 0.138321, 0.13832, 0.138318, 0.138317, 0.138315, 0.138314, 0.138313, 0.138311, 0.13831, 0.138308, 0.138307, 0.138306, 0.138304, 0.138303, 0.138301, 0.1383, 0.138299, 0.138297, 0.138296, 0.138294, 0.138293, 0.138292, 0.13829, 0.138289
0.12625, 0.126239, 0.126219, 0.126217, 0.126226, 0.126233, 0.126238, 0.12624, 0.12624, 0.126241, 0.126241, 0.126242, 0.126243, 0.126243, 0.126243, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244, 0.126244
0, 1.11722e-05, 3.06497e-05, 3.31181e-05, 2.42887e-05, 1.67627e-05, 1.20608e-05, 1.0206e-05, 9.72224e-06, 9.30439e-06, 8.70607e-06, 8.04524e-06, 7.44543e-06, 6.9696e-06, 6.62561e-06, 6.39013e-06, 6.23228e-06, 6.12669e-06, 6.05628e-06, 6.01013e-06, 5.98084e-06, 5.96292e-06, 5.95227e-06, 5.94596e-06, 5.94214e-06, 5.93972e-06, 5.93813e-06, 5.93709e-06, 5.93641e-06, 5.93598e-06, 5.93571e-06, 5.93552e-06, 5.93539e-06, 5.93528e-06, 5.93519e-06, 5.93511e-06, 5.93504e-06, 5.93497e-06, 5.93491e-06, 5.93485e-06, 5.93478e-06, 5.93472e-06, 5.93466e-06, 5.9346e-06, 5.93454e-06, 5.93448e-06, 5.93442e-06, 5.93436e-06, 5.9343e-06, 5.93424e-06, 5.93418e-06, 5.93412e-06, 5.93406e-06, 5.934e-06, 5.93394e-06, 5.93388e-06, 5.93382e-06, 5.93376e-06, 5.9337e-06, 5.93364e-06, 5.93358e-06, 5.93352e-06, 5.93346e-06, 5.9334e-06, 5.93334e-06, 5.93328e-06, 5.93322e-06, 5.93316e-06, 5.9331e-06, 5.93304e-06, 5.93298e-06, 5.93292e-06, 5.93286e-06, 5.9328e-06, 5.93274e-06, 5.93268e-06, 5.93262e-06, 5.93256e-06, 5.9325e-06, 5.93244e-06, 5.93238e-06, 5.93232e-06, 5.93226e-06, 5.9322e-06, 5.93214e-06
